Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
251,10504,1,9/15/2017,9:29,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 251.szv,2.7,7.6,0.276,1.958,0.102,0.258,0.7,0.592,0.048,0.463,0.06,2.85,0.473,0.605,0.74,0.1557,0.2253
252,10505,1,9/15/2017,9:29,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 252.szv,1.1,5.1,0,1.148,0,0.226,,0.954,0.027,0.391,0.03,1.99,,,-0.31,0.2137,0.2512
253,10506,1,9/15/2017,9:30,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 253.szv,0.3,5,0,1.082,0,0.218,,0.939,0.032,0.38,0.01,1.88,,,-0.42,0.1323,0.2093
254,10507,1,9/15/2017,9:30,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 254.szv,13,17.4,2.05,3.03,0.158,0.174,0.234,0.319,0.519,0.575,5.18,8.27,0.189,0.292,6.47,0.1508,0.1925
255,10508,1,9/15/2017,9:31,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 255.szv,1.2,5.8,0.673,1.86,0.561,0.321,0.81,0.877,0.398,0.479,0.3,2.44,,0.934,-0.11,0.259,0.2362
256,10509,1,9/15/2017,9:32,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 256.szv,3.9,9,0.364,1.227,0.094,0.137,0.785,0.86,0.046,0.41,0.17,3.57,0.736,0.904,-0.18,0.1658,0.1965
257,10510,1,9/15/2017,9:33,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 257.szv,9.1,12.3,2.147,3.028,0.236,0.246,0.384,0.212,0.42,0.471,3.56,5.49,0.344,0.188,4.87,0.1633,0.1748
258,10511,1,9/15/2017,9:33,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 258.szv,5,8.7,0.776,1.585,0.156,0.183,0.82,0.525,0.187,0.33,0.93,2.86,,,1.26,0.1745,0.205
259,10512,1,9/15/2017,9:34,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 259.szv,14.6,18.3,3.275,4.397,0.224,0.24,0.168,0.231,0.361,0.469,4.31,7.34,0.13,0.206,5.89,0.1938,0.2355
260,10513,1,9/15/2017,9:35,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 260.szv,54.3,60,11.235,12.239,0.207,0.204,0.011,0.025,0.684,0.695,37.13,41.68,,,38.87,0.1412,0.1853
