Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,10228.0,1,8/22/2016,10:18,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 1.szv,15.1,18.9,3.069,4.622,0.203,0.245,0.05,0.172,0.695,0.663,10.49,12.52,,,11.63,0.1635,0.1733
2,10228.0,2,8/22/2016,10:20,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 2.szv,54.7,60.0,4.724,5.298,0.086,0.088,0.273,0.239,1.043,1.028,57.02,61.67,,,56.84,0.1635,0.1733
3,10229.0,1,8/22/2016,10:22,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 3.szv,44.2,47.2,13.787,13.915,0.312,0.295,0.065,0.062,0.447,0.464,19.76,21.88,,,21.01,0.222,0.2283
4,10229.0,2,8/22/2016,10:23,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 4.szv,58.1,60.0,8.912,9.211,0.153,0.154,0.103,0.109,0.849,0.833,49.32,49.95,,,49.33,0.222,0.2283
5,10230.0,1,8/22/2016,10:25,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 5.szv,56.4,60.0,11.262,12.104,0.2,0.202,0.125,0.127,0.721,0.744,40.65,44.63,,,41.84,0.298,0.2952
6,10230.0,2,8/22/2016,10:26,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 6.szv,56.5,60.0,34.568,35.35,0.612,0.589,0.031,0.012,0.712,0.737,40.23,44.21,,,43.34,0.298,0.2952
7,10231.0,1,8/22/2016,10:28,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 7.szv,56.0,60.0,10.249,10.702,0.183,0.178,0.158,0.15,0.808,0.807,45.24,48.44,,,46.45,0.2072,0.2085
8,10231.0,2,8/22/2016,10:30,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 8.szv,57.6,60.0,9.34,9.846,0.162,0.164,0.087,0.073,0.684,0.675,39.39,40.48,,,39.72,0.2072,0.2085
9,10232.0,1,8/22/2016,10:32,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 9.szv,56.1,60.0,8.709,9.031,0.155,0.151,0.156,0.137,0.896,0.889,50.23,53.3,,,51.41,0.1863,0.1923
10,10232.0,2,8/22/2016,10:34,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 10.szv,22.3,27.9,3.114,3.997,0.14,0.143,0.246,0.266,0.365,0.49,8.13,13.66,,,9.57,0.1863,0.1923
11,10233.0,1,8/22/2016,10:35,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 11.szv,55.4,60.0,7.874,8.242,0.142,0.137,0.095,0.104,0.698,0.702,38.64,42.12,,,40.08,0.163,0.164
12,10233.0,2,8/22/2016,10:37,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 12.szv,53.8,60.0,7.072,8.375,0.131,0.14,0.041,0.155,0.632,0.638,33.98,38.28,,,34.52,0.163,0.164
13,10234.0,1,8/22/2016,10:39,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 13.szv,57.9,60.0,10.013,10.066,0.173,0.168,0.153,0.151,0.655,0.647,37.9,38.84,,,38.27,0.2138,0.2145
14,10234.0,2,8/22/2016,10:41,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 14.szv,55.6,60.0,9.395,10.343,0.169,0.172,0.075,0.125,0.626,0.655,34.82,39.32,,,36.71,0.2138,0.2145
15,10235.0,1,8/22/2016,10:43,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 15.szv,56.7,60.0,9.825,10.525,0.173,0.175,0.054,0.028,0.836,0.833,47.41,49.95,,,48.56,0.2112,0.2145
16,10235.0,2,8/22/2016,10:45,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 16.szv,54.4,60.0,9.294,10.694,0.171,0.178,0.123,0.073,0.585,0.623,31.83,37.38,,,33.24,0.2112,0.2145
17,10236.0,1,8/22/2016,10:47,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 17.szv,56.2,60.0,11.284,11.505,0.201,0.192,0.125,0.121,0.823,0.818,46.25,49.09,,,47.6,0.188,0.1962
18,10236.0,2,8/22/2016,10:49,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 18.szv,54.3,60.0,8.105,10.773,0.149,0.18,0.13,0.131,0.71,0.714,38.55,42.84,,,39.31,0.188,0.1962
19,10237.0,1,8/22/2016,10:51,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 19.szv,57.9,60.0,8.882,9.137,0.153,0.152,0.045,0.019,0.633,0.623,36.62,37.39,,,36.78,0.199,0.2028
20,10237.0,2,8/22/2016,10:53,am,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 20.szv,54.4,60.0,9.437,10.832,0.174,0.181,0.141,0.06,0.827,0.847,44.99,50.83,,,47.18,0.199,0.2028
21,10228.0,3,8/22/2016,12:12,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 21.szv,4.2,4.2,0.824,0.824,0.196,0.196,0.916,0.916,0.483,0.483,2.03,2.03,,,0.65,0.1635,0.1733
22,10228.0,4,8/22/2016,12:12,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 22.szv,34.3,40.8,5.931,7.184,0.173,0.176,0.174,0.174,0.703,0.753,24.1,30.74,,,27.1,0.1635,0.1733
23,10229.0,3,8/22/2016,12:14,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 23.szv,0.4,2.4,0.073,0.547,0.182,0.228,1.094,0.816,0.057,0.316,0.02,0.76,,,0.29,0.222,0.2283
24,10229.0,4,8/22/2016,12:14,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 24.szv,57.0,60.0,10.053,10.848,0.176,0.181,0.127,0.132,0.826,0.828,47.1,49.64,,,48.28,0.222,0.2283
25,10230.0,3,8/22/2016,12:16,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 25.szv,56.6,60.0,13.023,13.761,0.23,0.229,0.116,0.114,0.747,0.768,42.28,46.1,,,43.83,0.298,0.2952
26,10230.0,4,8/22/2016,12:18,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 26.szv,30.2,32.9,6.858,7.585,0.227,0.231,0.078,0.106,0.6,0.605,18.12,19.9,,,18.45,0.298,0.2952
27,10231.0,3,8/22/2016,12:19,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 27.szv,55.2,60.0,10.235,11.507,0.185,0.192,0.152,0.107,0.844,0.841,46.58,50.43,,,47.76,0.2072,0.2085
28,10231.0,4,8/22/2016,12:21,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 28.szv,3.5,3.5,0.898,0.898,0.257,0.257,0.878,0.878,0.403,0.403,1.41,1.41,0.829,0.829,0.28,0.2072,0.2085
29,10232.0,3,8/22/2016,12:21,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 29.szv,54.2,60.0,10.928,12.392,0.202,0.207,0.06,0.122,0.85,0.875,46.09,52.51,,,49.41,0.1863,0.1923
30,10232.0,4,8/22/2016,12:23,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 30.szv,56.1,60.0,11.437,13.648,0.204,0.228,0.137,0.092,0.695,0.695,38.99,41.68,,,40.42,0.1863,0.1923
31,10233.0,3,8/22/2016,12:25,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 31.szv,57.5,60.0,10.044,10.189,0.175,0.17,0.053,0.063,0.586,0.58,33.69,34.82,,,34.33,0.163,0.164
32,10233.0,4,8/22/2016,12:27,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 32.szv,53.4,60.0,10.181,11.618,0.191,0.194,0.076,0.137,0.643,0.699,34.32,41.92,,,38.86,0.163,0.164
33,10234.0,3,8/22/2016,12:29,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 33.szv,57.3,60.0,14.171,14.774,0.247,0.246,0.076,0.101,0.667,0.653,38.19,39.14,,,38.43,0.2138,0.2145
34,10234.0,4,8/22/2016,12:31,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 34.szv,55.2,60.0,11.513,12.69,0.209,0.212,0.079,0.012,0.524,0.55,28.89,33.01,,,30.41,0.2138,0.2145
35,10235.0,3,8/22/2016,12:33,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 35.szv,55.4,60.0,14.051,15.513,0.254,0.259,0.007,0.082,0.877,0.862,48.58,51.69,,,49.7,0.2112,0.2145
36,10235.0,4,8/22/2016,12:35,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 36.szv,56.2,60.0,10.428,11.232,0.186,0.187,0.131,0.074,0.719,0.735,40.38,44.08,,,42.21,0.2112,0.2145
37,10236.0,3,8/22/2016,12:37,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 37.szv,56.0,60.0,11.657,12.727,0.208,0.212,0.093,0.04,0.769,0.774,43.03,46.44,,,44.88,0.188,0.1962
38,10236.0,4,8/22/2016,12:39,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 38.szv,1.4,3.9,0.201,0.617,0.143,0.158,0.897,0.843,0.05,0.257,0.07,1.0,,,0.26,0.188,0.1962
39,10237.0,3,8/22/2016,12:39,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 39.szv,54.4,60.0,11.839,13.38,0.218,0.223,0.081,0.053,0.833,0.813,45.31,48.74,,,45.83,0.199,0.2028
40,10237.0,4,8/22/2016,12:41,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 40.szv,55.9,60.0,12.021,13.238,0.215,0.221,0.115,0.077,0.751,0.732,41.96,43.9,,,42.27,0.199,0.2028
41,10228.0,5,8/22/2016,13:51,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 41.szv,55.9,60.0,8.822,10.115,0.158,0.169,0.038,0.123,0.795,0.806,44.44,48.36,,,46.91,0.1635,0.1733
42,10228.0,6,8/22/2016,13:53,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 42.szv,57.1,60.0,9.442,9.966,0.165,0.166,0.136,0.118,0.783,0.764,44.7,45.84,,,45.08,0.1635,0.1733
43,10229.0,5,8/22/2016,13:55,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 43.szv,20.0,23.1,5.136,6.287,0.257,0.273,0.108,0.121,0.577,0.551,11.53,12.71,0.088,0.112,11.76,0.222,0.2283
44,10229.0,6,8/22/2016,13:56,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 44.szv,14.4,18.8,3.628,4.497,0.252,0.239,0.284,0.259,0.772,0.788,11.09,14.79,0.252,0.228,12.56,0.222,0.2283
45,10230.0,5,8/22/2016,13:57,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 45.szv,56.5,60.0,14.443,15.359,0.256,0.256,0.035,0.021,0.745,0.766,42.07,45.93,,,43.71,0.298,0.2952
46,10230.0,6,8/22/2016,13:59,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 46.szv,57.3,60.0,15.079,15.832,0.263,0.264,0.088,0.05,0.67,0.667,38.36,40.03,,,38.77,0.298,0.2952
47,10231.0,5,8/22/2016,14:02,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 47.szv,54.3,60.0,13.529,15.046,0.249,0.251,0.077,0.025,0.803,0.826,43.59,49.57,,,46.7,0.2072,0.2085
48,10231.0,6,8/22/2016,14:04,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 48.szv,56.1,60.0,11.636,12.51,0.207,0.209,0.08,0.095,0.785,0.77,44.05,46.18,,,44.46,0.2072,0.2085
49,10232.0,5,8/22/2016,14:07,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 49.szv,57.7,60.0,13.81,14.342,0.239,0.239,0.058,0.027,0.769,0.762,44.37,45.7,,,45.27,0.1863,0.1923
50,10232.0,6,8/22/2016,14:09,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 50.szv,54.2,60.0,9.653,11.139,0.178,0.186,0.118,0.132,0.803,0.814,43.5,48.82,,,45.37,0.1863,0.1923
51,10233.0,5,8/22/2016,14:11,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 51.szv,56.8,60.0,10.801,11.402,0.19,0.19,0.037,0.021,0.667,0.661,37.89,39.65,,,38.89,0.163,0.164
52,10233.0,6,8/22/2016,14:13,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 52.szv,52.8,60.0,7.861,9.158,0.149,0.153,0.16,0.02,0.845,0.865,44.58,51.9,,,47.27,0.163,0.164
53,10234.0,5,8/22/2016,14:15,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 53.szv,57.7,60.0,15.486,16.133,0.268,0.269,0.003,0.042,0.773,0.756,44.59,45.37,,,44.92,0.2138,0.2145
54,10234.0,6,8/22/2016,14:17,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 54.szv,56.1,60.0,12.179,13.177,0.217,0.22,0.064,0.11,0.777,0.791,43.61,47.46,,,45.83,0.2138,0.2145
55,10235.0,5,8/22/2016,14:19,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 55.szv,56.2,60.0,14.633,15.612,0.26,0.26,0.064,0.014,0.809,0.796,45.44,47.73,,,46.39,0.2112,0.2145
56,10235.0,6,8/22/2016,14:21,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 56.szv,41.3,46.3,9.208,10.571,0.223,0.228,0.054,0.103,0.695,0.694,28.7,32.13,,,29.57,0.2112,0.2145
57,10236.0,5,8/22/2016,14:23,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 57.szv,48.2,52.3,10.739,11.922,0.223,0.228,0.118,0.082,0.772,0.789,37.21,41.27,,,39.77,0.188,0.1962
58,10236.0,6,8/22/2016,14:24,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 58.szv,54.0,60.0,11.002,12.426,0.204,0.207,0.11,0.121,0.663,0.672,35.79,40.28,,,36.75,0.188,0.1962
59,10237.0,5,8/22/2016,14:26,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 59.szv,55.6,60.0,13.195,14.594,0.237,0.243,0.11,0.009,0.797,0.77,44.31,46.16,,,44.5,0.199,0.2028
60,10237.0,6,8/22/2016,14:28,pm,"mzempare, ncarey",CAS8_Old_08 22 16 videos\Test 60.szv,56.1,60.0,11.055,11.797,0.197,0.197,0.072,0.092,0.769,0.76,43.11,45.62,,,43.95,0.199,0.2028
