Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
321,9965,8,10/17/2015,9:13,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 321.szv,0.2,2.6,0.029,0.793,0.144,0.305,1,0.965,0,0.376,0,0.85,,0.963,0.08,nan,nan
322,9966,8,10/17/2015,9:14,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 322.szv,7.6,12,2.042,3.327,0.269,0.277,0.147,0.362,0.575,0.655,4.27,7.74,0.142,0.356,5.21,nan,nan
323,9967,8,10/17/2015,9:14,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 323.szv,1.2,5.2,0.255,1.719,0.215,0.331,0.98,0.676,0.103,0.658,0.09,3.23,0.924,0.67,1.3,nan,nan
324,9968,8,10/17/2015,9:14,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 324.szv,5.5,7.1,1.817,2.359,0.33,0.332,0.446,0.252,0.623,0.614,3.31,4.25,0.449,0.211,3.86,nan,nan
325,9969,8,10/17/2015,9:15,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 325.szv,3.9,6.8,1.266,2.358,0.326,0.348,0.873,0.392,0.629,0.704,2.22,4.53,0.893,0.376,3.41,nan,nan
326,9970,8,10/17/2015,9:15,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 326.szv,3.8,3.8,1.147,1.147,0.304,0.304,0.977,0.977,0.577,0.577,2.04,2.04,0.969,0.969,0.15,nan,nan
327,9971,8,10/17/2015,9:16,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 327.szv,0.5,2,0.08,0.462,0.16,0.231,0.904,0.97,0.015,0.201,0,0.34,0.999,0.978,0,nan,nan
328,9972,8,10/17/2015,9:16,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 328.szv,3.2,3.2,1.116,1.116,0.349,0.349,0.942,0.942,0.54,0.54,1.56,1.56,0.945,0.945,0.15,nan,nan
329,9973,8,10/17/2015,9:16,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 329.szv,1.4,3,0.328,0.716,0.236,0.24,0.947,0.764,0.121,0.293,0.15,0.84,0.864,0.664,0.37,nan,nan
330,9974,8,10/17/2015,9:17,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 330.szv,3.1,3.1,1.036,1.036,0.336,0.336,0.977,0.977,0.491,0.491,1.4,1.4,0.961,0.961,0.05,nan,nan
