Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
321,10208,8,8/27/2016,9:31,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 321.szv,1.8,4.4,0.591,1.444,0.329,0.328,0.935,0.679,0.199,0.583,0.32,2.44,0.838,0.62,1.26,0.3277,0.3317
322,10209,8,8/27/2016,9:31,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 322.szv,0.3,4,0.057,1.435,0.19,0.359,0.667,0.852,0.056,0.662,0.02,2.65,,,0.58,0.2812,0.3233
323,10210,8,8/27/2016,9:32,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 323.szv,7.4,10.9,2.577,3.794,0.348,0.348,0.207,0.306,0.657,0.748,4.8,8.08,0.183,0.291,6.3,0.3153,0.3195
324,10211,8,8/27/2016,9:32,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 324.szv,1.8,3.2,0.327,0.732,0.182,0.229,0.402,0.696,0.066,0.156,0.11,0.47,0.104,0.571,0.11,0.282,0.286
325,10212,8,8/27/2016,9:32,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 325.szv,2.1,5.7,0.726,2.102,0.346,0.369,0.954,0.591,0.315,0.773,0.6,4.25,0.951,0.551,2.45,0.3193,0.3155
326,10213,8,8/27/2016,9:33,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 326.szv,1.7,5,0.572,1.622,0.343,0.326,0.945,0.737,0.181,0.703,0.3,3.48,0.866,0.726,1.34,0.3348,0.3543
327,10214,8,8/27/2016,9:34,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 327.szv,7.5,9,2.714,3.18,0.362,0.353,0.166,0.164,0.658,0.629,4.91,5.63,0.161,0.151,5.29,0.3402,0.3105
328,10215,8,8/27/2016,9:34,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 328.szv,0.5,4.4,0.126,1.483,0.251,0.337,0.984,0.783,0.058,0.677,0.02,2.89,0.795,0.772,0.99,0.2572,0.2868
329,10216,8,8/27/2016,9:35,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 329.szv,9.7,11.1,2.984,3.438,0.308,0.31,0.228,0.175,0.433,0.442,4.13,4.83,0.187,0.134,4.46,0.3057,0.3235
330,10217,8,8/27/2016,9:35,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 330.szv,0.4,3.7,0.082,1.528,0.215,0.415,0.997,0.781,0.035,0.625,0.01,2.3,,,0.49,0.3283,0.362
