Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D4: TTR to End of test; Duration (s),Base; Duration (s),AQ D4: TTR to End of test; Distance (m),Base; Distance (m),AQ D4: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D4: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D4: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D4: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D4: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D4: TTR to End of test; Avg speed: AQ D4 (m/s),Base; Avg speed: AQ D4 (m/s)
109,9837,19,6/25/2015,11:32,am,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 109.szv,0.1,2,0.034,0.516,0.344,0.258,1,0.927,0.01,0.233,0,0.46,,0.912,0.04,0.2513,0.2385
110,9837,20,6/25/2015,11:33,am,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 110.szv,58,60,15.506,16.041,0.267,0.267,0.108,0.095,0.65,0.641,37.68,38.45,,,37.98,0.2513,0.2385
111,9838,19,6/25/2015,11:35,am,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 111.szv,54.1,60,10.917,13.101,0.202,0.218,0.069,0.129,0.923,0.891,49.91,53.44,,,50,0.1968,0.2035
112,9838,20,6/25/2015,11:37,am,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 112.szv,57.8,60,12.127,12.637,0.21,0.211,0.051,0.07,0.708,0.695,40.92,41.69,,,41.2,0.1968,0.2035
113,9839,19,6/25/2015,11:39,am,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 113.szv,55.3,60,14.209,15.555,0.257,0.259,0.047,0.094,0.736,0.764,40.69,45.86,,,43.86,0.2148,0.2167
114,9839,20,6/25/2015,11:41,am,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 114.szv,55.1,60,10.017,11.237,0.182,0.187,0.086,0.144,0.925,0.91,50.98,54.59,,,51.52,0.2148,0.2167
115,9840,19,6/25/2015,11:43,am,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 115.szv,37.1,40.7,10.141,11.006,0.273,0.27,0.099,0.092,0.602,0.625,22.33,25.42,0.086,0.081,23.89,0.2515,0.2467
116,9840,20,6/25/2015,11:44,am,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 116.szv,36.4,38.5,8.368,8.78,0.23,0.228,0.057,0.068,0.666,0.653,24.24,25.14,,,24.51,0.2515,0.2467
117,9841,19,6/25/2015,11:45,am,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 117.szv,56.4,60,11.911,12.791,0.211,0.213,0.086,0.092,0.719,0.703,40.55,42.15,,,40.8,0.204,0.2068
118,9841,20,6/25/2015,11:47,am,"mzempare, ncarey",CAS_June22-2015_Old videos\Test 118.szv,54.2,60,12.266,14.084,0.226,0.235,0.131,0.119,0.761,0.798,41.24,47.88,,,44.76,0.204,0.2068
