Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
12,10509,2,9/11/2017,10:19,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 12.szv,54.1,60,6.809,7.778,0.126,0.13,0.138,0.163,0.792,0.813,42.86,48.79,,,44.99,0.1612,0.168
13,10510,1,9/11/2017,10:22,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 13.szv,14.1,21.3,2.553,3.267,0.181,0.153,0.509,0.399,0.774,0.906,10.83,19.18,0.473,0.36,14.65,0.1648,0.1623
14,10510,2,9/11/2017,10:22,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 14.szv,54.4,58.8,7.09,7.711,0.13,0.131,0.082,0.097,0.8,0.788,43.2,46.02,0.079,0.094,43.99,0.1648,0.1623
15,10511,1,9/11/2017,10:24,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 15.szv,57.2,60,9.199,9.528,0.161,0.159,0.125,0.097,0.719,0.704,41.11,42.24,,,41.53,0.1618,0.1652
16,10511,2,9/11/2017,10:26,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 16.szv,47.7,52.8,3.973,4.482,0.083,0.085,0.311,0.229,0.77,0.793,36.73,41.86,,,37.65,0.1618,0.1652
17,10512,1,9/11/2017,10:29,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 17.szv,56.5,60,10.938,11.793,0.194,0.197,0.079,0.028,0.714,0.707,40.32,42.44,,,41.12,0.2017,0.2013
18,10512,2,9/11/2017,10:31,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 18.szv,54.7,60,6.349,7.166,0.116,0.119,0.153,0.036,0.466,0.529,25.49,31.76,,,26.93,0.2017,0.2013
19,10513,1,9/11/2017,10:33,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 19.szv,40.1,47.9,6.026,6.859,0.15,0.143,0.214,0.195,0.53,0.623,21.25,29.81,0.185,0.172,24.91,0.1513,0.1508
20,10513,2,9/11/2017,10:34,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 20.szv,55.4,60,6.267,6.789,0.113,0.113,0.202,0.149,0.509,0.513,28.21,30.79,,,28.57,0.1513,0.1508
21,10504,3,9/11/2017,11:29,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 21.szv,56,60,14.369,15.83,0.257,0.264,0.029,0.08,0.789,0.785,44.2,47.09,,,45.34,0.233,0.2357
22,10504,4,9/11/2017,11:30,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 22.szv,55,60,10.492,11.641,0.191,0.194,0.065,0.028,0.677,0.719,37.21,43.15,,,39.54,0.233,0.2357
23,10505,3,9/11/2017,11:32,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 23.szv,57.6,60,14.148,14.999,0.246,0.25,0.031,0.057,0.753,0.747,43.35,44.83,,,44.36,0.2095,0.2145
24,10505,4,9/11/2017,11:34,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 24.szv,55,60,11.385,12.736,0.207,0.212,0.125,0.042,0.778,0.786,42.8,47.17,,,44.42,0.2095,0.2145
25,10506,3,9/11/2017,11:36,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 25.szv,55.7,60,9.723,10.398,0.175,0.173,0.108,0.083,0.751,0.759,41.82,45.53,,,43.69,0.2048,0.1805
26,10506,4,9/11/2017,11:39,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 26.szv,40.9,46.7,6.207,7.664,0.152,0.164,0.061,0.16,0.55,0.542,22.49,25.33,,,21.87,0.2048,0.1805
27,10507,3,9/11/2017,11:40,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 27.szv,55.9,60,9.247,10.318,0.165,0.172,0.174,0.146,0.688,0.696,38.46,41.77,,,40.13,0.1782,0.1813
28,10507,4,9/11/2017,11:41,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 28.szv,53.6,60,10.2,11.565,0.19,0.193,0.123,0.021,0.619,0.666,33.17,39.98,,,36.34,0.1782,0.1813
29,10508,3,9/11/2017,11:44,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 29.szv,56.4,60,11.92,12.812,0.211,0.214,0.137,0.105,0.721,0.736,40.63,44.16,,,42.67,0.2208,0.2192
30,10508,4,9/11/2017,11:45,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 30.szv,54.7,60,8.202,9.265,0.15,0.154,0.177,0.082,0.888,0.905,48.58,54.31,,,49.83,0.2208,0.2192
31,10509,3,9/11/2017,11:47,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 31.szv,57,60,6.74,7.276,0.118,0.121,0.173,0.102,0.567,0.573,32.3,34.39,,,33.33,0.1612,0.168
32,10509,4,9/11/2017,11:49,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 32.szv,33.5,40.6,4.416,6.077,0.132,0.15,0.165,0.211,0.552,0.622,18.18,24.89,0.127,0.199,20.06,0.1612,0.168
33,10510,3,9/11/2017,11:50,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 33.szv,2.3,2.3,0.583,0.583,0.254,0.254,0.946,0.946,0.262,0.262,0.6,0.6,0.801,0.801,0.13,0.1648,0.1623
34,10510,4,9/11/2017,11:50,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 34.szv,55.2,60,8.45,9.601,0.153,0.16,0.128,0.007,0.543,0.54,29.98,32.41,,,30.52,0.1648,0.1623
35,10511,3,9/11/2017,12:00,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 35.szv,52.6,60,11.251,13.327,0.214,0.222,0.047,0.127,0.773,0.792,40.65,47.54,,,44.16,0.1618,0.1652
36,10511,4,9/11/2017,12:02,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 36.szv,55.1,60,8.238,9.28,0.15,0.155,0.18,0.087,0.722,0.707,39.76,42.4,,,40.3,0.1618,0.1652
37,10512,3,9/11/2017,12:04,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 37.szv,34.5,40.1,7.704,8.72,0.223,0.217,0.107,0.147,0.638,0.703,22.02,28.18,,,25.18,0.2017,0.2013
38,10512,4,9/11/2017,12:05,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 38.szv,23.9,29.9,5.341,6.731,0.224,0.225,0.17,0.205,0.722,0.798,17.23,23.82,0.145,0.18,20.47,0.2017,0.2013
39,10513,3,9/11/2017,12:06,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 39.szv,56.9,60,12.566,13.186,0.221,0.22,0.086,0.109,0.678,0.663,38.59,39.76,,,39.29,0.1513,0.1508
40,10513,4,9/11/2017,12:08,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 40.szv,56.5,60,8.471,9.041,0.15,0.151,0.164,0.149,0.662,0.658,37.42,39.49,,,38.52,0.1513,0.1508
41,10504,5,9/11/2017,13:13,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 41.szv,4.5,4.5,1.517,1.517,0.337,0.337,0.803,0.803,0.675,0.675,3.04,3.04,,,1.08,0.233,0.2357
42,10504,6,9/11/2017,13:13,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 42.szv,58,60,12.79,13.409,0.221,0.224,0.076,0.073,0.767,0.76,44.47,45.6,,,45.09,0.233,0.2357
43,10505,5,9/11/2017,13:15,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 43.szv,0.3,2.7,0.056,0.532,0.194,0.198,0.991,0.974,0.026,0.33,0.01,0.89,0.774,0.934,0.21,0.2095,0.2145
44,10505,6,9/11/2017,13:15,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 44.szv,54.8,60,12.119,13.653,0.221,0.228,0.026,0.107,0.761,0.793,41.69,47.55,,,44.68,0.2095,0.2145
45,10506,5,9/11/2017,13:17,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 45.szv,57,60,11.397,12.223,0.2,0.204,0.116,0.133,0.656,0.66,37.37,39.58,,,38.85,0.2048,0.1805
46,10506,6,9/11/2017,13:19,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 46.szv,53.5,60,9.731,10.718,0.182,0.179,0.047,0.118,0.895,0.917,47.87,55.01,,,51.02,0.2048,0.1805
47,10507,5,9/11/2017,13:21,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 47.szv,28.6,33,6.736,8.094,0.236,0.245,0.176,0.103,0.809,0.831,23.15,27.43,,,26.06,0.1782,0.1813
48,10507,6,9/11/2017,13:21,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 48.szv,54.2,60,6.781,7.855,0.125,0.131,0.066,0.068,0.988,1.005,53.52,60.31,,,56.1,0.1782,0.1813
49,10508,5,9/11/2017,13:23,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 49.szv,57.3,60,13.602,14.169,0.237,0.236,0.086,0.099,0.717,0.721,41.08,43.26,,,42.46,0.2208,0.2192
50,10508,6,9/11/2017,13:25,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 50.szv,53.8,58.8,9.605,10.501,0.179,0.179,0.139,0.112,0.652,0.694,35.08,40.83,,,37.24,0.2208,0.2192
51,10509,5,9/11/2017,13:27,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 51.szv,55.5,60,12.447,13.618,0.224,0.227,0.004,0.072,0.914,0.921,50.71,55.27,,,53.95,0.1612,0.168
52,10509,6,9/11/2017,13:29,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 52.szv,55.6,60,11.183,12.406,0.201,0.207,0.131,0.085,0.817,0.782,45.43,46.94,,,45.59,0.1612,0.168
53,10510,5,9/11/2017,13:30,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 53.szv,53.5,60,9.165,10.411,0.171,0.174,0.026,0.088,0.784,0.777,41.92,46.59,,,43.29,0.1648,0.1623
54,10510,6,9/11/2017,13:32,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 54.szv,42.9,49.5,4.27,5.055,0.1,0.102,0.188,0.218,0.485,0.54,20.69,26.61,0.177,0.213,20.9,0.1648,0.1623
55,10511,5,9/11/2017,13:34,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 55.szv,56.6,60,12.072,12.957,0.213,0.216,0.091,0.123,0.826,0.819,46.73,49.12,,,48.21,0.1618,0.1652
56,10511,6,9/11/2017,13:36,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 56.szv,55.2,60,8.28,9.23,0.15,0.154,0.145,0.092,0.667,0.665,36.79,39.89,,,37.82,0.1618,0.1652
57,10512,5,9/11/2017,13:38,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 57.szv,22.7,24.7,4.835,5.307,0.213,0.215,0.158,0.104,0.809,0.776,18.33,19.15,0.135,0.076,18.75,0.2017,0.2013
58,10512,6,9/11/2017,13:39,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 58.szv,54.7,60,13.15,14.107,0.24,0.235,0.072,0.076,0.695,0.719,38.02,43.16,,,40.67,0.2017,0.2013
59,10513,5,9/11/2017,13:41,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 59.szv,53.1,60,6.205,7.844,0.117,0.131,0.13,0.131,1.007,0.961,53.48,57.65,,,53.43,0.1513,0.1508
60,10513,6,9/11/2017,13:42,pm,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 60.szv,42.9,50.6,6.75,7.447,0.157,0.147,0.167,0.156,0.691,0.755,29.63,38.21,,,33.62,0.1513,0.1508
