Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
321,10392,8,4/1/2017,9:50,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 321.szv,6.6,9.9,1.951,2.905,0.296,0.293,0.527,0.324,0.594,0.72,3.79,6.98,0.509,0.293,5.75,0.2277,0.257
322,10393,8,4/1/2017,9:51,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 322.szv,0.3,3,0.025,0.833,0.083,0.278,1,0.977,0,0.411,0,1.1,,0.978,0.1,0.2238,0.2865
323,10394,8,4/1/2017,9:51,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 323.szv,0.8,2.5,0.162,0.517,0.202,0.207,0.849,0.915,0.041,0.222,0.02,0.47,0.962,0.914,0.08,0.2505,0.2327
324,10395,8,4/1/2017,9:51,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 324.szv,0.7,4.7,0.076,1.124,0.113,0.241,0.846,0.929,0.032,0.416,0.01,1.81,0.698,0.841,0.05,0.2083,0.2365
325,10396,8,4/1/2017,9:52,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 325.szv,8.8,11.6,2.525,3.307,0.287,0.285,0.06,0.261,0.556,0.531,4.81,6.08,0.037,0.233,5.02,0.2457,0.274
326,10397,8,4/1/2017,9:52,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 326.szv,5,5,1.299,1.299,0.261,0.261,0.929,0.929,0.639,0.639,3.02,3.02,0.944,0.944,0.24,0.2368,0.2313
327,10398,8,4/1/2017,9:53,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 327.szv,0.2,4.8,0.029,1.324,0.143,0.276,0.745,0.839,0,0.575,0,2.56,,0.82,0.59,0.1967,0.2318
328,10399,8,4/1/2017,9:54,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 328.szv,4.1,4.1,1.221,1.221,0.298,0.298,0.926,0.926,0.602,0.602,2.24,2.24,0.915,0.915,0.3,0.2382,0.2617
329,10400,8,4/1/2017,9:54,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 329.szv,1,3.9,0.072,0.828,0.072,0.212,0.881,0.957,0.059,0.352,0.06,1.37,,,-0.13,0.2233,0.2732
330,10401,8,4/1/2017,9:54,am,"mzempare, ncarey",CAS_11_Middle_03.27.17 videos\Test 330.szv,2.2,6,0.436,1.668,0.202,0.28,0.424,0.7,0.065,0.433,0.12,2.43,0.224,0.649,0.47,0.238,0.2743
