Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
341,9897,10,8/29/2015,11:25,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 341.szv,0.5,3.3,0.075,0.855,0.157,0.261,0.889,0.938,0.029,0.42,0.01,1.28,0.913,0.925,0.12,0.263,0.2842
342,9898,10,8/29/2015,11:25,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 342.szv,1.2,4.6,0.199,1.291,0.166,0.281,0.812,0.755,0.038,0.5,0.03,2.16,0.717,0.745,0.63,0.1405,0.2713
343,9899,10,8/29/2015,11:26,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 343.szv,2.2,5.6,0.562,1.411,0.26,0.254,0.985,0.633,0.225,0.591,0.36,2.97,0.999,0.617,1.64,0.2312,0.2425
344,9900,10,8/29/2015,11:26,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 344.szv,0.3,3.7,0.03,1.039,0.103,0.282,1.152,0.884,0.013,0.469,0,1.58,,0.924,0.11,0.2172,0.2705
345,9901,10,8/29/2015,11:27,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 345.szv,8.3,10.2,2.232,2.813,0.269,0.276,0.144,0.202,0.531,0.506,4.26,5.03,0.152,0.187,4.53,0.275,0.2732
346,9902,10,8/29/2015,11:28,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 346.szv,0.2,3.8,0.04,1.085,0.202,0.286,1,0.973,0,0.508,0,1.63,,0.979,0.06,0.2565,0.269
347,9903,10,8/29/2015,11:28,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 347.szv,0.8,2.6,0.16,0.656,0.2,0.252,0.912,0.795,0.042,0.267,0.02,0.59,0.707,0.794,0.17,0.2347,0.2562
348,9904,10,8/29/2015,11:29,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 348.szv,0.6,3.9,0.035,0.769,0.059,0.197,1.249,0.891,0.044,0.238,0.03,0.93,,,-0.33,0.1717,0.2108
349,9905,10,8/29/2015,11:29,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 349.szv,4.4,4.4,1.182,1.182,0.269,0.269,0.959,0.959,0.552,0.552,2.1,2.1,0.961,0.961,0.12,0.227,0.229
350,9906,10,8/29/2015,11:30,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 350.szv,0.9,4.4,0.121,1.2,0.137,0.274,0.949,0.876,0.032,0.505,0.02,2.06,0.809,0.865,0.28,0.2563,0.2812
