Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
361,10208,12,8/27/2016,10:43,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 361.szv,7.1,8.7,2.654,3.255,0.374,0.374,0.317,0.222,0.737,0.712,5.24,6.19,,,5.81,0.3188,0.3317
362,10209,12,8/27/2016,10:44,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 362.szv,0.1,1.6,0,0.485,0,0.305,,0.97,0.009,0.245,0,0.39,,,-0.01,0.2593,0.3233
363,10210,12,8/27/2016,10:44,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 363.szv,0.3,2.9,0.031,0.879,0.12,0.308,1,0.875,0.071,0.475,0.02,1.36,,,0.21,0.289,0.3195
364,10211,12,8/27/2016,10:45,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 364.szv,5.6,9.2,1.649,2.566,0.295,0.279,0.414,0.387,0.659,0.698,3.69,6.42,,,4.44,0.2622,0.286
365,10212,12,8/27/2016,10:46,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 365.szv,0.7,4.4,0.148,1.453,0.219,0.332,0.989,0.796,0.097,0.738,0.07,3.23,,,1.06,0.2863,0.3155
366,10213,12,8/27/2016,10:46,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 366.szv,0.7,3.8,0.161,1.372,0.233,0.362,0.981,0.784,0.093,0.641,0.06,2.43,,,0.67,0.3342,0.3543
367,10214,12,8/27/2016,10:46,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 367.szv,2.1,2.1,0.694,0.694,0.331,0.331,0.962,0.962,0.405,0.405,0.85,0.85,,,0.05,0.3308,0.3105
368,10215,12,8/27/2016,10:47,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 368.szv,1,3.2,0.182,0.962,0.182,0.301,0.763,0.838,0.027,0.244,0.02,0.75,0.224,0.671,0.07,0.2045,0.2868
369,10216,12,8/27/2016,10:47,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 369.szv,0.9,3.7,0.258,1.24,0.286,0.335,0.984,0.792,0.126,0.558,0.11,2.06,,,0.74,0.3172,0.3235
370,10217,12,8/27/2016,10:48,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 370.szv,5.5,6.9,2.042,2.409,0.371,0.349,0.318,0.262,0.56,0.554,2.97,3.71,0.289,0.214,3.32,0.3268,0.362
