Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
341,10208,10,8/27/2016,10:05,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 341.szv,2.9,2.9,1.025,1.025,0.353,0.353,0.935,0.935,0.501,0.501,1.45,1.45,,,0.07,0.3277,0.3317
342,10209,10,8/27/2016,10:06,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 342.szv,0.5,1.8,0.171,0.541,0.358,0.304,0.997,0.884,0.064,0.252,0.03,0.45,,,0.14,0.2855,0.3233
343,10210,10,8/27/2016,10:06,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 343.szv,2.8,6.2,1.029,2.047,0.368,0.33,0.93,0.55,0.505,0.803,1.41,4.98,,,3.12,0.3158,0.3195
344,10211,10,8/27/2016,10:06,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 344.szv,7.1,11.2,2.011,3.212,0.284,0.288,0.406,0.376,0.685,0.783,4.74,8.62,0.408,0.368,6.2,0.282,0.286
345,10212,10,8/27/2016,10:07,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 345.szv,7.2,9,2.496,3.029,0.347,0.337,0.336,0.222,0.737,0.723,5.26,6.46,0.313,0.184,5.96,0.321,0.3155
346,10213,10,8/27/2016,10:07,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 346.szv,0.2,3.3,0.039,1.222,0.208,0.372,1,0.863,0.059,0.642,0.01,2.11,,,0.44,0.3348,0.3543
347,10214,10,8/27/2016,10:08,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 347.szv,0.7,2,0.227,0.505,0.324,0.253,0.96,0.896,0.088,0.27,0.06,0.53,0.914,0.848,0.17,0.3385,0.3105
348,10215,10,8/27/2016,10:08,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 348.szv,6.2,10.3,1.807,3.345,0.291,0.325,0.271,0.358,0.511,0.683,3.16,7.03,0.248,0.35,4.86,0.2572,0.2868
349,10216,10,8/27/2016,10:09,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 349.szv,4.6,7.1,1.457,2.387,0.317,0.336,0.565,0.347,0.667,0.705,3.07,5.01,,,4.01,0.3055,0.3235
350,10217,10,8/27/2016,10:09,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 350.szv,0.2,2.3,0.071,0.82,0.355,0.357,0.999,0.965,0.017,0.404,0,0.93,0.999,0.958,0.09,0.3283,0.362
