Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
495,10332,12,2/4/2017,10:15,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 495.szv,0.5,5.1,0.021,1.202,0.043,0.236,0.566,0.939,0.009,0.541,0,2.63,0.999,0.939,0.03,0.1957,0.2427
496,10333,12,2/4/2017,10:16,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 496.szv,0.6,4.2,0.096,1.089,0.165,0.261,0.895,0.928,0.008,0.491,0,1.85,0.999,0.938,0.15,0.1942,0.2653
497,10334,12,2/4/2017,10:16,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 497.szv,1.3,5.1,0.26,1.243,0.2,0.244,1.052,0.7,0.067,0.522,0.06,2.42,0.938,0.678,1.17,0.1787,0.2072
498,10335,12,2/4/2017,10:16,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 498.szv,7.5,10.7,1.436,2.281,0.192,0.213,0.602,0.347,0.405,0.533,3.04,5.7,,,4.26,0.225,0.2412
499,10336,12,2/4/2017,10:17,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 499.szv,5.2,8.1,1.179,1.912,0.227,0.236,0.891,0.385,0.516,0.598,2.4,4.51,0.853,0.366,3.51,0.2173,0.235
500,10337,12,2/4/2017,10:18,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 500.szv,4.5,6.2,0.903,1.331,0.201,0.215,0.112,0.338,0.165,0.19,0.73,1.16,0.078,0.278,0.83,0.1733,0.2125
501,10338,12,2/4/2017,10:18,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 501.szv,3.2,4.7,0.152,0.464,0.048,0.1,0.08,0.593,0.039,0.086,0.12,0.4,,,-0.15,0.2173,0.2117
502,10340,12,2/4/2017,10:19,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 502.szv,1.1,5.6,0.115,1.361,0.105,0.244,0.837,0.785,0.043,0.594,0.02,2.96,0.999,0.781,0.95,0.1492,0.2272
503,10342,12,2/4/2017,10:19,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 503.szv,1,2.5,0.116,0.473,0.116,0.189,0.996,0.957,0.065,0.19,0.06,0.46,0.455,0.795,0.05,0.2412,0.254
504,10343,12,2/4/2017,10:19,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 504.szv,0.8,1.8,0.076,0.242,0.1,0.138,0.794,0.901,0.07,0.134,0.05,0.24,,,0,0.1898,0.2365
505,10344,12,2/4/2017,10:20,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 505.szv,0.4,3.4,0.075,0.777,0.204,0.231,0.99,0.95,0.017,0.328,0,0.99,,0.954,-0.03,0.225,0.2295
506,10345,12,2/4/2017,10:20,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 506.szv,0.7,3.5,0.065,0.825,0.093,0.236,0.808,0.917,0.022,0.311,0.02,1.09,,,-0.09,0.2097,0.2595
507,10347,12,2/4/2017,10:20,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 507.szv,2.3,4.3,0.525,0.945,0.228,0.22,0.881,0.606,0.152,0.287,0.32,1.17,0.784,0.51,0.69,0.206,0.2265
