Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
251,10494,1,9/15/2017,9:21,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 251.szv,28.6,32.7,9.033,9.879,0.316,0.302,0.14,0.124,0.797,0.816,21.19,25.04,0.171,0.145,23.1,0.2387,0.2583
252,10495,1,9/15/2017,9:22,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 252.szv,5.5,9.9,1.341,2.414,0.244,0.244,0.56,0.548,0.258,0.434,0.96,3.53,0.564,0.565,1.39,0.1955,0.2212
253,10496,1,9/15/2017,9:22,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 253.szv,1.9,4.3,0.06,0.612,0.032,0.143,0.782,0.838,0,0.265,0,0.6,,0.879,0.13,0.1285,0.1928
254,10497,1,9/15/2017,9:23,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 254.szv,28.9,33,7.865,8.738,0.273,0.265,0.063,0.117,0.641,0.647,17.95,20.76,0.048,0.105,19.14,0.1542,0.2228
255,10498,1,9/15/2017,9:24,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 255.szv,20,24.4,5.199,6.044,0.26,0.248,0.259,0.271,0.696,0.722,13.93,17.61,,,15.12,0.2207,0.2497
256,10499,1,9/15/2017,9:25,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 256.szv,36.5,41.2,7.807,8.562,0.214,0.208,0.121,0.134,0.689,0.718,25.14,29.57,,,26.76,0.2248,0.2283
257,10500,1,9/15/2017,9:26,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 257.szv,38.6,42.2,11.402,12.051,0.296,0.286,0.068,0.078,0.599,0.608,21.97,24.51,0.059,0.07,23.28,0.185,0.2305
258,10501,1,9/15/2017,9:27,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 258.szv,6.2,8.6,1.004,1.739,0.162,0.202,0.624,0.348,0.434,0.44,2.09,3.18,0.65,0.295,2.38,0.167,0.2055
259,10502,1,9/15/2017,9:27,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 259.szv,23.7,28.9,5.839,6.897,0.246,0.239,0.081,0.162,0.736,0.701,16.44,19.3,0.072,0.151,16.93,0.1258,0.1932
260,10503,1,9/15/2017,9:28,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 260.szv,9.2,12,1.803,2.376,0.196,0.198,0.189,0.251,0.431,0.426,3.19,4.34,0.155,0.231,3.69,0.1432,0.1838
