Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D4: TTR to End of test; Duration (s),Base; Duration (s),AQ D4: TTR to End of test; Distance (m),Base; Distance (m),AQ D4: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D4: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D4: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D4: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D4: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D4: TTR to End of test; Avg speed: AQ D4 (m/s),Base; Avg speed: AQ D4 (m/s)
91,10514.0,19,9/14/2017,9:46,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 91.szv,57.1,60.0,15.019,16.034,0.263,0.267,0.044,0.035,0.763,0.749,43.55,44.95,,,43.95,0.2448,0.242
92,10514.0,20,9/14/2017,9:48,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 92.szv,5.8,10.4,1.375,2.18,0.237,0.21,0.924,0.557,0.53,0.787,3.01,8.1,0.848,0.518,5.04,0.2448,0.242
93,10515.0,19,9/14/2017,9:48,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 93.szv,9.7,11.3,2.508,2.988,0.26,0.265,0.243,0.141,0.753,0.706,7.19,7.87,0.241,0.132,7.56,0.2442,0.244
94,10515.0,20,9/14/2017,9:49,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 94.szv,54.9,56.8,13.375,13.871,0.244,0.244,0.039,0.045,0.595,0.59,32.64,33.52,,,33.03,0.2442,0.244
95,10516.0,19,9/14/2017,9:50,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 95.szv,6.0,10.0,1.862,2.939,0.31,0.294,0.594,0.424,0.399,0.699,2.4,6.99,,,4.82,0.2763,0.275
96,10516.0,20,9/14/2017,9:51,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 96.szv,4.4,8.4,1.192,2.41,0.271,0.287,0.671,0.512,0.53,0.772,2.33,6.48,,,4.35,0.2763,0.275
97,10517.0,19,9/14/2017,9:51,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 97.szv,33.3,36.2,9.405,10.248,0.282,0.283,0.029,0.081,0.679,0.67,22.53,24.17,0.022,0.074,23.1,0.2575,0.2597
98,10517.0,20,9/14/2017,9:52,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 98.szv,21.7,25.4,5.27,6.197,0.243,0.244,0.077,0.177,0.649,0.657,14.09,16.68,,,14.73,0.2575,0.2597
99,10518.0,19,9/14/2017,9:53,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 99.szv,39.1,40.7,11.987,12.534,0.307,0.308,0.033,0.031,0.639,0.628,24.99,25.56,,,25.26,0.2583,0.2653
100,10518.0,20,9/14/2017,9:54,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 100.szv,45.7,48.8,10.317,11.107,0.226,0.228,0.093,0.085,0.622,0.631,28.42,30.76,0.09,0.075,29.2,0.2583,0.2653
