Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
271,10464,3,7/14/2017,9:55,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 271.szv,14.2,16.5,3.386,4.143,0.238,0.251,0.14,0.156,0.647,0.612,7.56,8.56,0.102,0.128,8.09,0.1248,0.2162
272,10465,3,7/14/2017,9:56,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 272.szv,11.9,15.1,2.658,3.276,0.224,0.217,0.113,0.236,0.517,0.493,4.56,5.93,0.066,0.213,5.02,0.1742,0.2102
273,10466,3,7/14/2017,9:56,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 273.szv,5.3,10.4,1.343,2.769,0.253,0.266,0.891,0.455,0.56,0.729,2.25,6.64,0.914,0.428,4.38,0.2002,0.2213
274,10467,3,7/14/2017,9:57,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 274.szv,12.7,16.9,2.97,4.32,0.234,0.256,0.236,0.256,0.758,0.816,8.29,12.34,0.208,0.234,10.56,0.2095,0.234
275,10468,3,7/14/2017,9:57,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 275.szv,7.2,9.3,1.622,2.301,0.227,0.249,0.339,0.209,0.504,0.47,2.54,3.36,0.333,0.198,3.03,0.1637,0.209
276,10469,3,7/14/2017,9:58,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 276.szv,3.5,8.2,0.38,1.584,0.11,0.194,0.916,0.748,0.078,0.64,0.07,3.62,0.928,0.737,1.41,0.1253,0.2203
277,10470,3,7/14/2017,9:58,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 277.szv,5.2,10.4,0.729,2.011,0.141,0.194,0.97,0.623,0.241,0.737,0.59,5.63,0.988,0.602,2.93,0.1947,0.2155
278,10471,3,7/14/2017,9:59,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 278.szv,1.6,3.4,0.21,0.522,0.133,0.155,0.774,0.839,0.026,0.135,0.02,0.37,0.705,0.831,-0.03,0.1772,0.1938
279,10472,3,7/14/2017,9:59,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 279.szv,1.5,6.5,0.121,1.489,0.08,0.229,0.856,0.772,0,0.657,0,3.23,,0.765,1.23,0.1608,0.21
280,10473,3,7/14/2017,9:59,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 280.szv,2,2.6,0.16,0.231,0.08,0.089,0.893,0.926,0.026,0.061,0.01,0.07,0.711,0.86,0.01,0.125,0.1817
