Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
351,9887,11,8/29/2015,11:41,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 351.szv,2.5,6.1,0.624,1.689,0.25,0.277,0.906,0.618,0.249,0.507,0.45,2.74,0.913,0.613,1.06,0.2447,0.2712
352,9888,11,8/29/2015,11:42,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 352.szv,0.8,2.7,0.16,0.752,0.2,0.278,0.895,0.796,0.062,0.269,0.04,0.69,0.783,0.706,0.2,0.2305,0.2685
353,9889,11,8/29/2015,11:42,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 353.szv,0.6,1.7,0.131,0.433,0.226,0.258,0.946,0.945,0.015,0.161,0,0.21,0.77,0.895,0.03,0.2732,0.2818
354,9890,11,8/29/2015,11:42,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 354.szv,2.6,4.6,0.769,1.395,0.299,0.305,0.907,0.498,0.266,0.422,0.68,1.93,,,1.39,0.258,0.2765
355,9891,11,8/29/2015,11:44,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 355.szv,1.2,4.3,0.079,0.991,0.066,0.231,0.798,0.836,0.043,0.418,0.04,1.7,0.846,0.814,0.31,0.2528,0.265
356,9892,11,8/29/2015,11:44,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 356.szv,8.6,11.4,2.503,3.406,0.291,0.299,0.336,0.231,0.508,0.536,4.3,6.04,0.358,0.225,5.02,0.2808,0.2762
357,9893,11,8/29/2015,11:45,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 357.szv,3.2,5.1,1.041,1.757,0.325,0.345,0.648,0.364,0.402,0.47,1.14,2.22,0.661,0.329,1.75,0.2672,0.294
358,9894,11,8/29/2015,11:46,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 358.szv,0.9,2.7,0.168,0.675,0.191,0.252,0.858,0.838,0.044,0.249,0.03,0.6,0.631,0.715,0.18,0.2355,0.2545
359,9895,11,8/29/2015,11:46,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 359.szv,12.3,15.8,3.895,5.078,0.317,0.322,0.189,0.197,0.677,0.667,8.14,10.35,0.187,0.195,8.79,0.283,0.287
360,9896,11,8/29/2015,11:47,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 360.szv,2.2,2.2,0.625,0.625,0.286,0.286,0.991,0.991,0.308,0.308,0.57,0.57,0.991,0.991,0.02,0.2268,0.2545
