Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
251,9897,1,8/28/2015,9:18,am,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 251.szv,22.8,26.6,4.995,5.893,0.219,0.222,0.129,0.155,0.695,0.72,15.85,19.15,,,16.94,0.2362,0.257
252,9898,1,8/28/2015,9:19,am,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 252.szv,5.4,9.1,1.317,2.018,0.244,0.222,0.562,0.477,0.374,0.526,2.02,4.78,,,3.02,0.2072,0.2388
253,9899,1,8/28/2015,9:20,am,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 253.szv,7.6,11.1,1.745,2.898,0.23,0.261,0.581,0.364,0.568,0.605,4.32,6.72,,,5.14,0.2142,0.2535
254,9900,1,8/28/2015,9:21,am,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 254.szv,0.7,3.9,0.022,0.886,0.032,0.228,0.524,0.865,0.075,0.379,0.05,1.47,,,0.1,0.2033,0.2467
255,9901,1,8/28/2015,9:21,am,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 255.szv,15.6,18.6,4.192,5.129,0.269,0.276,0.059,0.182,0.511,0.508,7.96,9.45,,,8.33,0.2295,0.2568
256,9902,1,8/28/2015,9:22,am,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 256.szv,10.8,15,1.958,2.908,0.182,0.194,0.299,0.319,0.454,0.525,4.9,7.87,,,5.31,0.1972,0.2365
257,9903,1,8/28/2015,9:22,am,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 257.szv,4.8,8.6,1.196,2.431,0.249,0.283,0.472,0.488,0.306,0.495,1.47,4.26,,,2.32,0.2423,0.268
258,9904,1,8/28/2015,9:23,am,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 258.szv,11.1,12.5,2.57,2.988,0.232,0.239,0.08,0.196,0.376,0.362,4.18,4.52,,,4.21,0.2238,0.257
259,9905,1,8/28/2015,9:25,am,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 259.szv,8.6,11.6,1.617,2.473,0.189,0.214,0.59,0.285,0.539,0.588,4.62,6.8,,,5.47,0.2182,0.2462
260,9906,1,8/28/2015,9:26,am,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 260.szv,3.4,6.6,0.684,1.461,0.201,0.221,0.84,0.665,0.195,0.438,0.57,2.69,0.673,0.564,1.22,0.2242,0.2585
