Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
311,10042,7,1/23/2016,9:08,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 311.szv,12.2,14.9,3.619,4.46,0.297,0.299,0.133,0.177,0.591,0.579,7.21,8.63,,,7.59,0.2943,0.2857
312,10043,7,1/23/2016,9:08,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 312.szv,1.2,3.3,0.274,0.904,0.231,0.275,0.984,0.636,0.137,0.404,0.16,1.33,,,0.67,0.2523,0.2743
313,10044,7,1/23/2016,9:09,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 313.szv,4.8,6.4,1.076,1.36,0.226,0.213,0.446,0.423,0.402,0.409,1.92,2.61,,,2.13,0.263,0.2693
314,10045,7,1/23/2016,9:11,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 314.szv,0.4,4.5,0.065,1.362,0.172,0.304,0.974,0.848,0.05,0.656,0.02,2.94,,,0.74,0.2308,0.2762
315,10046,7,1/23/2016,9:12,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 315.szv,2.5,2.5,0.746,0.746,0.301,0.301,0.981,0.981,0.441,0.441,1.09,1.09,,,0.02,0.2818,0.294
316,10047,7,1/23/2016,9:12,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 316.szv,0.4,3.2,0.018,0.845,0.05,0.267,1,0.976,0.017,0.425,0.01,1.34,,,0.02,0.27,0.297
317,10048,7,1/23/2016,9:12,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 317.szv,1.1,4.9,0.307,1.415,0.279,0.289,0.983,0.823,0.115,0.667,0.13,3.27,,,0.98,0.2622,0.2975
318,10049,7,1/23/2016,9:13,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 318.szv,1.1,2.3,0.187,0.508,0.17,0.221,0.981,0.869,0.033,0.183,0.02,0.34,0.901,0.815,0.07,0.2698,0.2983
319,10050,7,1/23/2016,9:13,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 319.szv,2.2,5.8,0.535,1.817,0.243,0.313,0.74,0.663,0.134,0.51,0.29,2.93,0.582,0.593,1.06,0.296,0.3018
320,10051,7,1/23/2016,9:14,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 320.szv,0.9,3.1,0.124,0.872,0.145,0.285,0.96,0.961,0,0.351,0,0.77,,0.936,0.04,0.2865,0.3203
