Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
271,10208,3,8/26/2016,10:11,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 271.szv,14.7,15.8,4.873,5.188,0.332,0.328,0.021,0.066,0.637,0.61,9.36,9.64,,,9.43,0.3178,0.3178
272,10209,3,8/26/2016,10:12,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 272.szv,0.7,3.7,0.151,1.218,0.216,0.329,0.99,0.77,0.063,0.522,0.04,1.86,0.926,0.733,0.7,0.22,0.2898
273,10210,3,8/26/2016,10:12,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 273.szv,12,16.2,3.64,4.801,0.304,0.297,0.366,0.293,0.707,0.804,8.48,13.02,,,10.41,0.2823,0.2943
274,10211,3,8/26/2016,10:13,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 274.szv,31.7,35.4,8.392,9.81,0.265,0.277,0.089,0.113,0.82,0.792,25.34,27.42,0.08,0.104,25.54,0.2833,0.2773
275,10212,3,8/26/2016,10:14,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 275.szv,0.4,2,0.092,0.582,0.231,0.291,0.849,0.86,0.039,0.272,0.01,0.54,0.753,0.814,0.14,0.2472,0.2882
276,10213,3,8/26/2016,10:15,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 276.szv,0.4,3.7,0.084,1.116,0.211,0.302,0.953,0.942,0.048,0.542,0.02,1.99,0.809,0.923,0.2,0.2872,0.31
277,10214,3,8/26/2016,10:15,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 277.szv,2.9,6.8,0.909,2.021,0.314,0.297,0.863,0.534,0.39,0.644,1.11,4.34,0.864,0.534,2.34,0.2375,0.2788
278,10215,3,8/26/2016,10:16,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 278.szv,0.2,2,0.09,0.566,0.45,0.283,0.994,0.97,0.031,0.288,0,0.56,0.951,0.954,0.08,0.2917,0.2925
279,10216,3,8/26/2016,10:16,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 279.szv,16.9,20.3,5.219,6.54,0.31,0.323,0.18,0.167,0.86,0.841,14.44,16.96,0.191,0.158,15.25,0.2915,0.306
280,10217,3,8/26/2016,10:17,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 280.szv,1.1,2.5,0.306,0.674,0.278,0.269,0.851,0.823,0.062,0.184,0.07,0.46,,,0.15,0.2633,0.2733
