Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
351,10382,11,4/1/2017,10:26,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 351.szv,3.5,3.5,1.07,1.07,0.308,0.308,0.955,0.955,0.49,0.49,1.55,1.55,0.954,0.954,0.15,0.253,0.2607
352,10383,11,4/1/2017,10:27,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 352.szv,0.4,3,0.056,0.802,0.145,0.268,0.985,0.963,0.013,0.388,0,1.03,,0.95,0.11,0.1918,0.2812
353,10384,11,4/1/2017,10:27,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 353.szv,1.7,2,0.078,0.078,0.046,0.039,0.971,0.971,0.046,0.065,0.03,0.12,0.991,0.991,0.05,0.1707,0.2243
354,10385,11,4/1/2017,10:27,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 354.szv,6.6,8.3,2.299,2.927,0.348,0.353,0.37,0.215,0.522,0.531,3.32,4.28,0.327,0.18,3.87,0.2995,0.3073
355,10386,11,4/1/2017,10:28,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 355.szv,1.4,4.3,0.374,1.352,0.271,0.316,0.953,0.675,0.124,0.525,0.12,2.05,0.957,0.654,0.97,0.249,0.2807
356,10387,11,4/1/2017,10:28,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 356.szv,3.7,6.4,0.83,1.687,0.224,0.264,0.87,0.589,0.173,0.483,0.46,2.59,0.97,0.562,1.38,0.2833,0.2975
357,10388,11,4/1/2017,10:28,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 357.szv,1.2,2.6,0.185,0.508,0.155,0.196,0.643,0.87,0.015,0.193,0,0.32,0.999,0.976,0.03,0.2222,0.251
358,10389,11,4/1/2017,10:29,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 358.szv,1,2.3,0.189,0.474,0.189,0.206,0.698,0.817,0.055,0.172,0.05,0.38,0.585,0.698,0.14,0.2223,0.2358
359,10390,11,4/1/2017,10:29,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 359.szv,0.5,4.2,0.046,1.207,0.094,0.288,0.876,0.95,0,0.551,0,1.75,,0.945,0.22,0.2155,0.2705
360,10391,11,4/1/2017,10:29,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 360.szv,0.4,3.4,0.049,0.801,0.122,0.235,1.051,0.992,0,0.43,0,1.04,,0.98,0.1,0.2225,0.2322
