Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D2: TTR to End of test; Duration (s),Base; Duration (s),AQ D2: TTR to End of test; Distance (m),Base; Distance (m),AQ D2: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D2: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D2: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D2: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D2: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D2: TTR to End of test; Avg speed: AQ D2 (m/s),Base; Avg speed: AQ D2 (m/s)
61,10208.0,7,8/23/2016,9:31,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 61.szv,57.1,60.0,17.727,18.591,0.311,0.31,0.049,0.072,0.835,0.845,47.65,50.71,,,49.44,0.2785,0.3015
62,10208.0,8,8/23/2016,9:33,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 62.szv,56.6,60.0,15.144,16.148,0.268,0.269,0.041,0.079,0.765,0.766,43.32,45.98,,,43.93,0.2785,0.3015
63,10209.0,7,8/23/2016,9:35,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 63.szv,56.6,60.0,15.64,16.482,0.276,0.275,0.073,0.092,0.74,0.744,41.87,44.64,,,42.91,0.283,0.2843
64,10209.0,8,8/23/2016,9:37,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 64.szv,30.8,32.6,7.844,8.247,0.255,0.253,0.067,0.066,0.72,0.707,22.17,23.04,,,22.52,0.283,0.2843
65,10210.0,7,8/23/2016,9:38,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 65.szv,18.9,21.6,5.033,5.437,0.266,0.252,0.14,0.172,0.631,0.648,11.92,13.98,0.113,0.153,12.56,0.3015,0.3008
66,10210.0,8,8/23/2016,9:38,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 66.szv,7.4,9.2,1.841,2.189,0.249,0.238,0.432,0.32,0.392,0.436,2.9,4.01,,,3.36,0.3015,0.3008
67,10211.0,7,8/23/2016,9:39,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 67.szv,7.1,11.3,1.891,2.744,0.266,0.243,0.481,0.458,0.753,0.844,5.35,9.54,,,6.77,0.2748,0.2707
68,10211.0,8,8/23/2016,9:39,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 68.szv,56.0,60.0,13.979,14.751,0.25,0.246,0.062,0.051,0.782,0.803,43.79,48.2,,,45.78,0.2748,0.2707
69,10212.0,7,8/23/2016,9:41,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 69.szv,50.2,51.6,12.362,12.72,0.246,0.247,0.055,0.032,0.724,0.717,36.37,37.01,,,36.67,0.2688,0.2763
70,10212.0,8,8/23/2016,9:42,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 70.szv,19.2,23.0,5.316,6.438,0.277,0.28,0.105,0.19,0.557,0.596,10.69,13.7,,,11.72,0.2688,0.2763
71,10213.0,7,8/23/2016,9:43,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 71.szv,57.6,60.0,16.469,17.364,0.286,0.289,0.097,0.084,0.767,0.752,44.18,45.14,,,44.36,0.2762,0.2833
72,10213.0,8,8/23/2016,9:45,am,"mzempare, ncarey",CAS 8_Young-8 22 16 videos\Test 72.szv,57.1,60.0,13.66,14.177,0.239,0.236,0.088,0.108,0.749,0.755,42.74,45.29,,,43.82,0.2762,0.2833
