Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,10332.0,1,1/30/2017,10:16,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 1.szv,57.4,60.0,9.002,9.552,0.157,0.159,0.148,0.141,0.776,0.759,44.53,45.51,,,44.82,0.1683,0.1705
2,10332.0,2,1/30/2017,10:18,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 2.szv,54.0,60.0,5.883,6.772,0.109,0.113,0.146,0.193,0.785,0.787,42.38,47.23,,,42.01,0.1683,0.1705
3,10333.0,1,1/30/2017,10:21,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 3.szv,57.9,58.4,7.207,7.282,0.125,0.125,0.036,0.042,0.891,0.884,51.59,51.62,,,51.59,0.1847,0.1758
4,10333.0,2,1/30/2017,10:22,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 4.szv,28.5,32.9,4.133,4.61,0.145,0.14,0.198,0.167,0.717,0.721,20.4,23.7,,,21.52,0.1847,0.1758
5,10334.0,1,1/30/2017,10:24,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 5.szv,54.6,60.0,9.022,9.662,0.165,0.161,0.153,0.104,0.814,0.843,44.45,50.54,,,47.4,0.181,0.1835
6,10334.0,2,1/30/2017,10:26,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 6.szv,54.4,60.0,7.886,8.256,0.145,0.138,0.131,0.129,0.868,0.882,47.22,52.9,,,49.05,0.181,0.1835
7,10335.0,1,1/30/2017,10:30,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 7.szv,54.1,60.0,8.359,9.247,0.155,0.154,0.135,0.114,0.851,0.873,46.02,52.35,,,47.67,0.1933,0.2008
8,10335.0,2,1/30/2017,10:32,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 8.szv,0.3,3.5,0.052,0.722,0.179,0.207,0.78,0.836,0.079,0.304,0.02,1.06,,,0.01,0.1933,0.2008
9,10336.0,1,1/30/2017,10:33,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 9.szv,56.1,60.0,8.488,9.721,0.151,0.162,0.139,0.097,0.893,0.859,50.08,51.54,,,50.24,0.1473,0.1672
10,10336.0,2,1/30/2017,10:35,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 10.szv,15.3,21.5,2.211,2.968,0.145,0.138,0.531,0.39,0.453,0.655,6.92,14.06,,,10.0,0.1473,0.1672
11,10337.0,1,1/30/2017,10:37,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 11.szv,6.7,9.4,0.505,0.659,0.075,0.07,0.742,0.749,0.292,0.339,1.96,3.19,,,1.4,0.181,0.1865
12,10337.0,2,1/30/2017,10:37,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 12.szv,24.5,26.8,3.616,4.169,0.148,0.156,0.135,0.125,0.786,0.754,19.27,20.2,0.112,0.102,19.58,0.181,0.1865
13,10338.0,1,1/30/2017,10:39,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 13.szv,56.7,60.0,9.531,10.696,0.168,0.178,0.126,0.018,0.898,0.895,50.88,53.67,,,52.45,0.1892,0.1947
14,10338.0,2,1/30/2017,10:41,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 14.szv,55.7,60.0,7.161,8.305,0.129,0.138,0.207,0.132,0.709,0.715,39.47,42.88,,,40.33,0.1892,0.1947
15,10339.0,1,1/30/2017,10:44,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 15.szv,53.6,60.0,6.919,7.728,0.129,0.129,0.08,0.016,0.893,0.922,47.83,55.28,,,50.58,0.1657,0.1695
16,10339.0,2,1/30/2017,10:46,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 16.szv,54.6,60.0,6.725,7.703,0.123,0.128,0.072,0.162,0.961,0.975,52.45,58.47,,,55.03,0.1657,0.1695
17,10340.0,1,1/30/2017,10:49,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 17.szv,55.6,60.0,6.195,6.439,0.111,0.107,0.088,0.088,0.833,0.827,46.29,49.59,,,46.62,0.1742,0.1793
18,10340.0,2,1/30/2017,10:51,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 18.szv,54.6,60.0,6.092,7.235,0.112,0.121,0.231,0.125,0.878,0.871,47.94,52.25,,,48.36,0.1742,0.1793
19,10342.0,1,1/30/2017,10:54,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 19.szv,58.7,60.0,9.548,9.889,0.163,0.165,0.05,0.022,0.928,0.912,54.47,54.69,,,54.41,0.195,0.2
20,10342.0,2,1/30/2017,10:56,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 20.szv,57.1,60.0,8.282,9.02,0.145,0.15,0.126,0.134,0.898,0.87,51.28,52.2,,,51.11,0.195,0.2
21,10343.0,1,1/30/2017,11:00,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 21.szv,54.7,60.0,8.644,9.36,0.158,0.156,0.083,0.018,0.708,0.746,38.7,44.75,,,41.65,0.182,0.184
22,10343.0,2,1/30/2017,11:02,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 22.szv,54.3,60.0,9.234,10.283,0.17,0.171,0.003,0.012,0.762,0.788,41.36,47.29,,,44.02,0.182,0.184
23,10344.0,1,1/30/2017,11:05,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 23.szv,55.0,60.0,9.873,10.95,0.18,0.183,0.167,0.126,0.732,0.752,40.26,45.14,,,42.79,0.181,0.182
