Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,10450.0,1,5/15/2017,10:26,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 1.szv,29.5,36.8,3.852,5.411,0.131,0.147,0.342,0.24,0.455,0.571,13.39,20.98,0.301,0.212,16.44,0.1523,0.1582
2,10450.0,2,5/15/2017,10:27,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 2.szv,9.1,14.7,0.814,1.349,0.09,0.092,0.714,0.716,0.1,0.366,0.9,5.36,0.637,0.669,0.96,0.1523,0.1582
3,10451.0,1,5/15/2017,10:29,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 3.szv,57.6,60.0,10.715,11.268,0.186,0.188,0.021,0.026,0.735,0.733,42.31,43.98,,,43.29,0.207,0.2085
4,10451.0,2,5/15/2017,10:31,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 4.szv,55.5,60.0,8.291,9.296,0.149,0.155,0.153,0.053,0.934,0.946,51.84,56.76,,,53.82,0.207,0.2085
5,10452.0,1,5/15/2017,10:34,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 5.szv,56.7,60.0,12.651,13.997,0.223,0.233,0.107,0.091,0.761,0.761,43.12,45.68,,,44.35,0.2305,0.2345
6,10452.0,2,5/15/2017,10:35,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 6.szv,9.1,13.5,1.817,2.158,0.2,0.16,0.634,0.542,0.541,0.711,4.92,9.6,,,6.25,0.2305,0.2345
7,10453.0,1,5/15/2017,10:36,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 7.szv,35.2,41.2,7.196,9.152,0.204,0.222,0.05,0.13,0.706,0.68,24.87,28.0,,,25.2,0.1773,0.1843
8,10453.0,2,5/15/2017,10:37,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 8.szv,55.6,60.0,5.905,6.649,0.106,0.111,0.273,0.2,0.587,0.593,32.63,35.59,,,32.61,0.1773,0.1843
9,10454.0,1,5/15/2017,10:40,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 9.szv,54.4,60.0,8.475,9.989,0.156,0.167,0.081,0.16,0.779,0.778,42.36,46.68,,,43.24,0.1873,0.1878
10,10454.0,2,5/15/2017,10:42,am,"mzempare, ncarey",CAS12_Water Maze_Old_05 15 17 videos\Test 10.szv,32.0,37.6,4.483,5.054,0.14,0.134,0.187,0.241,0.567,0.619,18.14,23.28,,,19.05,0.1873,0.1878
