Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
331,10042,9,1/23/2016,10:01,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 331.szv,0.9,2.6,0.198,0.65,0.222,0.251,0.978,0.779,0.065,0.277,0.04,0.66,0.882,0.78,0.2,0.2775,0.2857
332,10043,9,1/23/2016,10:01,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 332.szv,4.2,7.6,1.243,2.174,0.296,0.286,0.527,0.465,0.511,0.557,1.96,4.03,0.536,0.446,2.47,0.2852,0.2743
333,10044,9,1/23/2016,10:03,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 333.szv,1.2,3.8,0.105,0.88,0.087,0.232,0.699,0.894,0.016,0.273,0.02,1,0.303,0.858,-0.09,0.2445,0.2693
334,10045,9,1/23/2016,10:03,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 334.szv,0.7,4.4,0.111,1.368,0.168,0.314,0.974,0.78,0.028,0.512,0.01,2.07,0.949,0.782,0.4,0.2573,0.2762
335,10046,9,1/23/2016,10:04,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 335.szv,0.5,2.1,0.071,0.52,0.151,0.251,0.908,0.943,0.026,0.249,0.01,0.48,0.613,0.938,0.04,0.2762,0.294
336,10047,9,1/23/2016,10:04,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 336.szv,0.5,4.3,0.103,1.317,0.206,0.306,0.975,0.875,0.028,0.652,0.01,2.78,0.917,0.872,0.69,0.2238,0.297
337,10048,9,1/23/2016,10:04,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 337.szv,3.1,3.1,1.09,1.09,0.352,0.352,0.95,0.95,0.521,0.521,1.47,1.47,0.947,0.947,0.19,0.3008,0.2975
338,10049,9,1/23/2016,10:05,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 338.szv,0.4,2,0.068,0.526,0.171,0.263,1,0.925,0.063,0.269,0.03,0.54,,,0.1,0.2633,0.2983
339,10050,9,1/23/2016,10:05,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 339.szv,1,3.7,0.289,1.19,0.289,0.322,0.864,0.727,0.039,0.45,0.04,1.65,0.691,0.715,0.58,0.2788,0.3018
340,10051,9,1/23/2016,10:05,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 340.szv,2.4,4.2,0.826,1.224,0.344,0.291,0.871,0.542,0.325,0.476,0.65,1.81,0.859,0.501,1.24,0.3317,0.3203
