Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
301,10042,6,1/22/2016,11:10,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 301.szv,1.4,4.4,0.335,1.377,0.239,0.313,0.916,0.651,0.078,0.458,0.11,2,0.615,0.645,0.71,0.2677,0.2932
302,10043,6,1/22/2016,11:11,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 302.szv,0.3,4,0.074,1.169,0.288,0.295,1,0.912,0.01,0.492,0,1.83,,0.913,0.11,0.2525,0.2752
303,10044,6,1/22/2016,11:11,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 303.szv,0.7,2.7,0.11,0.596,0.164,0.223,0.943,0.934,0.027,0.268,0.02,0.69,0.601,0.86,0.13,0.2253,0.2423
304,10045,6,1/22/2016,11:11,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 304.szv,1,4.7,0.159,1.459,0.163,0.312,0.83,0.798,0.021,0.578,0.01,2.47,0.124,0.772,0.62,0.2345,0.298
305,10046,6,1/22/2016,11:11,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 305.szv,0.9,3.8,0.175,1.247,0.195,0.328,0.76,0.819,0.061,0.344,0.05,1.26,0.518,0.692,0.11,0.2625,0.2998
306,10047,6,1/22/2016,11:12,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 306.szv,9.3,12.5,2.544,3.534,0.274,0.283,0.389,0.278,0.664,0.735,5.42,8.35,0.372,0.266,6.98,0.273,0.2752
307,10048,6,1/22/2016,11:12,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 307.szv,7,9,2.447,3.017,0.35,0.335,0.307,0.189,0.591,0.606,3.99,5.3,0.316,0.192,4.79,0.2548,0.2873
308,10049,6,1/22/2016,11:13,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 308.szv,6.9,8.8,1.979,2.506,0.287,0.285,0.481,0.257,0.611,0.618,3.64,4.86,0.457,0.229,4.36,0.27,0.2773
309,10050,6,1/22/2016,11:13,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 309.szv,1.5,3.6,0.287,0.996,0.191,0.277,0.625,0.826,0.022,0.303,0.02,0.84,,0.88,0.09,0.2973,0.3217
310,10051,6,1/22/2016,11:14,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 310.szv,0.2,3,0.015,0.963,0.077,0.321,1,0.913,0,0.386,0,0.85,,0.864,0.12,0.1863,0.2645
