Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,9887,1,8/24/2015,9:32,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 1.szv,54.8,60,11.146,11.605,0.203,0.193,0.112,0.111,0.894,0.914,49,54.85,,,51.28,0.2168,0.218
2,9887,2,8/24/2015,9:36,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 2.szv,57,60,8.211,9.545,0.144,0.159,0.132,0.177,0.585,0.597,33.32,35.82,,,34.55,0.2168,0.218
3,9888,1,8/24/2015,9:39,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 3.szv,56.9,60,13.511,13.623,0.237,0.227,0.039,0.042,0.824,0.824,46.87,49.42,,,47.89,0.2637,0.2603
4,9888,2,8/24/2015,9:41,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 4.szv,35.9,39.8,9.249,10.282,0.258,0.259,0.114,0.102,0.744,0.761,26.68,30.24,0.112,0.099,28.19,0.2637,0.2603
5,9889,1,8/24/2015,9:43,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 5.szv,57.4,60,9.015,9.015,0.157,0.15,0.111,0.112,0.741,0.735,42.54,44.07,,,42.84,0.2125,0.2263
6,9889,2,8/24/2015,9:45,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 6.szv,28.7,32.1,6.57,9.881,0.229,0.308,0.093,0.086,0.591,0.614,16.74,19.5,0.082,0.078,18.39,0.2125,0.2263
7,9890,1,8/24/2015,9:46,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 7.szv,55,60,9.436,9.613,0.172,0.16,0.02,0.016,0.933,0.949,51.28,56.92,,,52.13,0.2177,0.2147
8,9890,2,8/24/2015,9:48,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 8.szv,57.8,60,12.025,12.5,0.208,0.208,0.117,0.123,0.669,0.664,38.68,39.82,,,39.32,0.2177,0.2147
9,9891,1,8/24/2015,9:50,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 9.szv,56.2,60,8.325,8.998,0.148,0.15,0.033,0.052,0.485,0.493,27.24,29.56,,,27.6,0.1977,0.1997
10,9891,2,8/24/2015,9:52,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 10.szv,32.9,38,5.697,6.893,0.173,0.181,0.176,0.146,0.596,0.621,19.61,23.59,,,20.71,0.1977,0.1997
11,9892,1,8/24/2015,9:53,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 11.szv,1.7,3.6,0.323,0.561,0.192,0.157,0.953,0.882,0.11,0.26,0.16,0.87,0.889,0.85,0.21,0.2407,0.2317
12,9892,2,8/24/2015,9:54,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 12.szv,56.4,60,13.234,13.774,0.235,0.23,0.08,0.05,0.593,0.611,33.44,36.67,,,35.09,0.2407,0.2317
13,9893,1,8/24/2015,9:57,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 13.szv,25.4,29,10.949,11.264,0.432,0.389,0.097,0.093,0.968,0.981,24.55,28.42,0.102,0.092,27.08,0.2933,0.29
14,9893,2,8/24/2015,9:58,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 14.szv,57.8,60,11.22,12.803,0.194,0.213,0.113,0.107,0.958,0.955,55.38,57.32,,,56.4,0.2933,0.29
15,9894,1,8/24/2015,10:01,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 15.szv,58.3,60,13.674,14,0.235,0.233,0.113,0.114,0.905,0.893,52.76,53.59,,,53.94,0.2635,0.2628
16,9894,2,8/24/2015,10:02,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 16.szv,20.5,23.4,4.913,5.545,0.24,0.237,0.087,0.16,0.64,0.637,13.12,14.92,,,13.61,0.2635,0.2628
17,9895,1,8/24/2015,10:04,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 17.szv,37.2,41.1,8.566,9.001,0.23,0.219,0.097,0.104,0.65,0.669,24.16,27.47,0.092,0.099,25.62,0.2413,0.2272
18,9895,2,8/24/2015,10:05,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 18.szv,10,14.8,1.914,2.719,0.191,0.184,0.551,0.405,0.677,0.822,6.77,12.17,,,8.86,0.2413,0.2272
19,9896,1,8/24/2015,10:06,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 19.szv,17.2,19.5,3.124,3.212,0.182,0.165,0.211,0.196,0.568,0.559,9.76,10.88,,,10.23,0.1968,0.2015
20,9896,2,8/24/2015,10:06,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 20.szv,58,60,10.389,10.625,0.179,0.177,0.065,0.076,0.562,0.556,32.57,33.37,,,32.97,0.1968,0.2015
21,9887,3,8/24/2015,13:16,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 21.szv,41.6,44.1,12.11,12.703,0.291,0.288,0.065,0.049,0.783,0.771,32.59,34,,,33.45,0.2168,0.218
22,9887,4,8/24/2015,13:18,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 22.szv,56.5,60,13.643,14.731,0.242,0.246,0.054,0.098,0.531,0.525,30.01,31.52,,,30.3,0.2168,0.218
23,9888,3,8/24/2015,13:20,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 23.szv,22,23.8,6.838,7.02,0.311,0.295,0.06,0.065,0.572,0.566,12.57,13.47,,,13.06,0.2637,0.2603
24,9888,4,8/24/2015,13:21,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 24.szv,4.6,4.6,1.616,1.616,0.352,0.352,0.754,0.754,0.692,0.692,3.17,3.17,0.751,0.751,1.04,0.2637,0.2603
25,9889,3,8/24/2015,13:22,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 25.szv,54.7,60,10.509,11.803,0.192,0.197,0.13,0.085,0.851,0.88,46.53,52.76,,,49,0.2125,0.2263
26,9889,4,8/24/2015,13:24,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 26.szv,9.5,14.9,2.06,3.39,0.218,0.228,0.212,0.363,0.303,0.496,2.87,7.37,,,4.08,0.2125,0.2263
27,9890,3,8/24/2015,13:25,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 27.szv,55.4,60,12.646,13.349,0.228,0.223,0.077,0.087,0.755,0.778,41.83,46.65,,,44.4,0.2177,0.2147
28,9890,4,8/24/2015,13:27,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 28.szv,3.5,3.5,0.883,0.883,0.254,0.254,0.864,0.864,0.409,0.409,1.42,1.42,,,0.22,0.2177,0.2147
29,9891,3,8/24/2015,13:27,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 29.szv,57.8,60,12.054,12.359,0.209,0.206,0.094,0.075,0.793,0.781,45.82,46.85,,,46.33,0.1977,0.1997
30,9891,4,8/24/2015,13:29,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 30.szv,57.9,60,11.434,11.896,0.198,0.198,0.085,0.103,0.514,0.509,29.73,30.53,,,30.08,0.1977,0.1997
31,9892,3,8/24/2015,13:31,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 31.szv,33.1,36.5,8.874,9.521,0.268,0.261,0.094,0.093,0.6,0.605,19.87,22.08,,,20.86,0.2407,0.2317
32,9892,4,8/24/2015,13:33,pm,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 32.szv,11.5,16.5,3.215,4.37,0.28,0.265,0.193,0.266,0.409,0.583,4.71,9.62,,,7.06,0.2407,0.2317
