Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,10263.0,1,10/10/2016,10:12,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 1.szv,54.3,59.8,8.055,8.728,0.148,0.146,0.156,0.137,0.895,0.919,48.35,54.71,0.149,0.131,50.22,0.2792,0.2023
2,10263.0,2,10/10/2016,10:13,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 2.szv,54.2,60.0,7.005,7.994,0.129,0.133,0.223,0.142,0.823,0.836,44.6,50.14,,,44.7,0.2792,0.2023
3,10264.0,1,10/10/2016,10:15,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 3.szv,53.8,60.0,8.194,8.669,0.152,0.145,0.144,0.148,0.806,0.849,43.35,50.92,,,45.87,0.1935,0.1922
4,10264.0,2,10/10/2016,10:17,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 4.szv,55.3,60.0,8.002,8.518,0.145,0.142,0.153,0.161,1.102,1.089,60.92,65.35,,,62.39,0.1935,0.1922
5,10265.0,1,10/10/2016,10:19,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 5.szv,57.7,60.0,9.706,10.221,0.168,0.17,0.029,0.028,0.919,0.904,53.02,54.25,,,53.67,0.1802,0.1888
6,10265.0,2,10/10/2016,10:21,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 6.szv,55.6,60.0,8.169,8.793,0.147,0.147,0.183,0.173,0.798,0.802,44.37,48.13,,,45.69,0.1802,0.1888
7,10266.0,1,10/10/2016,10:23,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 7.szv,55.8,60.0,6.075,6.283,0.109,0.105,0.167,0.158,0.943,0.933,52.62,55.99,,,53.09,0.1883,0.1855
8,10266.0,2,10/10/2016,10:25,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 8.szv,57.8,60.0,9.165,10.686,0.159,0.178,0.031,0.123,0.825,0.818,47.65,49.09,,,48.64,0.1883,0.1855
9,10267.0,1,10/10/2016,10:27,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 9.szv,52.8,60.0,6.581,6.8,0.125,0.113,0.156,0.157,0.942,0.975,49.72,58.48,,,51.83,0.1773,0.1687
10,10267.0,2,10/10/2016,10:29,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 10.szv,55.6,60.0,6.764,7.178,0.122,0.12,0.177,0.178,1.143,1.116,63.56,66.94,,,64.7,0.1773,0.1687
11,10268.0,1,10/10/2016,10:31,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 11.szv,19.4,24.4,3.568,3.925,0.184,0.161,0.321,0.276,1.011,1.045,19.58,25.45,,,21.46,0.2302,0.2258
12,10268.0,2,10/10/2016,10:32,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 12.szv,55.1,60.0,10.464,11.048,0.19,0.184,0.093,0.118,0.842,0.858,46.37,51.47,,,48.09,0.2302,0.2258
13,10269.0,1,10/10/2016,10:34,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 13.szv,54.6,60.0,8.937,10.398,0.164,0.173,0.129,0.084,0.909,0.898,49.63,53.87,,,50.23,0.191,0.1948
14,10269.0,2,10/10/2016,10:36,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 14.szv,57.3,60.0,7.861,8.477,0.137,0.141,0.037,0.019,0.957,0.935,54.82,56.1,,,55.11,0.191,0.1948
15,10270.0,1,10/10/2016,10:40,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 15.szv,52.6,60.0,3.612,3.866,0.069,0.064,0.011,0.036,1.194,1.197,62.79,71.8,,,59.62,0.164,0.168
16,10270.0,2,10/10/2016,10:43,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 16.szv,53.2,60.0,6.404,8.347,0.12,0.139,0.06,0.143,0.708,0.747,37.67,44.83,,,40.16,0.164,0.168
17,10271.0,1,10/10/2016,10:45,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 17.szv,55.2,60.0,9.481,10.615,0.172,0.177,0.158,0.098,0.75,0.772,41.38,46.33,,,44.2,0.1868,0.179
18,10271.0,2,10/10/2016,10:47,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 18.szv,57.3,60.0,7.317,7.584,0.128,0.126,0.077,0.101,0.609,0.601,34.48,35.67,0.838,0.829,34.72,0.1868,0.179
19,10272.0,1,10/10/2016,10:49,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 19.szv,55.2,60.0,7.759,8.501,0.141,0.142,0.049,0.103,1.131,1.11,62.44,66.56,,,63.9,0.1788,0.1778
20,10272.0,2,10/10/2016,10:51,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 20.szv,11.8,18.2,2.512,3.156,0.213,0.173,0.42,0.391,0.763,0.88,9.0,16.02,,,12.28,0.1788,0.1778
21,10273.0,1,10/10/2016,10:51,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 21.szv,55.9,60.0,13.019,13.331,0.233,0.222,0.1,0.107,0.695,0.702,38.85,42.14,,,40.52,0.2032,0.2068
22,10273.0,2,10/10/2016,10:53,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 22.szv,54.5,60.0,9.771,10.978,0.179,0.183,0.116,0.147,0.802,0.81,43.68,48.56,,,44.98,0.2032,0.2068
23,10274.0,1,10/10/2016,10:55,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 23.szv,57.7,60.0,9.195,9.254,0.159,0.154,0.063,0.061,0.681,0.674,39.28,40.42,,,39.62,0.1837,0.2088
24,10274.0,2,10/10/2016,10:57,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 24.szv,32.0,36.0,4.647,6.471,0.145,0.18,0.194,0.144,1.023,1.025,32.75,36.89,,,34.95,0.1837,0.2088
25,10275.0,1,10/10/2016,10:58,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 25.szv,56.0,60.0,11.467,12.458,0.205,0.208,0.133,0.092,0.935,0.933,52.34,55.95,,,54.1,0.2107,0.2177
26,10275.0,2,10/10/2016,11:00,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 26.szv,54.3,60.0,9.015,10.389,0.166,0.173,0.132,0.126,0.506,0.571,27.46,34.27,,,29.82,0.2107,0.2177
27,10276.0,1,10/10/2016,11:02,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 27.szv,56.2,60.0,7.686,8.612,0.137,0.144,0.056,0.148,1.011,0.998,56.83,59.89,,,58.0,0.1885,0.194
28,10276.0,2,10/10/2016,11:04,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 28.szv,53.7,60.0,8.974,10.209,0.167,0.17,0.11,0.15,0.572,0.639,30.68,38.31,,,33.88,0.1885,0.194
29,10277.0,1,10/10/2016,11:06,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 29.szv,34.0,37.1,4.755,5.082,0.14,0.137,0.118,0.13,0.507,0.501,17.11,18.46,0.156,0.162,17.53,0.15,0.1588
30,10277.0,2,10/10/2016,11:09,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 30.szv,2.2,4.8,0.0,0.0,0.0,0.0,,,0.405,0.405,0.89,1.94,,,1.1,0.15,0.1588
31,10263.0,3,10/10/2016,12:04,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 31.szv,1.2,2.4,0.538,0.564,0.449,0.235,0.646,0.595,0.159,0.216,0.13,0.44,0.955,0.828,0.25,0.2792,0.2023
32,10263.0,4,10/10/2016,12:04,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 32.szv,1.1,1.1,0.271,0.271,0.256,0.256,0.989,0.989,0.235,0.235,0.25,0.25,0.993,0.993,0.06,0.2792,0.2023
33,10264.0,3,10/10/2016,12:05,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 33.szv,57.7,60.0,13.034,13.184,0.226,0.22,0.051,0.055,0.846,0.829,48.6,49.53,0.093,0.102,49.04,0.1935,0.1922
34,10264.0,4,10/10/2016,12:07,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 34.szv,55.6,60.0,11.427,12.393,0.206,0.207,0.022,0.076,0.731,0.751,40.65,45.05,,,43.31,0.1935,0.1922
35,10265.0,3,10/10/2016,12:09,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 35.szv,53.6,60.0,10.313,11.755,0.192,0.196,0.07,0.132,0.888,0.9,47.58,53.99,,,50.18,0.1802,0.1888
36,10265.0,4,10/10/2016,12:11,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 36.szv,55.5,60.0,11.103,12.391,0.2,0.207,0.044,0.113,0.808,0.821,44.86,49.24,,,47.46,0.1802,0.1888
37,10266.0,3,10/10/2016,12:13,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 37.szv,6.4,12.2,1.616,2.545,0.254,0.209,0.735,0.407,0.682,0.906,4.34,11.03,,,8.19,0.1883,0.1855
38,10266.0,4,10/10/2016,12:13,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 38.szv,54.0,60.0,9.37,10.989,0.174,0.183,0.071,0.094,0.842,0.836,45.45,50.13,,,46.77,0.1883,0.1855
39,10267.0,3,10/10/2016,12:16,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 39.szv,24.1,26.6,4.666,4.947,0.194,0.186,0.094,0.087,0.709,0.681,17.07,18.09,,,17.59,0.1773,0.1687
40,10267.0,4,10/10/2016,12:18,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 40.szv,2.7,5.7,0.518,0.839,0.194,0.148,0.895,0.666,0.151,0.294,0.4,1.66,,,0.79,0.1773,0.1687
41,10268.0,3,10/10/2016,12:18,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 41.szv,56.2,60.0,15.245,16.211,0.271,0.27,0.065,0.079,0.808,0.79,45.41,47.4,,,46.03,0.2302,0.2258
42,10268.0,4,10/10/2016,12:20,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 42.szv,54.5,60.0,11.26,12.714,0.207,0.212,0.09,0.026,0.784,0.812,42.74,48.72,,,45.0,0.2302,0.2258
43,10269.0,3,10/10/2016,12:22,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 43.szv,57.7,60.0,13.045,13.34,0.226,0.222,0.107,0.117,0.783,0.772,45.17,46.3,,,45.76,0.191,0.1948
44,10269.0,4,10/10/2016,12:24,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 44.szv,32.5,36.8,6.608,7.683,0.203,0.209,0.051,0.121,0.674,0.665,21.13,23.7,0.042,0.112,21.97,0.191,0.1948
45,10270.0,3,10/10/2016,12:25,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 45.szv,53.3,60.0,10.125,11.252,0.19,0.188,0.132,0.142,0.556,0.628,29.61,37.67,,,34.2,0.164,0.168
46,10270.0,4,10/10/2016,12:27,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 46.szv,55.0,60.0,11.341,12.384,0.206,0.206,0.096,0.116,0.702,0.692,38.62,41.53,,,39.83,0.164,0.168
47,10271.0,3,10/10/2016,12:29,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 47.szv,54.1,60.0,9.204,10.818,0.17,0.18,0.181,0.142,1.0,0.995,54.09,59.71,,,56.52,0.1868,0.179
48,10271.0,4,10/10/2016,12:32,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 48.szv,55.4,60.0,8.74,9.807,0.158,0.163,0.086,0.084,0.714,0.713,39.31,42.53,0.067,0.138,40.4,0.1868,0.179
49,10272.0,3,10/10/2016,12:34,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 49.szv,34.5,41.4,4.847,6.691,0.14,0.162,0.26,0.194,0.882,0.899,28.63,35.39,0.262,0.187,30.84,0.1788,0.1778
50,10272.0,4,10/10/2016,12:35,pm,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 50.szv,55.2,60.0,12.651,13.818,0.229,0.23,0.006,0.074,0.789,0.771,43.56,46.24,,,44.63,0.1788,0.1778
