Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
465,10434,5,5/19/2017,10:52,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 465.szv,1.1,2.9,0.151,0.632,0.138,0.218,0.906,0.88,0.025,0.215,0.01,0.45,0.999,0.875,0.02,0.2162,0.2532
466,10435,5,5/19/2017,10:52,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 466.szv,3.8,7.2,0.524,1.388,0.139,0.194,0.511,0.629,0.07,0.435,0.13,2.28,0.771,0.734,0.73,0.2352,0.2425
467,10436,5,5/19/2017,10:53,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 467.szv,1.3,3.2,0.146,0.728,0.112,0.228,0.923,0.877,0.013,0.235,0,0.48,,0.834,0.05,0.2012,0.2622
468,10437,5,5/19/2017,10:53,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 468.szv,1.2,4.9,0.042,1.195,0.035,0.245,0.836,0.981,0.017,0.391,0.01,1.46,,0.99,-0.39,0.2238,0.2742
469,10438,5,5/19/2017,10:53,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 469.szv,1.6,5.3,0.195,1.318,0.122,0.249,1.006,0.775,0.03,0.499,0.01,2,0.999,0.756,0.6,0.1645,0.2412
470,10439,5,5/19/2017,10:54,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 470.szv,1.7,5.3,0.207,1.632,0.122,0.309,0.916,0.739,0.029,0.619,0,2.33,0.999,0.729,0.79,0.2662,0.303
471,10440,5,5/19/2017,10:54,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 471.szv,1.7,3.7,0.187,0.771,0.111,0.209,0.91,0.83,0.044,0.309,0.02,0.78,0.718,0.83,0.2,0.1737,0.2683
472,10441,5,5/19/2017,10:55,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 472.szv,14.8,19.6,3.699,5.134,0.25,0.262,0.273,0.238,0.722,0.767,9.16,13.41,0.242,0.217,11.3,0.1995,0.2268
473,10442,5,5/19/2017,10:56,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 473.szv,0.5,5.2,0.017,1.21,0.035,0.233,1,0.863,0,0.476,0,1.63,,0.923,0.08,0.1463,0.202
474,10443,5,5/19/2017,10:56,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 474.szv,2.8,4.5,0.269,0.768,0.096,0.171,0.888,0.674,0.054,0.198,0.05,0.5,0.874,0.662,0.13,0.1277,0.2422
475,10444,5,5/19/2017,10:56,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 475.szv,1.3,4.6,0.101,1.028,0.078,0.223,0.869,0.912,0,0.432,0,1.27,,0.917,0.21,0.1953,0.2368
476,10445,5,5/19/2017,10:57,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 476.szv,2.7,5,0.291,0.906,0.109,0.182,0.901,0.699,0.05,0.283,0.07,1.04,0.941,0.728,0.24,0.2118,0.2498
477,10446,5,5/19/2017,10:57,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 477.szv,1.4,4.7,0.092,1.015,0.065,0.216,1.084,0.913,0,0.397,0,1.23,,0.909,0.13,0.1648,0.2385
478,10447,5,5/19/2017,10:57,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 478.szv,1.2,4.2,0.064,0.942,0.053,0.224,0.929,0.856,0,0.356,0,0.85,,0.896,0.1,0.1797,0.2287
479,10448,5,5/19/2017,10:58,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 479.szv,2.3,4.2,0.267,0.825,0.116,0.197,0.757,0.667,0.052,0.229,0.05,0.65,0.54,0.654,0.21,0.1898,0.2372
480,10449,5,5/19/2017,10:58,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 480.szv,3,6.7,0.261,1.205,0.088,0.181,0.809,0.74,0.02,0.323,0.04,1.8,0.783,0.819,-0.02,0.1938,0.2268
