Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
261,9975,2,10/16/2015,9:58,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 261.szv,6.8,9.6,1.717,2.556,0.252,0.266,0.408,0.377,0.645,0.634,4.39,6.08,,,5.04,0.1972,0.2577
262,9976,2,10/16/2015,9:58,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 262.szv,0.8,3.7,0.185,1.041,0.232,0.281,0.983,0.786,0.113,0.528,0.09,1.95,,,0.62,0.2457,0.2883
263,9977,2,10/16/2015,9:58,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 263.szv,2.3,5.9,0.611,1.531,0.266,0.26,0.99,0.686,0.327,0.689,0.75,4.06,,,1.77,0.2737,0.2968
264,9978,2,10/16/2015,9:59,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 264.szv,7.7,11.5,2.051,3.027,0.266,0.263,0.283,0.364,0.545,0.618,4.19,7.11,,,5.24,0.2243,0.2557
265,9979,2,10/16/2015,10:00,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 265.szv,1.8,1.8,0.414,0.414,0.23,0.23,0.993,0.993,0.288,0.288,0.52,0.52,,,0.04,0.2643,0.2583
266,9980,2,10/16/2015,10:00,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 266.szv,8.5,11.6,2.539,3.548,0.299,0.306,0.15,0.31,0.392,0.437,3.33,5.07,,,3.53,0.2967,0.3047
267,9981,2,10/16/2015,10:00,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 267.szv,4.5,6.6,1.339,1.97,0.299,0.299,0.572,0.355,0.493,0.547,2.16,3.54,0.548,0.292,2.96,0.2812,0.2782
268,9982,2,10/16/2015,10:01,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 268.szv,15.9,20,4.387,5.502,0.276,0.275,0.154,0.215,0.688,0.74,10.95,14.8,,,12.43,0.2787,0.2727
269,9983,2,10/16/2015,10:01,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 269.szv,9.2,12.2,2.823,3.831,0.307,0.314,0.323,0.229,0.515,0.613,4.73,7.48,,,6.13,0.2898,0.3003
270,9984,2,10/16/2015,10:02,am,"mzempare, ncarey",CAS_October12-2015_Middle videos\Test 270.szv,0.6,4.9,0.13,1.523,0.232,0.313,0.975,0.776,0.053,0.657,0.03,3.16,0.955,0.762,1,0.2537,0.271
