Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
251,10464,1,7/14/2017,9:18,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 251.szv,43.8,48.8,11.344,12.522,0.259,0.257,0.046,0.036,0.666,0.655,27.11,29.95,0.013,0.098,27.51,0.165,0.2162
252,10465,1,7/14/2017,9:19,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 252.szv,8.9,13.8,2.117,3.131,0.239,0.227,0.543,0.463,0.339,0.519,2.46,6.31,0.629,0.461,3.66,0.1778,0.2102
253,10466,1,7/14/2017,9:19,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 253.szv,4.6,6.8,0.692,1.221,0.151,0.18,0.874,0.691,0.168,0.262,0.36,1.14,0.684,0.761,0.33,0.1908,0.2213
254,10467,1,7/14/2017,9:19,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 254.szv,18.3,20.9,3.813,4.433,0.208,0.212,0.152,0.157,0.613,0.596,10.39,11.66,0.141,0.139,10.8,0.1358,0.234
255,10468,1,7/14/2017,9:20,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 255.szv,16.8,22,3.958,5.254,0.236,0.239,0.231,0.214,0.763,0.769,11.37,15.45,0.223,0.212,13.08,0.1367,0.209
256,10469,1,7/14/2017,9:21,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 256.szv,3.1,7.6,0.256,1.333,0.083,0.175,0.737,0.839,0.021,0.415,0.04,2.67,0.513,0.835,-0.03,0.2103,0.2203
257,10470,1,7/14/2017,9:21,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 257.szv,4.3,7.3,0.873,1.56,0.203,0.214,0.874,0.747,0.089,0.339,0.16,1.65,0.744,0.678,0.55,0.1612,0.2155
258,10471,1,7/14/2017,9:22,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 258.szv,4.7,6.4,0.645,0.957,0.138,0.15,0.518,0.476,0.056,0.106,0.14,0.45,0.465,0.739,-0.14,0.1272,0.1938
259,10472,1,7/14/2017,9:22,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 259.szv,3.7,8.2,0.883,1.957,0.239,0.239,0.478,0.697,0.175,0.411,0.17,2.26,0.666,0.865,0.72,0.1172,0.21
260,10473,1,7/14/2017,9:22,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 260.szv,3.1,5.6,0.201,0.867,0.065,0.155,0.891,0.604,0.036,0.256,0.03,0.88,0.738,0.62,0.36,0.128,0.1817
