Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D2: TTR to End of test; Duration (s),Base; Duration (s),AQ D2: TTR to End of test; Distance (m),Base; Distance (m),AQ D2: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D2: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D2: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D2: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D2: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D2: TTR to End of test; Avg speed: AQ D2 (m/s),Base; Avg speed: AQ D2 (m/s)
61,9887,7,8/25/2015,9:39,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 61.szv,58.4,60,14.644,14.883,0.251,0.248,0.069,0.053,0.584,0.579,34.09,34.73,,,34.37,0.2607,0.2615
62,9887,8,8/25/2015,9:41,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 62.szv,43.7,47.6,8.804,9.973,0.201,0.21,0.062,0.103,0.678,0.686,29.62,32.67,,,30.06,0.2607,0.2615
63,9888,7,8/25/2015,9:43,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 63.szv,3.5,6.7,0.794,1.299,0.227,0.194,0.824,0.697,0.459,0.692,1.61,4.63,,,2.33,0.2862,0.2905
64,9888,8,8/25/2015,9:43,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 64.szv,2.9,4.8,0.931,1.643,0.324,0.344,0.823,0.424,0.367,0.469,1.05,2.24,0.777,0.347,1.74,0.2862,0.2905
65,9889,7,8/25/2015,9:44,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 65.szv,57.6,60,15.349,15.909,0.267,0.265,0.076,0.04,0.728,0.733,41.92,43.98,,,43.12,0.2532,0.2692
66,9889,8,8/25/2015,9:46,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 66.szv,0.5,1.4,0.036,0.233,0.073,0.166,1,0.96,0.047,0.132,0.02,0.18,,,0.02,0.2532,0.2692
67,9890,7,8/25/2015,9:47,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 67.szv,18.5,21.8,5.596,6.359,0.302,0.292,0.118,0.176,0.624,0.636,11.54,13.85,,,12.11,0.2958,0.3005
68,9890,8,8/25/2015,9:47,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 68.szv,1.2,4.5,0.334,1.428,0.278,0.317,0.989,0.676,0.151,0.616,0.18,2.77,,,1.2,0.2958,0.3005
69,9891,7,8/25/2015,9:48,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 69.szv,28.2,30.2,5.6,5.875,0.199,0.195,0.064,0.091,0.409,0.411,11.53,12.42,0.06,0.086,11.73,0.2542,0.2517
70,9891,8,8/25/2015,9:49,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 70.szv,55.6,60,14.183,15.627,0.255,0.26,0.095,0.098,0.611,0.649,33.95,38.95,,,36.53,0.2542,0.2517
71,9892,7,8/25/2015,9:51,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 71.szv,57,60,16.361,17.488,0.287,0.292,0.083,0.031,0.872,0.881,49.68,52.84,,,51.43,0.3023,0.2987
72,9892,8,8/25/2015,9:53,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 72.szv,8,10.6,2.049,2.796,0.256,0.264,0.204,0.282,0.474,0.507,3.79,5.37,0.189,0.278,4.19,0.3023,0.2987
73,9893,7,8/25/2015,9:54,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 73.szv,34.3,37.6,11.833,13.004,0.345,0.346,0.076,0.091,0.64,0.677,21.93,25.43,0.06,0.081,23.76,0.3093,0.3185
74,9893,8,8/25/2015,9:55,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 74.szv,37.2,40.5,9.859,10.955,0.265,0.27,0.077,0.098,0.639,0.646,23.78,26.17,,,24.02,0.3093,0.3185
75,9894,7,8/25/2015,9:56,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 75.szv,2.7,4.4,0.719,1.125,0.268,0.257,0.72,0.535,0.21,0.301,0.56,1.32,0.576,0.416,0.88,0.1848,0.2667
76,9894,8,8/25/2015,9:56,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 76.szv,5.6,8.5,1.358,2.118,0.244,0.25,0.232,0.413,0.222,0.324,1.23,2.74,,,1.48,0.1848,0.2667
77,9895,7,8/25/2015,9:57,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 77.szv,2.9,2.9,1.108,1.108,0.382,0.382,0.886,0.886,0.575,0.575,1.67,1.67,,,0.31,0.3208,0.3372
