Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
311,10494,7,9/16/2017,9:29,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 311.szv,2.2,4.3,0.47,0.994,0.214,0.231,0.92,0.82,0.16,0.392,0.27,1.49,0.98,0.844,0.24,0.3973,0.3688
312,10495,7,9/16/2017,9:30,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 312.szv,1.6,2.8,0.171,0.434,0.107,0.155,0.978,0.99,0.04,0.152,0.01,0.23,0.598,0.933,-0.01,0.2513,0.2538
313,10496,7,9/16/2017,9:30,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 313.szv,5.3,7,1.403,1.933,0.265,0.276,0.313,0.259,0.459,0.434,2.36,2.96,0.335,0.249,2.53,0.232,0.2828
314,10497,7,9/16/2017,9:30,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 314.szv,2.5,6.6,0.694,1.827,0.282,0.279,0.992,0.637,0.305,0.807,0.67,5.08,0.997,0.633,2.77,0.26,0.2747
315,10498,7,9/16/2017,9:31,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 315.szv,0.4,3.6,0.091,1.063,0.253,0.299,0.979,0.879,0.021,0.469,0,1.57,0.999,0.869,0.27,0.2492,0.2737
316,10499,7,9/16/2017,9:31,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 316.szv,0.3,4.2,0.052,1.153,0.193,0.277,0.954,0.907,0.027,0.568,0,2.28,,0.906,0.39,0.1912,0.2603
317,10500,7,9/16/2017,9:31,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 317.szv,5.4,10.5,1.541,2.67,0.285,0.254,0.232,0.423,0.499,0.59,2.64,6.12,0.488,0.422,3.7,0.1882,0.2187
318,10501,7,9/16/2017,9:32,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 318.szv,5.8,7.6,1.496,2.077,0.26,0.275,0.238,0.294,0.414,0.396,2.33,2.94,0.227,0.233,2.5,0.2242,0.2735
319,10502,7,9/16/2017,9:32,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 319.szv,1.7,5.1,0.394,0.856,0.232,0.168,0.969,0.981,0.14,0.529,0.22,2.64,0.938,0.965,0.68,0.2465,0.235
320,10503,7,9/16/2017,9:32,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 320.szv,0.7,3.9,0.128,0.889,0.186,0.229,0.923,0.958,0.022,0.378,0.01,1.33,0.793,0.941,0.06,0.2275,0.2427
