Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,Probe: TTR to 30s; Duration (s),Base; Duration (s),Probe: TTR to 30s; Distance (m),Base; Distance (m),Probe: TTR to 30s; Mean speed (m/s),Base; Mean speed (m/s),Probe: TTR to 30s; Path efficiency,Base; Path efficiency,Probe: TTR to 30s; Q1 : time (s),Base; Q1 : time (s),Probe: TTR to 30s; Q2 : time (s),Base; Q2 : time (s),Probe: TTR to 30s; Q3 : time (s),Base; Q3 : time (s),Probe: TTR to 30s; Q4 : time (s),Base; Q4 : time (s),Probe: TTR to 30s; Platform : entries,Base; Platform : entries,Probe: TTR to 30s; Platform : mean distance from (m),Base; Platform : mean distance from (m),Probe: TTR to 30s; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),Probe: TTR to 30s; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),Probe: TTR to 30s; % time in Goal Quadrant 30s,Base; % time in Goal Quadrant 30s,Probe: TTR to 30s; % time in Goal Quadrant 60s,Base; % time in Goal Quadrant 60s
241,10218.0,1,8/25/2016,12:03,pm,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 241.szv,25.5,60,6.14,15.678,0.241,0.261,0.105,0.093,12.1,19.3,4.0,10.7,1.7,8.6,6.1,19.8,2,2,0.286,0.461,6.84,26.92,0.09,0.468,24.25,40,64,7,18
242,10219.0,1,8/25/2016,12:04,pm,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 242.szv,25.8,60,6.838,15.313,0.265,0.255,0.104,0.097,15.8,31.7,8.5,13.4,0.0,6.1,0.9,5.3,1,5,0.319,0.394,8.03,22.28,0.284,0.257,19.97,53,106,14,22
243,10220.0,1,8/25/2016,12:06,pm,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 243.szv,24.9,60,5.977,13.8,0.24,0.23,0.159,0.047,10.5,20.8,4.5,11.5,5.7,14.5,3.8,11.6,1,3,0.526,0.531,12.79,31.03,0.925,0.59,27.96,35,69,8,19
244,10221.0,1,8/25/2016,12:07,pm,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 244.szv,24.9,60,6.183,13.946,0.248,0.232,0.048,0.085,13.2,26.7,8.8,21.8,0.8,5.7,1.5,3.8,1,3,0.371,0.393,9.02,22.77,0.175,0.289,19.71,44,89,15,36
245,10222.0,1,8/25/2016,12:08,pm,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 245.szv,25.6,60,7.2,16.256,0.281,0.271,0.017,0.069,7.2,12.3,7.1,14.3,7.5,19.5,3.4,13.5,1,1,0.673,0.755,16.92,44.95,0.889,0.539,42.23,24,41,12,24
246,10223.0,1,8/25/2016,12:10,pm,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 246.szv,24.5,60,5.168,12.847,0.211,0.214,0.09,0.045,5.5,21.0,4.9,14.6,2.8,10.7,11.3,13.4,0,1,0.506,0.483,12.4,28.89,,0.117,25.61,18,70,8,24
247,10224.0,1,8/25/2016,12:11,pm,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 247.szv,25.8,60,6.779,15.321,0.263,0.255,0.061,0.042,10.6,27.3,3.5,9.9,3.2,10.0,7.1,10.4,2,4,0.426,0.481,10.4,27.69,0.111,0.939,25.44,35,91,6,17
248,10225.0,1,8/25/2016,12:12,pm,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 248.szv,25.9,60,7.317,16.296,0.283,0.272,0.096,0.048,8.8,23.7,11.3,19.3,4.2,8.5,1.6,7.5,0,2,0.547,0.483,14.16,28.45,,0.115,26.13,29,79,19,32
249,10226.0,1,8/25/2016,12:14,pm,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 249.szv,25.5,60,7.069,15.541,0.277,0.259,0.183,0.008,9.5,17.3,6.9,9.3,3.9,14.4,5.2,19.0,0,0,0.637,0.648,16.24,38.86,,,36.2,32,58,12,16
250,10227.0,1,8/25/2016,12:15,pm,"mzempare, ncarey",CAS8_Middle_08 22 16 videos\Test 250.szv,26.7,60,7.659,15.826,0.287,0.264,0.095,0.009,5.5,15.4,7.8,13.5,7.4,9.5,6.0,21.6,0,0,0.684,0.627,18.28,37.63,,,36.08,18,51,13,23
