Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D3: TTR to End of test; Duration (s),Base; Duration (s),AQ D3: TTR to End of test; Distance (m),Base; Distance (m),AQ D3: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D3: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D3: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D3: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D3: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D3: TTR to End of test; Avg speed: AQ D3 (m/s),Base; Avg speed: AQ D3 (m/s)
121,9985.0,13,10/14/2015,9:56,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 121.szv,52.5,54.7,12.051,12.606,0.23,0.23,0.065,0.038,0.618,0.617,32.46,33.74,,,33.21,0.2175,0.2247
122,9985.0,14,10/14/2015,9:57,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 122.szv,2.3,7.3,0.372,1.42,0.162,0.195,0.767,0.888,0.068,0.524,0.16,3.83,,,0.54,0.2175,0.2247
123,9986.0,13,10/14/2015,9:58,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 123.szv,55.5,60.0,11.883,13.246,0.214,0.221,0.061,0.036,0.866,0.883,48.05,52.98,,,50.9,0.2063,0.2112
124,9986.0,14,10/14/2015,10:00,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 124.szv,35.2,39.7,7.051,8.222,0.2,0.207,0.159,0.14,0.61,0.657,21.47,26.07,,,23.79,0.2063,0.2112
125,9987.0,13,10/14/2015,10:01,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 125.szv,56.9,60.0,15.16,16.137,0.266,0.269,0.045,0.098,0.72,0.706,40.97,42.35,,,41.33,0.2423,0.2437
126,9987.0,14,10/14/2015,10:02,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 126.szv,58.1,60.0,13.127,13.579,0.226,0.226,0.072,0.04,0.709,0.699,41.17,41.94,,,41.4,0.2423,0.2437
127,9988.0,13,10/14/2015,10:04,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 127.szv,31.0,35.5,7.714,9.003,0.249,0.254,0.086,0.136,0.816,0.818,25.27,29.01,0.064,0.125,26.46,0.227,0.244
128,9988.0,14,10/14/2015,10:05,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 128.szv,0.8,5.1,0.152,1.172,0.19,0.23,1.1,0.907,0.078,0.611,0.06,3.11,,,0.67,0.227,0.244
129,9989.0,13,10/14/2015,10:06,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 129.szv,55.1,60.0,13.054,14.331,0.237,0.239,0.108,0.075,0.741,0.772,40.83,46.32,,,43.63,0.2442,0.2293
130,9989.0,14,10/14/2015,10:07,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 130.szv,56.5,60.0,12.343,13.181,0.218,0.22,0.061,0.004,0.863,0.869,48.77,52.12,,,50.62,0.2442,0.2293
131,9990.0,13,10/14/2015,10:09,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 131.szv,45.5,47.7,11.364,11.929,0.25,0.25,0.084,0.05,0.841,0.835,38.25,39.78,,,39.13,0.225,0.2505
132,9990.0,14,10/14/2015,10:10,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 132.szv,58.3,60.0,11.812,12.152,0.203,0.203,0.031,0.036,0.765,0.758,44.6,45.49,,,45.0,0.225,0.2505
133,9991.0,13,10/14/2015,10:12,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 133.szv,34.2,37.7,8.331,9.359,0.244,0.248,0.137,0.108,0.741,0.764,25.33,28.8,,,27.33,0.2333,0.2385
134,9991.0,14,10/14/2015,10:13,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 134.szv,21.8,25.0,4.504,5.318,0.207,0.213,0.209,0.154,0.437,0.482,9.5,12.03,,,10.61,0.2333,0.2385
135,9992.0,13,10/14/2015,10:14,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 135.szv,55.8,60.0,13.209,14.192,0.237,0.237,0.069,0.095,0.731,0.756,40.79,45.34,,,43.34,0.1948,0.229
136,9992.0,14,10/14/2015,10:15,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 136.szv,55.2,60.0,10.326,10.913,0.187,0.182,0.087,0.107,0.74,0.765,40.86,45.86,,,42.5,0.1948,0.229
137,9993.0,13,10/14/2015,10:18,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 137.szv,16.6,20.8,4.307,5.681,0.259,0.273,0.144,0.224,0.747,0.787,12.4,16.36,,,14.14,0.2492,0.2572
138,9993.0,14,10/14/2015,10:18,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 138.szv,58.4,60.0,13.88,14.278,0.238,0.238,0.075,0.054,0.72,0.71,42.04,42.58,,,42.25,0.2492,0.2572
139,9994.0,13,10/14/2015,10:20,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 139.szv,55.1,60.0,12.036,13.035,0.218,0.217,0.027,0.041,0.81,0.834,44.6,50.05,,,47.28,0.2185,0.2195
140,9994.0,14,10/14/2015,10:22,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 140.szv,57.6,60.0,11.286,11.662,0.196,0.194,0.083,0.108,0.564,0.563,32.5,33.8,,,33.11,0.2185,0.2195
141,9985.0,15,10/14/2015,10:53,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 141.szv,57.9,60.0,14.617,15.269,0.252,0.255,0.018,0.044,0.736,0.729,42.63,43.74,,,43.25,0.2175,0.2247
142,9985.0,16,10/14/2015,10:55,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 142.szv,56.1,60.0,10.928,11.645,0.195,0.194,0.052,0.091,0.777,0.789,43.56,47.35,,,45.35,0.2175,0.2247
143,9986.0,15,10/14/2015,10:58,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 143.szv,57.2,60.0,12.296,13.081,0.215,0.218,0.103,0.124,0.808,0.804,46.23,48.25,,,47.39,0.2063,0.2112
144,9986.0,16,10/14/2015,11:00,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 144.szv,55.1,60.0,10.02,11.014,0.182,0.184,0.092,0.066,0.788,0.809,43.4,48.56,,,45.63,0.2063,0.2112
145,9987.0,15,10/14/2015,11:02,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 145.szv,57.8,60.0,15.1,15.776,0.261,0.263,0.08,0.102,0.748,0.742,43.2,44.52,,,43.94,0.2423,0.2437
146,9987.0,16,10/14/2015,11:04,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 146.szv,55.3,60.0,12.165,13.06,0.22,0.218,0.121,0.101,0.734,0.759,40.6,45.54,,,42.41,0.2423,0.2437
