Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
13,10470.0,1,7/10/2017,9:42,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 13.szv,8.4,13.5,1.534,1.941,0.183,0.144,0.731,0.591,0.734,0.854,6.17,11.52,,,7.55,0.212,0.2085
14,10470.0,2,7/10/2017,9:43,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 14.szv,21.9,26.9,4.134,5.467,0.189,0.203,0.287,0.19,0.547,0.62,11.98,16.67,0.279,0.191,13.92,0.212,0.2085
15,10471.0,1,7/10/2017,9:45,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 15.szv,15.1,19.4,3.257,3.755,0.216,0.194,0.399,0.312,0.679,0.782,10.24,15.15,0.377,0.284,12.2,0.2527,0.2457
16,10471.0,2,7/10/2017,9:45,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 16.szv,56.8,60.0,12.951,13.675,0.228,0.228,0.105,0.114,0.795,0.791,45.13,47.44,,,46.03,0.2527,0.2457
17,10472.0,1,7/10/2017,9:48,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 17.szv,54.7,60.0,8.451,10.133,0.155,0.169,0.193,0.051,0.858,0.881,46.93,52.86,,,50.5,0.1655,0.1665
18,10472.0,2,7/10/2017,9:51,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 18.szv,53.5,60.0,5.699,6.345,0.107,0.106,0.127,0.035,0.956,0.978,51.13,58.67,,,52.96,0.1655,0.1665
19,10473.0,1,7/10/2017,9:53,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 19.szv,24.7,27.2,6.129,6.688,0.248,0.246,0.068,0.106,0.7,0.683,17.28,18.57,,,17.69,0.2568,0.2558
20,10473.0,2,7/10/2017,9:54,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 20.szv,58.1,60.0,10.485,10.643,0.181,0.177,0.103,0.111,0.684,0.678,39.76,40.67,,,39.93,0.2568,0.2558
21,10464.0,3,7/10/2017,11:23,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 21.szv,58.5,60.0,12.983,13.176,0.222,0.22,0.11,0.119,0.525,0.521,30.69,31.28,,,30.91,0.2737,0.2715
22,10464.0,4,7/10/2017,11:25,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 22.szv,56.9,60.0,13.559,14.504,0.238,0.242,0.041,0.042,0.587,0.588,33.37,35.3,,,33.77,0.2737,0.2715
23,10465.0,3,7/10/2017,11:27,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 23.szv,58.0,60.0,13.896,14.25,0.24,0.238,0.046,0.023,0.755,0.744,43.8,44.65,,,44.15,0.2478,0.2478
24,10465.0,4,7/10/2017,11:29,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 24.szv,55.5,60.0,13.968,15.323,0.252,0.255,0.055,0.035,0.652,0.677,36.18,40.62,,,38.04,0.2478,0.2478
25,10466.0,3,7/10/2017,11:31,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 25.szv,55.0,60.0,11.515,11.608,0.209,0.194,0.07,0.078,0.842,0.853,46.3,51.19,,,48.37,0.209,0.2078
26,10466.0,4,7/10/2017,11:33,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 26.szv,54.2,60.0,12.718,14.233,0.235,0.237,0.086,0.06,0.744,0.765,40.3,45.87,,,42.71,0.209,0.2078
27,10467.0,3,7/10/2017,11:35,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 27.szv,55.2,60.0,12.736,13.458,0.231,0.224,0.006,0.041,0.966,0.975,53.3,58.51,,,56.36,0.2037,0.2028
28,10467.0,4,7/10/2017,11:37,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 28.szv,55.8,60.0,10.315,11.363,0.185,0.189,0.079,0.13,0.582,0.585,32.48,35.07,,,33.14,0.2037,0.2028
29,10468.0,3,7/10/2017,11:39,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 29.szv,57.8,60.0,14.995,15.62,0.259,0.26,0.088,0.071,0.764,0.761,44.14,45.63,,,45.09,0.2092,0.2375
30,10468.0,4,7/10/2017,11:41,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 30.szv,0.5,1.6,0.044,0.317,0.088,0.198,1.127,0.948,0.036,0.13,0.02,0.21,,,0.02,0.2092,0.2375
31,10469.0,3,7/10/2017,11:41,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 31.szv,56.5,60.0,12.862,13.944,0.228,0.232,0.104,0.034,0.678,0.661,38.31,39.64,,,38.36,0.2123,0.215
32,10469.0,4,7/10/2017,11:44,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 32.szv,40.1,45.4,7.367,8.831,0.184,0.195,0.051,0.136,0.628,0.635,25.16,28.82,0.03,0.129,25.44,0.2123,0.215
33,10470.0,3,7/10/2017,11:45,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 33.szv,57.9,60.0,14.066,14.253,0.243,0.238,0.116,0.115,0.757,0.745,43.84,44.71,,,44.3,0.212,0.2085
34,10470.0,4,7/10/2017,11:47,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 34.szv,54.3,60.0,10.903,12.21,0.201,0.204,0.036,0.115,0.786,0.809,42.68,48.52,,,45.05,0.212,0.2085
35,10471.0,3,7/10/2017,11:49,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 35.szv,58.0,60.0,16.734,17.033,0.289,0.284,0.066,0.074,0.846,0.833,49.08,49.99,,,49.51,0.2527,0.2457
36,10471.0,4,7/10/2017,11:51,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 36.szv,56.8,60.0,12.898,13.763,0.227,0.229,0.022,0.039,0.758,0.749,43.06,44.96,,,43.55,0.2527,0.2457
37,10472.0,3,7/10/2017,11:53,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 37.szv,56.8,60.0,11.237,11.956,0.198,0.199,0.075,0.114,0.736,0.714,41.77,42.82,,,42.09,0.1655,0.1665
38,10472.0,4,7/10/2017,11:55,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 38.szv,52.7,60.0,8.5,9.834,0.161,0.164,0.086,0.025,0.922,0.935,48.57,56.11,,,51.63,0.1655,0.1665
39,10473.0,3,7/10/2017,11:57,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 39.szv,57.1,60.0,15.903,16.732,0.279,0.279,0.006,0.042,0.765,0.756,43.69,45.35,,,44.31,0.2568,0.2558
40,10473.0,4,7/10/2017,12:00,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 40.szv,14.9,17.3,3.163,3.607,0.212,0.209,0.253,0.19,0.858,0.816,12.78,14.11,,,13.2,0.2568,0.2558
41,10464.0,5,7/10/2017,13:08,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 41.szv,4.4,4.4,1.628,1.628,0.373,0.373,0.822,0.822,0.654,0.654,2.85,2.85,0.745,0.745,0.82,0.2737,0.2715
42,10464.0,6,7/10/2017,13:09,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 42.szv,36.8,39.6,10.981,12.11,0.298,0.306,0.061,0.077,0.711,0.707,26.15,28.02,,,26.99,0.2737,0.2715
43,10465.0,5,7/10/2017,13:10,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 43.szv,5.3,7.8,1.364,2.052,0.259,0.264,0.666,0.329,0.61,0.648,3.2,5.02,0.702,0.305,4.26,0.2478,0.2478
44,10465.0,6,7/10/2017,13:10,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 44.szv,55.6,60.0,15.277,16.704,0.275,0.278,0.02,0.065,0.708,0.708,39.34,42.48,,,40.36,0.2478,0.2478
45,10466.0,5,7/10/2017,13:12,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 45.szv,54.7,60.0,14.934,16.815,0.273,0.28,0.06,0.061,0.671,0.709,36.7,42.51,,,40.3,0.209,0.2078
46,10466.0,6,7/10/2017,13:14,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 46.szv,0.4,2.2,0.073,0.486,0.187,0.222,0.611,0.778,0.045,0.207,0.02,0.45,0.999,0.777,0.12,0.209,0.2078
47,10467.0,5,7/10/2017,13:14,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 47.szv,55.9,60.0,13.608,14.764,0.243,0.246,0.071,0.057,0.573,0.603,32.02,36.19,,,34.71,0.2037,0.2028
48,10467.0,6,7/10/2017,13:16,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 48.szv,5.9,8.3,1.25,1.733,0.212,0.209,0.318,0.376,0.304,0.334,1.79,2.77,,,2.16,0.2037,0.2028
49,10468.0,5,7/10/2017,13:16,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 49.szv,55.4,60.0,14.936,16.428,0.27,0.274,0.054,0.095,0.845,0.855,46.81,51.28,,,49.02,0.2092,0.2375
50,10468.0,6,7/10/2017,13:18,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 50.szv,0.9,5.4,0.17,1.413,0.196,0.263,0.617,0.843,0.054,0.56,0.05,3.0,0.415,0.767,0.73,0.2092,0.2375
51,10469.0,5,7/10/2017,13:19,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 51.szv,9.8,12.2,2.988,3.706,0.305,0.304,0.304,0.136,0.698,0.689,6.84,8.41,,,7.96,0.2123,0.215
52,10469.0,6,7/10/2017,13:19,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 52.szv,31.2,36.0,7.609,8.982,0.244,0.25,0.053,0.119,0.578,0.6,18.01,21.56,0.048,0.116,19.32,0.2123,0.215
53,10470.0,5,7/10/2017,13:20,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 53.szv,56.5,60.0,12.946,13.816,0.229,0.23,0.085,0.107,0.71,0.702,40.11,42.09,,,40.94,0.212,0.2085
54,10470.0,6,7/10/2017,13:22,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 54.szv,27.6,31.2,6.252,7.224,0.227,0.232,0.051,0.12,0.817,0.78,22.56,24.32,,,23.03,0.212,0.2085
55,10471.0,5,7/10/2017,13:23,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 55.szv,32.2,36.6,8.224,9.302,0.255,0.254,0.129,0.13,0.718,0.766,23.1,28.02,0.109,0.116,25.67,0.2527,0.2457
56,10471.0,6,7/10/2017,13:24,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 56.szv,2.9,7.1,0.873,2.025,0.301,0.285,0.857,0.599,0.285,0.686,0.83,4.87,,,2.99,0.2527,0.2457
57,10472.0,5,7/10/2017,13:25,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 57.szv,57.3,60.0,11.318,11.832,0.198,0.197,0.042,0.071,0.723,0.706,41.43,42.34,,,41.81,0.1655,0.1665
58,10472.0,6,7/10/2017,13:27,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 58.szv,0.5,5.2,0.087,0.853,0.174,0.164,0.839,0.927,0.052,0.535,0.03,2.78,,,0.83,0.1655,0.1665
59,10473.0,5,7/10/2017,13:27,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 59.szv,3.7,3.7,1.272,1.272,0.348,0.348,0.828,0.828,0.561,0.561,2.05,2.05,0.798,0.798,0.58,0.2568,0.2558
60,10473.0,6,7/10/2017,13:27,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 60.szv,55.8,60.0,15.236,16.584,0.273,0.276,0.03,0.078,0.659,0.657,36.74,39.38,,,37.23,0.2568,0.2558
