Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
391,10248,2,10/14/2016,9:46,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 391.szv,9.2,12.4,2.462,3.576,0.268,0.288,0.162,0.292,0.382,0.416,3.36,5,0.124,0.263,3.46,0.2565,0.2953
392,10249,2,10/14/2016,9:47,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 392.szv,44.7,46.6,11.334,11.801,0.254,0.253,0.045,0.042,0.584,0.578,26.08,26.94,,,26.48,0.2372,0.2485
393,10250,2,10/14/2016,9:48,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 393.szv,35.7,40.7,8.515,9.522,0.239,0.234,0.068,0.124,0.528,0.554,18.29,21.96,0.058,0.115,19.41,0.2075,0.2195
394,10251,2,10/14/2016,9:49,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 394.szv,7.2,10.2,1.701,2.529,0.236,0.248,0.097,0.337,0.325,0.362,2.28,3.63,0.051,0.318,2.34,0.2423,0.2647
395,10252,2,10/14/2016,9:49,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 395.szv,21.2,23.3,5.488,6.149,0.259,0.264,0.161,0.102,0.782,0.77,16.41,17.79,0.154,0.09,17.19,0.2402,0.263
396,10253,2,10/14/2016,9:50,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 396.szv,14.8,18.7,3.807,4.889,0.257,0.261,0.078,0.212,0.479,0.52,6.93,9.54,0.062,0.204,7.64,0.2587,0.2515
397,10254,2,10/14/2016,9:50,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 397.szv,11.7,14.7,3.159,3.938,0.27,0.268,0.065,0.234,0.367,0.397,4.21,5.74,0.014,0.2,4.56,0.2437,0.2577
398,10255,2,10/14/2016,9:51,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 398.szv,8.8,10.2,2.332,2.655,0.265,0.26,0.11,0.186,0.25,0.255,2.1,2.5,0.067,0.15,2.19,0.2573,0.2822
399,10256,2,10/14/2016,9:51,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 399.szv,0.7,2.7,0.095,0.719,0.135,0.266,0.945,0.881,0.082,0.296,0.06,0.8,,,0.23,0.2163,0.2712
400,10257,2,10/14/2016,9:52,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 400.szv,5.3,9.2,1.384,2.35,0.261,0.255,0.764,0.462,0.39,0.66,1.98,5.93,0.725,0.43,3.97,0.2555,0.2585
401,10258,2,10/14/2016,9:52,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 401.szv,13.8,16.9,3.527,4.465,0.256,0.264,0.118,0.179,0.705,0.652,9.73,11.01,,,9.81,0.2542,0.253
402,10259,2,10/14/2016,9:53,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 402.szv,0.7,3.1,0.151,0.799,0.216,0.258,0.776,0.912,0.027,0.338,0.01,0.93,0.413,0.854,0.17,0.2582,0.2592
403,10260,2,10/14/2016,9:54,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 403.szv,8,11.9,1.887,3.096,0.236,0.26,0.332,0.371,0.402,0.476,2.7,5.05,0.327,0.342,3.21,0.2377,0.2527
404,10261,2,10/14/2016,9:55,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 404.szv,5.4,9.5,1.382,2.548,0.257,0.269,0.772,0.443,0.532,0.751,2.7,6.89,0.762,0.407,4.94,0.2298,0.246
405,10262,2,10/14/2016,9:55,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 405.szv,13.9,18.3,3.29,4.461,0.237,0.244,0.116,0.237,0.428,0.496,5.92,9.04,0.093,0.227,6.9,0.2195,0.2292
