Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,9965.0,1,10/12/2015,9:25,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 1.szv,56.0,60.0,11.028,11.173,0.197,0.186,0.076,0.077,0.866,0.879,48.46,52.72,,,49.92,0.2425,0.2533
2,9965.0,2,10/12/2015,9:27,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 2.szv,48.4,52.6,11.671,12.442,0.241,0.237,0.081,0.088,0.863,0.871,41.75,45.78,,,43.21,0.2425,0.2533
3,9966.0,1,10/12/2015,9:28,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 3.szv,17.6,20.7,2.335,2.447,0.133,0.118,0.391,0.373,0.625,0.648,10.61,13.03,0.353,0.337,10.56,0.2453,0.2425
4,9966.0,2,10/12/2015,9:30,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 4.szv,55.5,60.0,9.951,11.269,0.179,0.188,0.099,0.02,0.944,0.94,52.36,56.41,,,53.0,0.2453,0.2425
5,9967.0,1,10/12/2015,9:32,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 5.szv,7.5,9.3,1.609,1.709,0.215,0.184,0.387,0.338,0.557,0.538,4.17,5.0,,,4.47,0.2545,0.2475
6,9967.0,2,10/12/2015,9:33,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 6.szv,43.9,47.4,9.174,9.605,0.209,0.203,0.081,0.103,0.62,0.633,26.31,29.08,0.071,0.093,27.17,0.2545,0.2475
7,9968.0,1,10/12/2015,9:35,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 7.szv,34.9,39.0,7.592,8.143,0.218,0.209,0.159,0.136,0.827,0.857,28.84,33.41,,,30.69,0.2623,0.2588
8,9968.0,2,10/12/2015,9:36,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 8.szv,7.8,9.7,2.239,2.619,0.288,0.271,0.127,0.222,0.407,0.413,2.78,3.6,0.096,0.201,3.14,0.2623,0.2588
9,9969.0,1,10/12/2015,9:37,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 9.szv,57.0,60.0,12.521,12.749,0.22,0.213,0.005,0.017,0.745,0.751,42.44,45.05,,,43.41,0.2853,0.278
10,9969.0,2,10/12/2015,9:39,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 10.szv,11.0,14.8,2.654,3.141,0.241,0.212,0.358,0.361,0.499,0.638,5.37,9.29,0.342,0.349,6.53,0.2853,0.278
