Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
11,10489,1,7/10/2017,11:05,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 11.szv,55.7,60.0,6.209,6.391,0.112,0.107,0.215,0.218,0.934,0.93,52.0,55.81,,,52.18,0.2,0.2012
12,10489,2,7/10/2017,11:08,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 12.szv,40.3,45.7,9.272,10.739,0.23,0.235,0.091,0.117,0.48,0.539,19.22,24.47,0.076,0.102,21.85,0.2,0.2012
13,10490,1,7/10/2017,11:10,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 13.szv,12.9,14.8,7.345,7.482,0.569,0.506,0.067,0.078,0.343,0.359,4.42,5.32,,,5.03,0.2453,0.2425
14,10490,2,7/10/2017,11:10,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 14.szv,27.1,31.4,5.667,7.881,0.209,0.251,0.165,0.133,0.51,0.557,13.81,17.47,0.164,0.132,15.26,0.2453,0.2425
15,10491,1,7/10/2017,11:12,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 15.szv,14.0,18.2,1.946,2.952,0.139,0.162,0.501,0.287,0.728,0.759,9.86,13.48,0.493,0.286,11.33,0.198,0.201
16,10491,2,7/10/2017,11:13,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 16.szv,54.1,60.0,15.85,16.827,0.293,0.281,0.099,0.093,0.851,0.868,46.04,52.1,,,49.44,0.198,0.201
17,10492,1,7/10/2017,11:15,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 17.szv,56.0,60.0,10.43,10.826,0.186,0.18,0.078,0.066,0.538,0.555,30.14,33.28,,,31.44,0.2082,0.2042
18,10492,2,7/10/2017,11:18,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 18.szv,2.1,7.6,0.485,1.297,0.234,0.171,0.974,0.893,0.153,0.723,0.32,5.47,0.885,0.873,1.7,0.2082,0.2042
19,10493,1,7/10/2017,11:19,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 19.szv,56.3,60.0,10.719,10.956,0.19,0.183,0.067,0.078,0.55,0.55,30.94,32.98,,,32.16,0.1445,0.1523
20,10493,2,7/10/2017,11:21,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 20.szv,52.4,60.0,5.961,8.083,0.114,0.135,0.172,0.169,0.711,0.716,37.23,42.93,,,36.51,0.1445,0.1523
21,10484,3,7/10/2017,12:36,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 21.szv,3.0,5.8,0.435,1.077,0.145,0.186,0.933,0.671,0.275,0.393,0.83,2.28,,,0.88,0.2453,0.251
22,10484,4,7/10/2017,12:36,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 22.szv,6.8,11.0,1.398,2.061,0.206,0.187,0.868,0.563,0.719,0.877,4.89,9.65,,,6.59,0.2453,0.251
23,10485,3,7/10/2017,12:37,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 23.szv,58.2,60.0,10.311,10.755,0.177,0.179,0.089,0.105,0.634,0.624,36.9,37.43,,,37.08,0.1815,0.1853
24,10485,4,7/10/2017,12:39,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 24.szv,41.8,45.9,7.567,8.346,0.181,0.182,0.051,0.097,0.53,0.533,21.94,24.25,0.048,0.093,22.62,0.1815,0.1853
25,10486,3,7/10/2017,12:41,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 25.szv,53.8,60.0,8.428,10.437,0.157,0.174,0.08,0.126,0.408,0.425,21.96,25.48,,,22.33,0.1658,0.1652
26,10486,4,7/10/2017,12:42,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 26.szv,55.9,60.0,10.788,11.819,0.193,0.197,0.059,0.087,0.539,0.531,30.11,31.86,,,30.65,0.1658,0.1652
27,10487,3,7/10/2017,12:45,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 27.szv,18.3,23.9,3.625,4.486,0.198,0.188,0.244,0.256,0.42,0.53,7.69,12.66,,,10.03,0.1837,0.1763
28,10487,4,7/10/2017,12:45,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 28.szv,55.7,60.0,9.254,10.401,0.166,0.173,0.076,0.054,0.871,0.842,48.52,50.54,,,48.81,0.1837,0.1763
29,10488,3,7/10/2017,12:48,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 29.szv,54.6,60.0,13.625,14.315,0.25,0.239,0.068,0.097,0.812,0.841,44.3,50.42,,,47.5,0.2238,0.2163
30,10488,4,7/10/2017,12:50,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 30.szv,0.8,4.5,0.118,0.956,0.147,0.213,1.083,0.852,0.055,0.47,0.04,2.12,,,0.6,0.2238,0.2163
31,10489,3,7/10/2017,12:50,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 31.szv,58.0,60.0,13.346,13.902,0.23,0.232,0.075,0.111,0.827,0.81,47.96,48.61,,,48.24,0.2,0.2012
32,10489,4,7/10/2017,12:52,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 32.szv,54.7,60.0,11.277,12.895,0.206,0.215,0.068,0.118,0.812,0.789,44.43,47.33,,,44.62,0.2,0.2012
33,10490,3,7/10/2017,12:54,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 33.szv,58.0,60.0,11.051,11.586,0.191,0.193,0.11,0.139,0.713,0.7,41.35,42.01,,,41.39,0.2453,0.2425
34,10490,4,7/10/2017,12:56,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 34.szv,49.0,53.4,7.498,8.089,0.153,0.151,0.097,0.157,0.893,0.892,43.78,47.61,,,43.8,0.2453,0.2425
35,10491,3,7/10/2017,12:58,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 35.szv,54.9,60.0,9.467,10.341,0.172,0.172,0.154,0.152,0.815,0.839,44.71,50.33,,,47.2,0.198,0.201
36,10491,4,7/10/2017,13:00,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 36.szv,56.0,60.0,10.477,11.306,0.187,0.188,0.013,0.055,0.772,0.786,43.2,47.16,,,45.35,0.198,0.201
37,10492,3,7/10/2017,13:03,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 37.szv,1.6,6.7,0.328,1.591,0.205,0.238,0.81,0.74,0.051,0.506,0.07,3.33,0.601,0.661,0.97,0.2082,0.2042
38,10492,4,7/10/2017,13:03,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 38.szv,57.9,60.0,13.158,13.511,0.227,0.225,0.03,0.009,0.71,0.698,41.12,41.87,,,41.47,0.2082,0.2042
39,10493,3,7/10/2017,13:05,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 39.szv,52.6,60.0,5.703,6.854,0.108,0.114,0.284,0.204,0.706,0.751,37.13,45.07,,,39.44,0.1445,0.1523
40,10493,4,7/10/2017,13:07,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 40.szv,53.7,58.8,8.535,9.376,0.159,0.159,0.148,0.102,0.693,0.716,37.21,42.1,,,40.15,0.1445,0.1523
41,10484,5,7/10/2017,14:05,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 41.szv,56.9,60.0,10.27,10.732,0.181,0.179,0.051,0.08,0.714,0.721,40.6,43.27,,,41.51,0.2453,0.251
42,10484,6,7/10/2017,14:07,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 42.szv,58.4,60.0,10.409,10.482,0.178,0.175,0.142,0.137,0.733,0.725,42.8,43.51,,,43.05,0.2453,0.251
43,10485,5,7/10/2017,14:09,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 43.szv,56.0,60.0,11.614,12.808,0.207,0.214,0.014,0.084,0.659,0.658,36.88,39.48,,,38.2,0.1815,0.1853
44,10485,6,7/10/2017,14:11,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 44.szv,54.5,60.0,10.591,12.1,0.194,0.202,0.049,0.088,0.625,0.619,34.08,37.11,,,34.44,0.1815,0.1853
45,10486,5,7/10/2017,14:13,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 45.szv,6.6,11.0,1.325,1.889,0.201,0.172,0.508,0.399,0.597,0.645,3.94,7.1,,,5.05,0.1658,0.1652
46,10486,6,7/10/2017,14:14,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 46.szv,44.5,49.3,7.637,8.679,0.172,0.176,0.034,0.09,0.809,0.781,36.02,38.52,,,36.73,0.1658,0.1652
47,10487,5,7/10/2017,14:16,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 47.szv,15.2,21.6,2.884,3.241,0.19,0.15,0.455,0.391,0.763,0.879,11.58,18.98,0.406,0.351,14.57,0.1837,0.1763
48,10487,6,7/10/2017,14:17,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 48.szv,55.8,60.0,12.326,13.275,0.221,0.221,0.12,0.078,0.756,0.772,42.18,46.3,,,45.01,0.1837,0.1763
49,10488,5,7/10/2017,14:19,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 49.szv,0.1,2.2,0.021,0.58,0.361,0.269,1.0,0.854,0.012,0.258,0.0,0.56,,0.785,0.16,0.2238,0.2163
50,10488,6,7/10/2017,14:19,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 50.szv,54.9,60.0,13.153,14.712,0.24,0.245,0.032,0.007,0.799,0.81,43.84,48.58,,,46.07,0.2238,0.2163
51,10489,5,7/10/2017,14:21,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 51.szv,58.4,60.0,11.76,12.169,0.201,0.203,0.118,0.086,0.867,0.85,50.6,51.01,,,50.78,0.2,0.2012
52,10489,6,7/10/2017,14:23,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 52.szv,55.6,60.0,12.29,12.879,0.221,0.215,0.117,0.104,0.688,0.706,38.27,42.33,,,40.49,0.2,0.2012
53,10490,5,7/10/2017,14:25,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 53.szv,58.0,60.0,12.588,13.03,0.217,0.217,0.054,0.076,0.69,0.684,40.04,41.01,,,40.45,0.2453,0.2425
54,10490,6,7/10/2017,14:27,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 54.szv,56.5,60.0,7.533,8.239,0.133,0.137,0.035,0.106,0.829,0.838,46.82,50.3,,,47.68,0.2453,0.2425
55,10491,5,7/10/2017,14:29,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 55.szv,56.1,60.0,10.813,11.817,0.193,0.197,0.093,0.134,0.872,0.85,48.93,51.01,,,49.41,0.198,0.201
56,10491,6,7/10/2017,14:31,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 56.szv,54.7,60.0,11.159,12.354,0.204,0.206,0.066,0.123,0.75,0.759,41.04,45.54,,,42.69,0.198,0.201
57,10492,5,7/10/2017,14:33,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 57.szv,56.2,60.0,11.482,12.678,0.204,0.211,0.109,0.089,0.642,0.644,36.09,38.66,,,37.21,0.2082,0.2042
58,10492,6,7/10/2017,14:35,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 58.szv,54.7,60.0,10.58,12.018,0.193,0.2,0.015,0.09,0.672,0.694,36.76,41.65,,,38.6,0.2082,0.2042
59,10493,5,7/10/2017,14:37,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 59.szv,52.7,60.0,7.493,9.36,0.142,0.156,0.171,0.08,0.784,0.782,41.3,46.89,,,42.85,0.1445,0.1523
60,10493,6,7/10/2017,14:39,pm,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 60.szv,45.5,50.7,6.995,8.479,0.154,0.167,0.096,0.107,0.622,0.61,28.19,30.84,0.084,0.094,28.92,0.1445,0.1523
