Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,Probe: TTR to 30s; Duration (s),Base; Duration (s),Probe: TTR to 30s; Distance (m),Base; Distance (m),Probe: TTR to 30s; Mean speed (m/s),Base; Mean speed (m/s),Probe: TTR to 30s; Path efficiency,Base; Path efficiency,Probe: TTR to 30s; Q1 : time (s),Base; Q1 : time (s),Probe: TTR to 30s; Q2 : time (s),Base; Q2 : time (s),Probe: TTR to 30s; Q3 : time (s),Base; Q3 : time (s),Probe: TTR to 30s; Q4 : time (s),Base; Q4 : time (s),Probe: TTR to 30s; Platform : entries,Base; Platform : entries,Probe: TTR to 30s; Platform : mean distance from (m),Base; Platform : mean distance from (m),Probe: TTR to 30s; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),Probe: TTR to 30s; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),Probe: TTR to 30s; % time in Goal Quadrant 30s,Base; % time in Goal Quadrant 30s,Probe: TTR to 30s; % time in Goal Quadrant 60s,Base; % time in Goal Quadrant 60s
241,10464.0,1,7/13/2017,11:53,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 241.szv,26.0,60,6.874,16.158,0.264,0.269,0.035,0.096,18.3,37.0,1.4,5.4,2.1,4.4,3.2,11.7,2,3,0.254,0.313,6.34,18.32,0.433,0.485,16.15,61,123,2,9
242,10465.0,1,7/13/2017,11:54,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 242.szv,26.3,60,7.164,16.03,0.272,0.267,0.134,0.058,11.8,24.3,4.5,15.3,3.0,6.4,6.0,11.7,3,5,0.414,0.448,10.46,25.83,0.999,0.777,23.94,39,81,8,26
243,10466.0,1,7/13/2017,11:56,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 243.szv,25.0,60,6.712,14.281,0.268,0.238,0.049,0.112,15.1,45.8,7.0,8.8,0.6,2.2,1.0,1.0,3,5,0.27,0.253,6.4,14.65,0.177,0.334,11.63,50,153,12,15
244,10467.0,1,7/13/2017,11:57,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 244.szv,25.7,60,6.604,15.431,0.257,0.257,0.083,0.07,15.4,30.6,3.4,11.5,2.1,3.2,3.9,12.5,2,5,0.352,0.4,8.67,23.08,0.226,0.816,20.63,51,102,6,19
245,10468.0,1,7/13/2017,11:59,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 245.szv,25.8,60,6.398,14.935,0.248,0.249,0.027,0.069,15.9,31.7,5.2,9.2,0.0,7.1,3.4,10.2,3,4,0.257,0.366,6.29,21.26,0.148,0.28,18.99,53,106,9,15
246,10469.0,1,7/13/2017,12:00,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 246.szv,25.2,60,6.338,14.338,0.252,0.239,0.084,0.064,5.9,12.5,3.6,10.8,4.8,17.3,9.7,18.1,2,2,0.564,0.644,13.5,37.84,0.077,0.309,34.97,20,42,6,18
247,10470.0,1,7/13/2017,12:01,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 247.szv,25.7,60,5.836,13.155,0.227,0.219,0.192,0.057,13.7,30.7,4.2,6.8,0.0,7.0,7.0,13.2,2,4,0.376,0.461,9.35,26.54,0.246,0.984,24.51,46,102,7,11
248,10471.0,1,7/13/2017,12:03,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 248.szv,25.8,60,6.483,14.162,0.251,0.236,0.104,0.029,6.9,15.1,3.4,12.0,6.0,13.9,9.5,18.0,0,2,0.56,0.612,14.44,36.07,,0.959,33.92,23,50,6,20
249,10472.0,1,7/13/2017,12:04,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 249.szv,25.6,60,5.406,12.685,0.211,0.211,0.085,0.096,9.7,19.0,1.2,5.7,1.0,6.2,12.5,28.0,2,2,0.396,0.466,9.67,27.4,0.564,0.412,25.31,32,63,2,10
250,10473.0,1,7/13/2017,12:05,pm,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 250.szv,25.6,60,5.506,13.349,0.215,0.223,0.082,0.079,15.0,28.5,2.0,2.0,0.8,3.3,6.2,24.6,3,3,0.267,0.389,6.41,22.72,0.325,0.477,19.99,50,95,3,3
