Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
481,10248,8,10/15/2016,9:41,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 481.szv,0.5,3.7,0.053,0.834,0.107,0.225,0.96,0.957,0.01,0.334,0,1.1,,0.938,-0.06,0.195,0.2337
482,10249,8,10/15/2016,9:42,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 482.szv,4.5,4.5,1.23,1.23,0.275,0.275,0.93,0.93,0.493,0.493,1.99,1.99,0.928,0.928,-0.06,0.2282,0.2382
483,10250,8,10/15/2016,9:43,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 483.szv,1.6,6.1,0.283,1.294,0.177,0.212,0.974,0.831,0.107,0.521,0.12,2.95,0.983,0.823,0.52,0.1597,0.2283
484,10251,8,10/15/2016,9:43,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 484.szv,1.1,2.4,0.104,0.384,0.098,0.163,1.001,0.968,0.028,0.14,0.02,0.26,0.874,0.932,0,0.1517,0.2337
485,10252,8,10/15/2016,9:44,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 485.szv,1,4.5,0.141,1.183,0.141,0.263,0.947,0.901,0.032,0.401,0.02,1.6,0.909,0.856,-0.07,0.2187,0.2687
486,10253,8,10/15/2016,9:44,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 486.szv,1.6,5.9,0.297,1.548,0.188,0.263,0.939,0.807,0.091,0.673,0.08,3.48,0.9,0.795,0.98,0.2323,0.2713
487,10254,8,10/15/2016,9:45,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 487.szv,2.5,4.7,0.567,1.185,0.228,0.253,0.793,0.556,0.137,0.348,0.22,1.34,0.682,0.496,0.78,0.2127,0.2463
488,10255,8,10/15/2016,9:45,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 488.szv,0.3,4.1,0.026,0.953,0.086,0.233,1.315,0.989,0,0.438,0,1.56,,0.987,-0.04,0.2167,0.2372
489,10256,8,10/15/2016,9:46,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 489.szv,0.8,2,0.111,0.402,0.139,0.201,1.148,0.971,0.028,0.159,0.01,0.23,0.594,0.906,0.01,0.236,0.2672
490,10257,8,10/15/2016,9:47,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 490.szv,2.7,6.9,0.637,1.977,0.236,0.287,0.951,0.598,0.21,0.697,0.45,4.44,0.955,0.602,2.19,0.2517,0.271
491,10258,8,10/15/2016,9:47,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 491.szv,9.8,12.2,2.451,3.15,0.251,0.259,0.223,0.225,0.713,0.661,6.2,7.33,0.212,0.218,6.5,0.2502,0.2722
492,10259,8,10/15/2016,9:48,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 492.szv,2.4,6,0.529,1.519,0.221,0.253,0.971,0.63,0.189,0.619,0.39,3.5,0.908,0.633,1.74,0.191,0.2622
493,10260,8,10/15/2016,9:49,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 493.szv,0.9,2.1,0.098,0.384,0.113,0.186,0.889,0.887,0.055,0.157,0.03,0.27,0.884,0.863,0.02,0.2312,0.2635
494,10261,8,10/15/2016,9:50,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 494.szv,6.7,10.4,1.558,2.674,0.232,0.257,0.581,0.387,0.513,0.676,3.21,6.73,0.555,0.346,5.12,0.2282,0.247
495,10262,8,10/15/2016,9:50,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 495.szv,0.1,2.6,0.018,0.768,0.182,0.296,1,0.977,0,0.344,0,0.76,,0.986,-0.03,0.1817,0.2713
