Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
251,9965,1,10/16/2015,9:34,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 251.szv,16.5,20.2,4.388,5.653,0.266,0.28,0.183,0.212,0.807,0.801,12.74,15.61,0.178,0.201,13.35,nan,nan
252,9966,1,10/16/2015,9:35,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 252.szv,9.5,13.2,2.029,2.937,0.214,0.223,0.172,0.347,0.422,0.492,3.98,6.45,0.158,0.338,4.23,nan,nan
253,9967,1,10/16/2015,9:36,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 253.szv,1.3,3,0.28,0.785,0.216,0.262,0.857,0.7,0.081,0.268,0.09,0.74,0.88,0.642,0.28,nan,nan
254,9968,1,10/16/2015,9:36,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 254.szv,1.5,3.9,0.325,1.067,0.217,0.274,0.878,0.767,0.101,0.38,0.14,1.44,0.843,0.695,0.43,nan,nan
255,9969,1,10/16/2015,9:36,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 255.szv,15.2,18.6,3.713,4.578,0.245,0.247,0.177,0.229,0.672,0.688,10.19,12.76,,,10.44,nan,nan
256,9970,1,10/16/2015,9:37,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 256.szv,0.8,4.3,0.058,1.121,0.075,0.262,0.623,0.868,0.048,0.471,0.04,2.01,,,0.04,nan,nan
257,9971,1,10/16/2015,9:37,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 257.szv,5.2,8.5,1.294,2.254,0.249,0.265,0.617,0.378,0.516,0.604,2.68,5.13,,,3.68,nan,nan
258,9972,1,10/16/2015,9:37,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 258.szv,0.4,2,0.044,0.519,0.11,0.259,1.174,0.886,0.045,0.21,0.02,0.42,,,-0.02,nan,nan
259,9973,1,10/16/2015,9:38,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 259.szv,7.8,10.9,2.408,3.448,0.309,0.316,0.252,0.283,0.631,0.625,4.92,6.81,,,5.22,nan,nan
260,9974,1,10/16/2015,9:38,am,"mzempare, ncarey",CAS_October12-2015_Young videos\Test 260.szv,0.8,2.6,0.141,0.733,0.176,0.282,1.03,0.845,0.076,0.314,0.06,0.82,,,0.26,nan,nan
