Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D4: TTR to End of test; Duration (s),Base; Duration (s),AQ D4: TTR to End of test; Distance (m),Base; Distance (m),AQ D4: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D4: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D4: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D4: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D4: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D4: TTR to End of test; Avg speed: AQ D4 (m/s),Base; Avg speed: AQ D4 (m/s)
259,10264.0,19,10/13/2016,9:43,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 259.szv,29.3,31.3,8.339,8.985,0.285,0.287,0.098,0.064,0.75,0.741,21.88,23.1,0.096,0.061,22.56,0.2652,0.265
260,10264.0,20,10/13/2016,9:44,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 260.szv,29.0,32.8,6.38,7.216,0.22,0.22,0.047,0.141,0.813,0.806,23.59,26.44,,,24.03,0.2652,0.265
261,10265.0,19,10/13/2016,9:45,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 261.szv,10.6,15.3,3.18,4.611,0.301,0.302,0.198,0.267,0.853,0.86,9.02,13.13,,,10.78,0.2457,0.2508
262,10265.0,20,10/13/2016,9:45,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 262.szv,6.9,10.6,1.615,2.635,0.234,0.249,0.42,0.391,0.194,0.456,1.34,4.84,,,3.1,0.2457,0.2508
263,10266.0,19,10/13/2016,9:46,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 263.szv,20.8,22.1,5.257,5.614,0.253,0.254,0.027,0.058,0.563,0.542,11.54,11.79,,0.924,11.58,0.2187,0.2382
264,10266.0,20,10/13/2016,9:46,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 264.szv,1.1,2.7,0.191,0.56,0.18,0.21,0.831,0.862,0.036,0.282,0.0,0.49,0.966,0.886,0.17,0.2187,0.2382
265,10267.0,19,10/13/2016,9:47,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 265.szv,54.5,60.0,13.586,15.0,0.249,0.25,0.014,0.051,0.613,0.641,33.38,38.47,,,35.46,0.2217,0.22
266,10267.0,20,10/13/2016,9:49,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 266.szv,55.0,60.0,9.483,10.312,0.172,0.172,0.022,0.089,0.653,0.672,35.93,40.29,,,36.7,0.2217,0.22
267,10268.0,19,10/13/2016,9:51,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 267.szv,57.6,60.0,15.572,16.287,0.27,0.272,0.04,0.075,0.631,0.62,36.34,37.18,,,36.37,0.284,0.2653
268,10268.0,20,10/13/2016,9:53,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 268.szv,3.6,3.6,0.978,0.978,0.272,0.272,0.976,0.976,0.589,0.589,2.12,2.12,,,0.08,0.284,0.2653
269,10269.0,19,10/13/2016,9:53,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 269.szv,1.1,2.4,0.245,0.571,0.222,0.238,0.96,0.861,0.052,0.194,0.03,0.36,0.682,0.706,0.12,0.2472,0.2532
270,10269.0,20,10/13/2016,9:53,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 270.szv,7.6,9.7,2.35,2.927,0.31,0.303,0.341,0.232,0.775,0.742,5.86,7.17,,,6.68,0.2472,0.2532
271,10270.0,19,10/13/2016,9:54,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 271.szv,55.5,60.0,11.969,13.324,0.216,0.222,0.076,0.035,0.745,0.761,40.83,45.13,0.869,0.446,42.79,0.218,0.2227
272,10270.0,20,10/13/2016,9:56,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 272.szv,54.5,60.0,11.336,12.875,0.208,0.215,0.101,0.074,0.674,0.705,36.74,42.29,,,38.74,0.218,0.2227
273,10271.0,19,10/13/2016,9:58,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 273.szv,51.5,54.9,11.586,12.54,0.225,0.228,0.106,0.069,0.745,0.766,38.36,42.06,,,40.3,0.2435,0.2628
274,10271.0,20,10/13/2016,9:59,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 274.szv,3.9,3.9,1.073,1.073,0.277,0.277,0.966,0.966,0.547,0.547,2.12,2.12,,,-0.11,0.2435,0.2628
275,10272.0,19,10/13/2016,10:00,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 275.szv,8.2,9.4,2.475,2.832,0.302,0.301,0.133,0.136,0.776,0.718,6.36,6.75,,,6.56,0.2143,0.2593
276,10272.0,20,10/13/2016,10:00,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 276.szv,0.5,2.7,0.036,0.594,0.072,0.22,1.419,0.957,0.035,0.262,0.02,0.71,,,-0.05,0.2143,0.2593
277,10273.0,19,10/13/2016,10:01,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 277.szv,37.1,39.3,8.678,9.333,0.234,0.237,0.059,0.077,0.595,0.587,22.09,23.07,,,22.33,0.2135,0.2622
278,10273.0,20,10/13/2016,10:01,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 278.szv,10.2,14.4,2.03,3.173,0.199,0.22,0.109,0.336,0.295,0.405,2.97,5.79,0.339,0.617,2.89,0.2135,0.2622
279,10274.0,19,10/13/2016,10:02,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 279.szv,36.4,41.4,8.337,10.007,0.229,0.242,0.047,0.111,0.795,0.822,28.95,34.02,,,31.01,0.2243,0.2355
280,10274.0,20,10/13/2016,10:03,am,"mzempare, ncarey",CAS9_Old_10 10 16 videos\Test 280.szv,0.4,4.8,0.056,1.097,0.156,0.23,0.988,0.94,0.057,0.533,0.02,2.54,,,0.11,0.2243,0.2355
