Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
333,10484,10,7/15/2017,11:35,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 333.szv,0.6,2.4,0.088,0.456,0.146,0.19,0.839,0.935,0.026,0.211,0.01,0.47,0.851,0.922,0.02,0.1977,0.2227
334,10485,10,7/15/2017,11:35,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 334.szv,2.1,5.3,0.332,1.176,0.158,0.222,0.685,0.725,0.075,0.345,0.09,1.51,0.676,0.695,0.28,0.2237,0.24
335,10487,10,7/15/2017,11:35,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 335.szv,1.9,7.3,0.131,1.577,0.069,0.216,0.767,0.813,0.0,0.68,0.0,3.13,,0.869,0.7,0.1907,0.2202
336,10488,10,7/15/2017,11:36,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 336.szv,2.8,7.1,0.762,1.998,0.276,0.283,0.924,0.625,0.286,0.749,0.67,4.96,0.878,0.586,2.72,0.2635,0.2625
337,10489,10,7/15/2017,11:36,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 337.szv,5.5,8.4,1.241,2.069,0.226,0.246,0.327,0.431,0.12,0.29,0.54,2.15,0.282,0.4,0.93,0.2523,0.2735
338,10490,10,7/15/2017,11:37,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 338.szv,0.9,4.4,0.142,1.334,0.158,0.303,0.789,0.834,0.041,0.482,0.03,2.0,0.964,0.807,0.25,0.259,0.2972
339,10491,10,7/15/2017,11:37,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 339.szv,14.5,14.5,4.251,4.251,0.293,0.293,0.013,0.013,0.643,0.643,8.82,8.82,0.002,0.002,8.85,0.2308,0.2463
340,10492,10,7/15/2017,11:38,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 340.szv,1.5,4.6,0.33,1.151,0.22,0.25,0.956,0.829,0.098,0.467,0.12,2.0,0.893,0.765,0.59,0.2645,0.2728
341,10493,10,7/15/2017,11:38,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 341.szv,6.5,10.3,1.54,2.672,0.237,0.259,0.669,0.336,0.646,0.744,3.4,6.74,0.71,0.34,5.38,0.2145,0.2305
