Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
301,10504,6,9/15/2017,11:00,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 301.szv,8.1,10.4,1.962,2.579,0.242,0.248,0.154,0.239,0.445,0.443,3.15,4.15,0.136,0.205,3.62,0.1707,0.2253
302,10505,6,9/15/2017,11:00,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 302.szv,11.8,13.9,3.431,4.012,0.291,0.289,0.259,0.157,0.629,0.627,7.34,8.63,0.233,0.14,8.08,0.2047,0.2512
303,10506,6,9/15/2017,11:01,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 303.szv,4.2,8.9,0.74,1.921,0.176,0.216,0.696,0.542,0.233,0.595,0.73,4.67,0.69,0.519,2.63,0.1408,0.2093
304,10507,6,9/15/2017,11:02,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 304.szv,5.9,10.2,0.746,1.801,0.126,0.177,0.833,0.523,0.281,0.426,0.86,3.13,0.784,0.498,1.6,0.1657,0.1925
305,10508,6,9/15/2017,11:02,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 305.szv,3.8,7.4,0.579,1.492,0.152,0.202,0.739,0.615,0.18,0.432,0.56,2.9,0.792,0.604,1.09,0.2153,0.2362
306,10509,6,9/15/2017,11:03,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 306.szv,3.7,9.2,0.719,2.296,0.194,0.25,0.613,0.501,0.194,0.519,0.54,4.29,0.53,0.49,2.07,0.1698,0.1965
307,10510,6,9/15/2017,11:04,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 307.szv,3.9,6.8,0.497,0.988,0.128,0.145,0.539,0.709,0.042,0.189,0.16,1.24,0.985,0.824,0.32,0.1617,0.1748
308,10511,6,9/15/2017,11:05,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 308.szv,2.4,6.4,0.198,1.085,0.082,0.17,0.688,0.849,0,0.462,0,1.85,,0.897,0.35,0.1515,0.205
309,10512,6,9/15/2017,11:05,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 309.szv,27.3,29.4,7.141,7.843,0.262,0.267,0.018,0.079,0.501,0.482,12.86,13.39,0.022,0.064,12.92,0.2107,0.2355
310,10513,6,9/15/2017,11:06,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 310.szv,2.4,4.8,0.03,0.582,0.013,0.121,1.304,0.848,0,0.227,0,0.47,,0.864,0.06,0.1282,0.1853
