Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
481,10552,8,2/10/2018,9:48,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 481.szv,1.3,4,0.286,1.223,0.22,0.306,0.749,0.776,0.088,0.432,0.1,1.65,0.614,0.693,0.51,0.2987,0.3043
482,10553,8,2/10/2018,9:48,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 482.szv,3.5,7.9,0.987,2.103,0.282,0.266,0.933,0.575,0.401,0.718,1.26,5.42,0.922,0.552,3,0.2487,0.2577
483,10554,8,2/10/2018,9:49,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 483.szv,0.4,3.7,0.081,1.177,0.226,0.322,0.981,0.881,0.026,0.569,0.01,2.02,0.729,0.858,0.41,0.1977,0.31
484,10555,8,2/10/2018,9:49,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 484.szv,0.6,1.9,0.118,0.425,0.196,0.224,0.989,0.987,0.043,0.221,0.01,0.36,0.999,0.98,0.07,0.2458,0.2818
485,10556,8,2/10/2018,9:50,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 485.szv,3.6,7.6,1.088,2.43,0.305,0.321,0.82,0.5,0.537,0.726,1.76,5.29,0.845,0.47,3.26,0.2592,0.2848
486,10557,8,2/10/2018,9:50,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 486.szv,1.2,5.2,0.27,1.538,0.225,0.296,0.932,0.772,0.091,0.627,0.11,3.26,,,0.7,0.3165,0.3055
487,10558,8,2/10/2018,9:50,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 487.szv,0.8,2,0.145,0.409,0.181,0.205,0.908,0.959,0.021,0.17,0.01,0.27,0.785,0.961,0.04,0.2643,0.2588
488,10559,8,2/10/2018,9:51,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 488.szv,1.2,4.8,0.339,1.432,0.287,0.3,0.989,0.744,0.156,0.642,0.14,2.88,0.98,0.745,1.07,0.2742,0.2942
489,10560,8,2/10/2018,9:51,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 489.szv,0.9,2.3,0.112,0.55,0.129,0.242,0.83,0.859,0.005,0.2,0,0.31,,0.821,0.06,0.2578,0.2777
490,10561,8,2/10/2018,9:51,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 490.szv,1.5,6,0.342,1.769,0.232,0.296,0.939,0.715,0.136,0.702,0.16,3.96,0.918,0.673,1.66,0.2492,0.2657
491,10562,8,2/10/2018,9:52,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 491.szv,6.1,9.2,1.769,2.651,0.29,0.288,0.319,0.336,0.592,0.591,3.52,5.34,0.297,0.329,4.01,0.2412,0.2823
492,10563,8,2/10/2018,9:52,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 492.szv,4.4,7.5,1.193,2.111,0.271,0.281,0.474,0.451,0.291,0.491,1.17,3.49,0.427,0.419,2.18,0.2395,0.2775
493,10564,8,2/10/2018,9:53,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 493.szv,2.7,4.6,0.828,1.435,0.307,0.312,0.813,0.466,0.302,0.424,0.8,1.93,0.755,0.38,1.43,0.2908,0.2842
494,10565,8,2/10/2018,9:53,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 494.szv,1.1,4.7,0.14,1.375,0.127,0.293,0.876,0.804,0.075,0.569,0.08,2.68,,,0.49,0.213,0.3107
495,10566,8,2/10/2018,9:53,am,"mzempare, ncarey",CAS_15_Black_02052018 videos\Test 495.szv,5.1,6.8,1.488,1.825,0.293,0.269,0.214,0.304,0.44,0.429,2.15,2.83,0.17,0.252,2.43,0.2367,0.2742
