Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
513,10434,8,5/20/2017,9:32,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 513.szv,0.6,3.3,0.069,0.916,0.115,0.277,0.964,0.907,0.019,0.405,0,1.12,,0.905,0.1,0.2468,0.2968
514,10435,8,5/20/2017,9:33,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 514.szv,1.6,6.1,0.379,1.496,0.243,0.247,0.971,0.809,0.14,0.664,0.2,3.96,0.929,0.796,1.15,0.2383,0.2588
515,10436,8,5/20/2017,9:33,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 515.szv,10.3,13.8,3.624,4.771,0.352,0.346,0.11,0.245,0.75,0.761,7.61,10.39,0.087,0.229,8.62,0.2918,0.3102
516,10437,8,5/20/2017,9:34,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 516.szv,0.7,1.9,0.103,0.469,0.154,0.251,0.927,0.965,0.036,0.186,0.01,0.29,0.879,0.849,0.03,0.1937,0.3103
517,10438,8,5/20/2017,9:34,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 517.szv,12.4,16.1,3.469,4.54,0.28,0.282,0.264,0.236,0.721,0.72,7.9,10.55,0.262,0.226,8.84,0.252,0.271
518,10439,8,5/20/2017,9:34,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 518.szv,0.9,4,0.169,1.289,0.192,0.324,0.9,0.859,0.059,0.571,0.04,2.15,0.979,0.862,0.35,0.3342,0.3518
519,10440,8,5/20/2017,9:35,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 519.szv,1,2.8,0.169,0.631,0.174,0.228,0.918,0.916,0.042,0.29,0.02,0.67,0.818,0.894,0.12,0.249,0.2835
520,10441,8,5/20/2017,9:35,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 520.szv,9.9,13.7,3.095,4.381,0.313,0.32,0.213,0.27,0.887,0.885,8.52,11.87,0.209,0.264,9.78,0.2815,0.3048
521,10442,8,5/20/2017,9:35,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 521.szv,4.8,6.3,1.085,1.504,0.227,0.239,0.251,0.358,0.235,0.244,1.05,1.46,0.143,0.274,1.11,0.2062,0.27
522,10443,8,5/20/2017,9:36,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 522.szv,6.8,10.8,2.055,3.196,0.303,0.296,0.574,0.36,0.792,0.921,5.29,9.84,0.563,0.356,7.61,0.2748,0.2877
523,10444,8,5/20/2017,9:36,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 523.szv,0.3,2.9,0.04,0.776,0.134,0.268,0.851,0.921,0,0.358,0,0.9,,0.945,0.06,0.1855,0.2672
524,10445,8,5/20/2017,9:37,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 524.szv,2.3,5.3,0.455,1.501,0.198,0.283,0.917,0.645,0.143,0.527,0.17,2.19,0.915,0.632,1.01,0.1595,0.2905
525,10446,8,5/20/2017,9:37,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 525.szv,3.3,5.4,0.507,1.036,0.154,0.192,0.951,0.646,0.159,0.282,0.53,1.52,,,0.8,0.2093,0.2487
526,10447,8,5/20/2017,9:37,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 526.szv,0.7,4.2,0.046,1.045,0.068,0.25,0.741,0.975,0,0.476,0,1.52,,0.979,-0.04,0.1873,0.2737
527,10448,8,5/20/2017,9:38,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 527.szv,2.7,2.7,0.735,0.735,0.272,0.272,0.964,0.964,0.31,0.31,0.72,0.72,0.967,0.967,-0.09,0.227,0.2533
528,10449,8,5/20/2017,9:38,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 528.szv,3.7,3.7,1.13,1.13,0.305,0.305,0.974,0.974,0.539,0.539,1.75,1.75,0.967,0.967,0.06,0.239,0.2618
