Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
341,10464,10,7/15/2017,11:25,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 341.szv,2.5,2.5,0.783,0.783,0.315,0.315,0.993,0.993,0.404,0.404,1,1,,,-0.02,0.3247,0.3207
342,10465,10,7/15/2017,11:25,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 342.szv,0.7,2,0.178,0.481,0.27,0.245,0.958,0.966,0.055,0.238,0.03,0.43,0.91,0.935,0.07,0.2673,0.3072
343,10466,10,7/15/2017,11:25,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 343.szv,8,11.9,2.615,3.611,0.327,0.303,0.303,0.342,0.615,0.655,4.92,7.79,,,5.87,0.2712,0.2745
344,10467,10,7/15/2017,11:26,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 344.szv,6.5,10.7,1.73,2.902,0.266,0.271,0.627,0.363,0.647,0.708,4.17,7.53,0.641,0.363,5.43,0.1685,0.253
345,10468,10,7/15/2017,11:26,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 345.szv,1,2.5,0.201,0.606,0.203,0.243,0.901,0.94,0.013,0.236,0,0.42,0.992,0.963,0.06,0.281,0.2877
346,10469,10,7/15/2017,11:27,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 346.szv,0.7,4.5,0.148,1.216,0.211,0.27,0.997,0.88,0.064,0.616,0.04,2.7,0.966,0.873,0.62,0.2622,0.2805
347,10470,10,7/15/2017,11:27,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 347.szv,10.4,12.4,1.477,2.093,0.142,0.169,0.272,0.226,0.181,0.207,1.44,2.06,0.195,0.245,1.53,0.196,0.2205
348,10471,10,7/15/2017,11:28,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 348.szv,0.5,5.1,0.087,1.393,0.175,0.273,0.999,0.838,0.013,0.559,0,2.65,0.999,0.814,0.52,0.1925,0.2338
349,10472,10,7/15/2017,11:28,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 349.szv,3.5,7,0.931,1.85,0.269,0.266,0.959,0.456,0.399,0.663,1.21,4.32,0.927,0.461,3.02,0.2245,0.2383
350,10473,10,7/15/2017,11:29,am,"mzempare, ncarey",CAS13_Young_and_Middle_07.10.17 videos\Test 350.szv,0.4,3.6,0.06,0.944,0.155,0.263,0.962,0.902,0.014,0.42,0.01,1.51,,,0.19,0.2105,0.2575
