Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
482,10332,11,2/4/2017,10:03,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 482.szv,8.9,12,2.371,3.265,0.266,0.272,0.055,0.245,0.512,0.489,4.52,5.84,0.06,0.23,4.77,0.255,0.2427
483,10333,11,2/4/2017,10:03,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 483.szv,6.2,9.4,1.722,2.674,0.278,0.285,0.429,0.328,0.418,0.564,2.17,4.73,0.454,0.329,3.53,0.2447,0.2653
484,10334,11,2/4/2017,10:04,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 484.szv,0.3,2.4,0.021,0.501,0.082,0.212,0.998,0.966,0,0.243,0,0.5,,0.912,0.08,0.1552,0.2072
485,10335,11,2/4/2017,10:04,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 485.szv,38.6,40.4,8.965,9.346,0.232,0.231,0.052,0.054,0.637,0.629,24.56,25.39,,,24.94,0.2412,0.2412
486,10336,11,2/4/2017,10:05,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 486.szv,10.5,14.4,2.871,3.962,0.274,0.275,0.279,0.244,0.722,0.701,7.25,9.77,0.268,0.232,8.25,0.2152,0.235
487,10337,11,2/4/2017,10:06,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 487.szv,3.5,3.5,0.944,0.944,0.27,0.27,0.783,0.783,0.414,0.414,1.34,1.34,0.792,0.792,0.34,0.1735,0.2125
488,10338,11,2/4/2017,10:07,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 488.szv,9.3,14.2,2.125,3.416,0.229,0.241,0.259,0.301,0.616,0.609,5.58,8.49,0.28,0.307,6.23,0.1708,0.2117
489,10340,11,2/4/2017,10:08,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 489.szv,1.8,5,0.32,1.255,0.178,0.251,0.747,0.677,0.052,0.337,0.07,1.56,0.539,0.598,0.53,0.2212,0.2272
490,10342,11,2/4/2017,10:08,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 490.szv,0.9,4.9,0.215,1.456,0.239,0.297,0.98,0.756,0.086,0.651,0.05,3,0.939,0.727,1.24,0.2317,0.254
491,10343,11,2/4/2017,10:09,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 491.szv,0.6,4,0.107,1.131,0.188,0.285,0.943,0.786,0.044,0.5,0.01,1.81,0.999,0.753,0.66,0.1835,0.2365
492,10344,11,2/4/2017,10:09,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 492.szv,10.5,12.6,2.708,3.143,0.258,0.249,0.282,0.21,0.617,0.609,6.48,7.67,,,7.17,0.1553,0.2295
493,10345,11,2/4/2017,10:10,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 493.szv,1,3.1,0.123,0.747,0.123,0.241,0.971,0.81,0.062,0.306,0.04,0.85,0.75,0.725,0.3,0.2117,0.2595
494,10347,11,2/4/2017,10:10,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 494.szv,1.3,4.4,0.172,0.897,0.132,0.204,0.605,0.888,0.029,0.312,0.02,1.17,0.275,0.864,0.01,0.2098,0.2265
