Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
311,9985,7,10/17/2015,9:07,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 311.szv,1.3,5.7,0.206,1.339,0.158,0.235,0.589,0.876,0.054,0.382,0.07,2.18,,,-0.1,0.2047,0.229
312,9986,7,10/17/2015,9:08,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 312.szv,0.4,4.7,0.018,1.128,0.045,0.24,1.312,0.913,0.023,0.468,0.01,2.15,0.999,0.898,-0.03,0.1767,0.2395
313,9987,7,10/17/2015,9:08,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 313.szv,0.9,5.5,0.108,1.423,0.121,0.259,0.911,0.799,0.058,0.588,0.05,3.24,,,0.64,0.2172,0.2472
314,9988,7,10/17/2015,9:09,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 314.szv,2.1,5.6,0.239,1.082,0.116,0.195,0.923,0.709,0.093,0.439,0.19,2.44,,,0.8,0.2075,0.2238
315,9989,7,10/17/2015,9:09,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 315.szv,7.7,11.2,1.978,2.987,0.257,0.267,0.515,0.303,0.689,0.769,5.3,8.61,,,7.03,0.2412,0.2592
316,9990,7,10/17/2015,9:10,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 316.szv,16,17.8,4.451,4.935,0.279,0.278,0.169,0.092,0.526,0.531,8.39,9.44,,,9.02,0.2223,0.2615
317,9991,7,10/17/2015,9:10,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 317.szv,4.6,8.7,1.018,2.232,0.221,0.257,0.976,0.52,0.397,0.676,1.79,5.83,0.979,0.493,3.44,0.2383,0.2693
318,9992,7,10/17/2015,9:11,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 318.szv,1.1,4.3,0.051,0.893,0.047,0.208,1.008,0.804,0.038,0.373,0.04,1.6,,,0.19,0.1887,0.2397
319,9993,7,10/17/2015,9:11,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 319.szv,0.7,3.8,0.058,0.945,0.083,0.249,0.858,0.807,0.055,0.397,0.04,1.51,,,0.26,0.1825,0.246
320,9994,7,10/17/2015,9:11,am,"mzempare, ncarey",CAS_October12-2015_Old videos\Test 320.szv,0.9,5.4,0.056,1.043,0.063,0.193,0.859,0.96,0.048,0.461,0.04,2.48,,,-0.34,0.1595,0.2277
