Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D2: TTR to End of test; Duration (s),Base; Duration (s),AQ D2: TTR to End of test; Distance (m),Base; Distance (m),AQ D2: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D2: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D2: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D2: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D2: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D2: TTR to End of test; Avg speed: AQ D2 (m/s),Base; Avg speed: AQ D2 (m/s)
31,10514.0,7,9/12/2017,10:15,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 31.szv,55.0,60.0,11.593,12.964,0.211,0.216,0.069,0.12,0.729,0.749,40.06,44.93,,,41.95,0.2252,0.226
32,10514.0,8,9/12/2017,10:17,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 32.szv,1.6,4.8,0.344,0.982,0.22,0.206,0.894,0.791,0.1,0.418,0.14,1.94,0.846,0.755,0.64,0.2252,0.226
33,10515.0,7,9/12/2017,10:17,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 33.szv,58.0,60.0,15.862,16.404,0.274,0.273,0.095,0.098,0.785,0.77,45.54,46.18,,,45.71,0.2235,0.2303
34,10515.0,8,9/12/2017,10:19,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 34.szv,55.6,60.0,13.215,14.468,0.238,0.241,0.065,0.066,0.697,0.704,38.74,42.21,,,40.06,0.2235,0.2303
35,10516.0,7,9/12/2017,10:22,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 35.szv,57.1,60.0,16.023,16.935,0.281,0.282,0.06,0.043,0.737,0.72,42.09,43.18,,,42.23,0.2505,0.2523
36,10516.0,8,9/12/2017,10:24,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 36.szv,56.9,60.0,13.24,13.911,0.233,0.232,0.083,0.1,0.789,0.781,44.91,46.87,,,45.55,0.2505,0.2523
37,10517.0,7,9/12/2017,10:26,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 37.szv,58.4,60.0,12.39,12.747,0.212,0.212,0.118,0.11,0.713,0.704,41.64,42.21,,,41.82,0.2443,0.2478
38,10517.0,8,9/12/2017,10:28,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 38.szv,12.8,15.8,3.025,3.969,0.236,0.251,0.223,0.208,0.812,0.756,10.29,11.86,0.22,0.189,10.71,0.2443,0.2478
39,10518.0,7,9/12/2017,10:31,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 39.szv,56.3,60.0,12.026,12.654,0.214,0.211,0.078,0.076,0.713,0.733,40.11,43.95,,,42.24,0.2245,0.2272
40,10518.0,8,9/12/2017,10:33,am,"mzempare, ncarey",CAS14_WaterMaze_Purple_09 11 17 videos\Test 40.szv,17.8,20.0,3.908,4.397,0.22,0.22,0.096,0.118,0.569,0.549,10.07,10.91,0.082,0.116,10.3,0.2245,0.2272
