Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D4: TTR to End of test; Duration (s),Base; Duration (s),AQ D4: TTR to End of test; Distance (m),Base; Distance (m),AQ D4: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D4: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D4: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D4: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D4: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D4: TTR to End of test; Avg speed: AQ D4 (m/s),Base; Avg speed: AQ D4 (m/s)
181,10474.0,19,7/13/2017,9:26,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 181.szv,55.9,60.0,10.801,11.516,0.193,0.192,0.023,0.076,1.01,1.011,56.43,60.66,,,58.63,0.2072,0.2115
182,10474.0,20,7/13/2017,9:28,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 182.szv,1.3,6.6,0.288,1.579,0.221,0.239,0.968,0.768,0.121,0.72,0.16,4.75,,,2.05,0.2072,0.2115
183,10475.0,19,7/13/2017,9:29,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 183.szv,21.2,24.0,5.32,5.946,0.251,0.248,0.039,0.129,0.673,0.644,14.27,15.45,,,14.48,0.2477,0.2378
184,10475.0,20,7/13/2017,9:29,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 184.szv,0.5,3.7,0.137,0.911,0.285,0.248,0.978,0.884,0.058,0.455,0.03,1.67,0.999,0.861,0.42,0.2477,0.2378
185,10476.0,19,7/13/2017,9:30,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 185.szv,31.0,33.6,8.075,8.852,0.26,0.263,0.145,0.092,0.569,0.589,17.5,19.67,0.126,0.075,18.8,0.2485,0.2512
186,10476.0,20,7/13/2017,9:30,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 186.szv,23.7,25.2,5.319,5.601,0.225,0.222,0.062,0.095,0.502,0.489,11.88,12.32,,,12.0,0.2485,0.2512
187,10477.0,19,7/13/2017,9:31,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 187.szv,54.8,60.0,12.027,13.183,0.22,0.22,0.073,0.008,0.782,0.777,42.84,46.6,,,43.98,0.2005,0.2047
188,10477.0,20,7/13/2017,9:33,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 188.szv,57.5,60.0,11.902,12.319,0.207,0.205,0.055,0.025,0.778,0.77,44.7,46.17,,,45.53,0.2005,0.2047
189,10478.0,19,7/13/2017,9:35,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 189.szv,5.3,9.2,1.282,1.911,0.243,0.208,0.69,0.55,0.393,0.622,2.07,5.71,0.613,0.486,3.58,0.2417,0.2372
190,10478.0,20,7/13/2017,9:35,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 190.szv,0.9,2.6,0.181,0.504,0.201,0.194,0.92,0.839,0.081,0.229,0.07,0.59,,,0.15,0.2417,0.2372
191,10479.0,19,7/13/2017,9:36,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 191.szv,31.9,36.7,6.761,8.187,0.212,0.223,0.077,0.138,0.757,0.765,24.16,28.07,,,25.15,0.2255,0.2308
192,10479.0,20,7/13/2017,9:37,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 192.szv,47.0,51.2,9.249,10.245,0.197,0.2,0.033,0.106,0.715,0.702,33.62,35.97,,,33.5,0.2255,0.2308
193,10480.0,19,7/13/2017,9:38,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 193.szv,33.8,36.0,7.927,8.424,0.235,0.234,0.115,0.074,0.508,0.523,17.14,18.81,0.108,0.067,18.11,0.2378,0.2502
194,10480.0,20,7/13/2017,9:39,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 194.szv,19.2,22.6,4.726,5.652,0.246,0.25,0.102,0.167,0.568,0.571,10.9,12.91,,,11.45,0.2378,0.2502
195,10481.0,19,7/13/2017,9:40,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 195.szv,0.4,4.1,0.092,1.157,0.229,0.282,0.987,0.883,0.034,0.541,0.01,2.22,0.964,0.861,0.45,0.2475,0.2623
196,10481.0,20,7/13/2017,9:40,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 196.szv,19.6,22.7,5.579,6.495,0.285,0.287,0.218,0.138,0.598,0.631,11.7,14.31,0.191,0.125,13.12,0.2475,0.2623
197,10482.0,19,7/13/2017,9:40,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 197.szv,39.5,42.0,9.429,10.028,0.239,0.239,0.099,0.059,0.629,0.636,24.78,26.63,0.096,0.058,25.9,0.3035,0.2352
198,10482.0,20,7/13/2017,9:41,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 198.szv,10.2,12.2,2.512,2.798,0.246,0.229,0.3,0.225,0.664,0.635,6.62,7.61,0.245,0.166,7.13,0.3035,0.2352
199,10483.0,19,7/13/2017,9:42,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 199.szv,55.3,60.0,13.776,15.266,0.249,0.254,0.078,0.053,0.81,0.816,44.77,48.94,,,46.42,0.2375,0.2392
200,10483.0,20,7/13/2017,9:44,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 200.szv,56.9,60.0,11.958,12.717,0.21,0.212,0.016,0.053,0.741,0.747,42.13,44.84,,,43.58,0.2375,0.2392
201,10474.0,21,7/13/2017,10:20,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 201.szv,56.8,60.0,9.763,10.638,0.172,0.177,0.037,0.063,0.907,0.894,51.5,53.63,,,52.25,0.2072,0.2115
202,10474.0,22,7/13/2017,10:22,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 202.szv,55.5,60.0,8.836,10.054,0.159,0.168,0.123,0.132,0.745,0.744,41.32,44.61,,,41.83,0.2072,0.2115
203,10475.0,21,7/13/2017,10:24,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 203.szv,35.8,38.1,8.724,9.389,0.244,0.247,0.113,0.068,0.728,0.723,26.02,27.51,0.099,0.058,26.88,0.2477,0.2378
204,10475.0,22,7/13/2017,10:25,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 204.szv,26.0,29.5,5.173,5.939,0.199,0.201,0.154,0.168,0.544,0.551,14.0,16.11,0.13,0.139,14.37,0.2477,0.2378
205,10476.0,21,7/13/2017,10:26,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 205.szv,32.1,36.3,6.984,8.294,0.218,0.229,0.111,0.146,0.532,0.577,17.05,20.93,0.098,0.127,18.43,0.2485,0.2512
206,10476.0,22,7/13/2017,10:27,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 206.szv,44.4,47.6,9.052,9.969,0.204,0.209,0.129,0.089,0.725,0.737,32.2,35.06,0.129,0.081,33.45,0.2485,0.2512
207,10477.0,21,7/13/2017,10:28,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 207.szv,56.2,60.0,11.637,12.454,0.207,0.208,0.027,0.059,0.76,0.746,42.7,44.76,,,43.27,0.2005,0.2047
208,10477.0,22,7/13/2017,10:30,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 208.szv,19.7,25.3,4.125,5.25,0.209,0.208,0.207,0.252,0.808,0.823,15.91,20.82,,,17.59,0.2005,0.2047
209,10478.0,21,7/13/2017,10:31,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 209.szv,4.5,9.3,1.108,2.49,0.246,0.268,0.855,0.525,0.301,0.683,1.36,6.35,,,3.83,0.2417,0.2372
210,10478.0,22,7/13/2017,10:31,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 210.szv,5.0,7.8,1.307,1.993,0.261,0.255,0.531,0.342,0.587,0.574,2.89,4.43,0.563,0.342,3.5,0.2417,0.2372
211,10479.0,21,7/13/2017,10:33,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 211.szv,58.7,60.0,13.472,13.806,0.23,0.23,0.075,0.095,0.815,0.802,47.82,48.1,,,47.9,0.2255,0.2308
212,10479.0,22,7/13/2017,10:35,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 212.szv,58.3,60.0,12.431,12.773,0.213,0.213,0.031,0.046,0.652,0.641,38.02,38.47,,,38.11,0.2255,0.2308
213,10480.0,21,7/13/2017,10:37,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 213.szv,0.7,3.5,0.144,0.932,0.212,0.268,0.556,0.869,0.039,0.294,0.03,1.02,0.58,0.765,0.09,0.2378,0.2502
214,10480.0,22,7/13/2017,10:37,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 214.szv,2.6,6.7,0.572,1.665,0.223,0.25,0.822,0.707,0.172,0.495,0.44,3.3,,,1.17,0.2378,0.2502
215,10481.0,21,7/13/2017,10:37,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 215.szv,33.2,36.9,8.568,9.758,0.258,0.264,0.031,0.098,0.488,0.488,16.21,18.02,,,16.18,0.2475,0.2623
216,10481.0,22,7/13/2017,10:38,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 216.szv,2.8,7.2,0.653,1.828,0.237,0.255,0.932,0.687,0.237,0.718,0.65,5.14,,,2.43,0.2475,0.2623
217,10482.0,21,7/13/2017,10:39,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 217.szv,54.8,60.0,13.203,14.666,0.241,0.244,0.038,0.077,0.736,0.76,40.32,45.59,,,42.51,0.3035,0.2352
218,10482.0,22,7/13/2017,10:40,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 218.szv,0.1,1.3,0.043,0.28,0.617,0.22,1.0,0.988,0.039,0.162,0.0,0.2,,0.99,0.02,0.3035,0.2352
219,10483.0,21,7/13/2017,10:41,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 219.szv,56.3,60.0,13.359,14.439,0.237,0.241,0.083,0.066,0.618,0.635,34.81,38.09,,,36.43,0.2375,0.2392
220,10483.0,22,7/13/2017,10:43,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 220.szv,19.4,23.5,4.375,5.255,0.226,0.224,0.12,0.196,0.636,0.683,12.32,16.02,0.105,0.185,13.85,0.2375,0.2392
221,10474.0,23,7/13/2017,11:19,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 221.szv,40.6,43.3,10.249,10.953,0.252,0.253,0.104,0.055,0.752,0.754,30.53,32.67,,,32.0,0.2072,0.2115
222,10474.0,24,7/13/2017,11:20,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 222.szv,13.0,15.4,3.192,3.7,0.246,0.24,0.245,0.17,0.558,0.552,7.24,8.5,0.211,0.138,7.93,0.2072,0.2115
223,10475.0,23,7/13/2017,11:22,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 223.szv,2.7,7.3,0.708,1.628,0.262,0.223,0.98,0.713,0.323,0.692,0.87,5.05,,,2.27,0.2477,0.2378
224,10475.0,24,7/13/2017,11:22,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 224.szv,5.3,9.6,1.299,2.495,0.245,0.26,0.505,0.459,0.257,0.493,1.36,4.74,,,2.67,0.2477,0.2378
225,10476.0,23,7/13/2017,11:23,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 225.szv,2.2,2.2,0.651,0.651,0.3,0.3,0.978,0.978,0.341,0.341,0.74,0.74,0.977,0.977,0.04,0.2485,0.2512
226,10476.0,24,7/13/2017,11:23,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 226.szv,3.1,3.1,0.88,0.88,0.284,0.284,0.981,0.981,0.438,0.438,1.31,1.31,0.98,0.98,-0.01,0.2485,0.2512
227,10477.0,23,7/13/2017,11:23,am,"mzempare, ncarey",CAS13_Old_Red_07.10.17 videos\Test 227.szv,0.9,2.7,0.134,0.472,0.153,0.176,0.739,0.895,0.044,0.186,0.04,0.5,0.462,0.813,0.07,0.2005,0.2047
