Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D3: TTR to End of test; Duration (s),Base; Duration (s),AQ D3: TTR to End of test; Distance (m),Base; Distance (m),AQ D3: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D3: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D3: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D3: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D3: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D3: TTR to End of test; Avg speed: AQ D3 (m/s),Base; Avg speed: AQ D3 (m/s)
181,10248.0,13,10/12/2016,9:21,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 181.szv,44.9,47.0,12.069,12.695,0.269,0.27,0.075,0.042,0.61,0.613,27.39,28.79,,,28.26,0.2328,0.2423
182,10248.0,14,10/12/2016,9:22,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 182.szv,0.7,3.7,0.138,0.87,0.197,0.235,0.915,0.899,0.056,0.381,0.03,1.37,0.897,0.849,0.22,0.2328,0.2423
183,10249.0,13,10/12/2016,9:22,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 183.szv,3.7,8.0,1.119,2.461,0.302,0.308,0.925,0.498,0.361,0.732,1.25,5.68,0.794,0.45,3.69,0.2502,0.257
184,10249.0,14,10/12/2016,9:23,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 184.szv,10.8,13.2,3.028,3.855,0.28,0.292,0.393,0.209,0.617,0.656,6.67,8.66,,,7.99,0.2502,0.257
185,10250.0,13,10/12/2016,9:23,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 185.szv,26.6,29.9,7.729,8.479,0.291,0.284,0.14,0.108,0.739,0.762,19.63,22.77,,,21.53,0.2555,0.2515
186,10250.0,14,10/12/2016,9:25,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 186.szv,7.4,11.2,1.829,2.564,0.247,0.229,0.285,0.355,0.564,0.664,4.17,7.44,,,5.43,0.2555,0.2515
187,10251.0,13,10/12/2016,9:28,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 187.szv,11.7,14.2,3.366,4.192,0.288,0.295,0.295,0.145,0.688,0.716,8.05,10.16,,,9.49,0.2302,0.2482
188,10251.0,14,10/12/2016,9:28,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 188.szv,1.2,2.6,0.164,0.491,0.139,0.19,0.535,0.827,0.035,0.127,0.04,0.33,0.581,0.759,-0.02,0.2302,0.2482
189,10252.0,13,10/12/2016,9:28,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 189.szv,2.7,6.5,0.774,1.934,0.288,0.298,0.881,0.59,0.291,0.672,0.78,4.36,,,2.02,0.2998,0.3025
190,10252.0,14,10/12/2016,9:29,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 190.szv,37.4,40.3,11.804,12.557,0.316,0.312,0.022,0.072,0.677,0.669,25.3,26.94,,,25.67,0.2998,0.3025
