Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D3: TTR to End of test; Duration (s),Base; Duration (s),AQ D3: TTR to End of test; Distance (m),Base; Distance (m),AQ D3: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D3: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D3: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D3: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D3: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D3: TTR to End of test; Avg speed: AQ D3 (m/s),Base; Avg speed: AQ D3 (m/s)
170,10332.0,13,2/1/2017,9:41,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 170.szv,3.9,3.9,1.242,1.242,0.319,0.319,0.817,0.817,0.621,0.621,2.42,2.42,,,0.7,0.2252,0.249
171,10332.0,14,2/1/2017,9:42,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 171.szv,0.5,4.1,0.068,1.14,0.136,0.278,0.934,0.819,0.015,0.485,0.01,1.99,,,0.44,0.2252,0.249
172,10333.0,13,2/1/2017,9:42,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 172.szv,36.4,41.5,7.112,8.474,0.196,0.204,0.128,0.157,0.886,0.902,32.21,37.39,,,33.75,0.2378,0.2347
173,10333.0,14,2/1/2017,9:43,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 173.szv,56.5,60.0,10.637,11.423,0.188,0.19,0.066,0.007,0.482,0.487,26.77,28.78,0.067,0.155,26.92,0.2378,0.2347
174,10334.0,13,2/1/2017,9:45,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 174.szv,29.3,32.5,7.233,8.094,0.247,0.249,0.171,0.118,0.66,0.697,19.07,22.37,0.15,0.103,20.95,0.2638,0.2583
175,10334.0,14,2/1/2017,9:46,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 175.szv,1.9,6.2,0.509,1.543,0.268,0.249,0.983,0.678,0.267,0.779,0.51,4.83,,,2.37,0.2638,0.2583
176,10335.0,13,2/1/2017,9:47,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 176.szv,8.8,10.7,2.229,2.799,0.254,0.262,0.336,0.158,0.647,0.625,5.67,6.67,,,6.22,0.2477,0.25
177,10335.0,14,2/1/2017,9:47,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 177.szv,28.2,29.8,7.592,7.979,0.269,0.268,0.026,0.07,0.703,0.68,19.82,20.28,,,19.95,0.2477,0.25
178,10336.0,13,2/1/2017,9:48,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 178.szv,56.0,60.0,12.025,12.798,0.215,0.213,0.131,0.089,0.797,0.81,44.64,48.62,,,46.99,0.205,0.2068
179,10336.0,14,2/1/2017,9:49,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 179.szv,29.9,34.4,5.869,6.712,0.196,0.195,0.108,0.154,0.672,0.688,19.54,23.1,0.096,0.141,20.82,0.205,0.2068
180,10337.0,13,2/1/2017,9:51,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 180.szv,44.3,48.4,12.099,12.68,0.273,0.262,0.078,0.079,0.795,0.821,34.88,39.42,0.37,0.324,37.28,0.2577,0.2563
181,10337.0,14,2/1/2017,9:52,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 181.szv,2.5,5.7,0.654,1.52,0.264,0.268,0.604,0.601,0.227,0.445,0.45,2.31,0.599,0.563,1.06,0.2577,0.2563
182,10338.0,13,2/1/2017,9:52,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 182.szv,56.6,60.0,13.139,14.156,0.232,0.236,0.05,0.024,0.782,0.797,44.28,47.83,,,46.19,0.25,0.262
183,10338.0,14,2/1/2017,9:54,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 183.szv,8.0,12.5,1.939,3.04,0.242,0.243,0.639,0.421,0.53,0.767,4.24,9.59,,,6.64,0.25,0.262
184,10339.0,13,2/1/2017,9:54,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 184.szv,0.6,1.8,0.097,0.408,0.167,0.229,0.969,0.901,0.038,0.154,0.01,0.24,0.965,0.842,0.02,0.2787,0.2695
185,10339.0,14,2/1/2017,9:55,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 185.szv,58.6,60.0,13.856,14.28,0.237,0.238,0.066,0.093,0.653,0.646,38.25,38.78,,,38.51,0.2787,0.2695
186,10340.0,13,2/1/2017,9:56,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 186.szv,55.6,60.0,11.086,12.181,0.199,0.203,0.031,0.028,0.931,0.946,51.78,56.75,,,53.6,0.2277,0.254
187,10340.0,14,2/1/2017,9:58,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 187.szv,0.7,4.5,0.117,1.255,0.167,0.279,0.703,0.798,0.024,0.459,0.02,2.07,,,0.31,0.2277,0.254
188,10342.0,13,2/1/2017,9:59,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 188.szv,58.0,60.0,16.823,17.3,0.29,0.288,0.069,0.051,0.718,0.707,41.64,42.41,,,41.87,0.268,0.2668
189,10342.0,14,2/1/2017,10:00,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 189.szv,17.0,19.9,4.102,4.735,0.241,0.238,0.149,0.191,0.634,0.633,10.78,12.6,,,11.32,0.268,0.2668
