Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
378,10332,3,2/3/2017,10:02,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 378.szv,1.8,4.1,0.189,0.634,0.105,0.155,0.885,0.845,0.024,0.225,0.01,0.6,0.862,0.868,0.07,0.1588,0.1968
379,10333,3,2/3/2017,10:02,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 379.szv,3.9,8.3,0.743,2.081,0.19,0.251,0.727,0.561,0.135,0.525,0.44,4.03,0.61,0.531,1.81,0.1972,0.2433
380,10334,3,2/3/2017,10:02,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 380.szv,1,6.6,0.039,1.398,0.039,0.212,0.798,0.877,0,0.593,0,2.67,,0.876,0.46,0.17,0.1992
381,10335,3,2/3/2017,10:03,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 381.szv,15.5,18,4.05,4.634,0.262,0.258,0.07,0.106,0.662,0.619,10.24,11.12,,,10.62,0.1427,0.1957
382,10336,3,2/3/2017,10:03,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 382.szv,7.3,13.5,1.401,2.892,0.193,0.215,0.57,0.386,0.278,0.667,2.02,8.99,,,6.01,0.1518,0.18
383,10337,3,2/3/2017,10:04,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 383.szv,3.1,5.4,0.484,0.765,0.158,0.143,0.836,0.636,0.13,0.265,0.34,1.3,0.847,0.622,0.58,0.1827,0.1952
384,10338,3,2/3/2017,10:04,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 384.szv,54.9,60,14.546,16.069,0.265,0.268,0.072,0.073,0.722,0.739,39.63,44.35,,,41.83,0.212,0.2255
385,10340,3,2/3/2017,10:06,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 385.szv,5.6,8.8,1.509,2.389,0.27,0.272,0.859,0.363,0.593,0.744,2.73,5.81,0.88,0.333,4.78,0.2187,0.24
386,10342,3,2/3/2017,10:07,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 386.szv,11,12.8,3.01,3.353,0.274,0.262,0.204,0.159,0.565,0.55,5.96,6.8,0.184,0.137,6.39,0.2548,0.2553
387,10343,3,2/3/2017,10:08,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 387.szv,4.6,8,1.176,2.278,0.256,0.285,0.887,0.397,0.501,0.712,1.68,4.81,0.915,0.379,3.72,0.2042,0.24
388,10344,3,2/3/2017,10:08,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 388.szv,2.5,9.1,0.233,1.921,0.093,0.211,0.765,0.649,0.04,0.704,0.03,5.2,0.686,0.65,2.32,0.1097,0.18
389,10345,3,2/3/2017,10:09,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 389.szv,5.3,9.3,1.36,2.654,0.257,0.285,0.871,0.419,0.572,0.852,2.23,6.73,0.909,0.413,4.99,0.2087,0.2593
390,10347,3,2/3/2017,10:09,am,"mzempare, ncarey",CAS 10_Old_01 30 17 videos\Test 390.szv,11.3,13.2,2.88,3.3,0.255,0.25,0.161,0.163,0.689,0.638,7.52,8.17,0.144,0.119,7.85,0.1888,0.2117
