Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
341,10042,10,1/23/2016,10:25,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 341.szv,3.6,7,1.166,2.191,0.324,0.313,0.881,0.434,0.657,0.742,2.37,5.19,,,3.61,0.2923,0.2857
342,10043,10,1/23/2016,10:26,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 342.szv,1.2,2.7,0.266,0.707,0.226,0.264,0.968,0.618,0.192,0.293,0.23,0.79,,,0.45,0.2642,0.2743
343,10044,10,1/23/2016,10:26,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 343.szv,4.1,4.1,1.382,1.382,0.34,0.34,0.844,0.844,0.559,0.559,2.28,2.28,,,0.45,0.2567,0.2693
344,10045,10,1/23/2016,10:27,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 344.szv,0.2,4.5,0.04,1.271,0.254,0.285,1,0.916,0.062,0.593,0.01,2.64,,,0.06,0.2125,0.2762
345,10046,10,1/23/2016,10:28,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 345.szv,12.3,14.1,3.391,3.939,0.276,0.28,0.063,0.159,0.663,0.63,8.08,8.82,0.052,0.137,8.27,0.2882,0.294
346,10047,10,1/23/2016,10:28,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 346.szv,3.6,3.6,1.233,1.233,0.345,0.345,0.913,0.913,0.597,0.597,2.09,2.09,0.902,0.902,0.25,0.3092,0.297
347,10048,10,1/23/2016,10:29,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 347.szv,1.1,1.8,0.227,0.359,0.21,0.202,0.921,0.932,0.026,0.139,0.01,0.13,0.801,0.934,0.02,0.2775,0.2975
348,10049,10,1/23/2016,10:29,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 348.szv,3.2,3.2,1.142,1.142,0.362,0.362,0.962,0.962,0.609,0.609,1.92,1.92,,,0.17,0.2993,0.2983
349,10050,10,1/23/2016,10:30,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 349.szv,6.1,8.4,2.16,2.871,0.356,0.343,0.282,0.237,0.714,0.661,4.26,5.47,0.301,0.237,4.77,0.2828,0.3018
350,10051,10,1/23/2016,10:31,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 350.szv,3.7,5.6,1.254,1.965,0.339,0.351,0.735,0.287,0.646,0.653,2.39,3.65,,,3.1,0.3132,0.3203
