Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,10382.0,1,3/27/2017,9:41,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 1.szv,56.0,60.0,11.396,11.892,0.204,0.198,0.044,0.03,0.841,0.853,47.11,51.19,,,48.85,0.2387,0.2363
2,10382.0,2,3/27/2017,9:43,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 2.szv,12.3,16.4,2.984,3.817,0.243,0.233,0.277,0.288,0.469,0.528,5.76,8.67,,,6.61,0.2387,0.2363
3,10383.0,1,3/27/2017,9:45,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 3.szv,56.2,60.0,12.171,12.986,0.217,0.216,0.071,0.1,0.612,0.612,34.37,36.71,,,35.0,0.2238,0.2222
4,10383.0,2,3/27/2017,9:47,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 4.szv,18.8,22.4,3.788,4.342,0.201,0.194,0.318,0.221,0.341,0.437,6.37,9.74,0.285,0.188,7.97,0.2238,0.2222
5,10384.0,1,3/27/2017,9:48,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 5.szv,58.0,60.0,13.684,13.794,0.236,0.23,0.054,0.059,0.356,0.361,20.67,21.63,,,21.17,0.2423,0.2467
6,10384.0,2,3/27/2017,9:50,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 6.szv,8.8,11.4,1.498,1.915,0.171,0.168,0.363,0.36,0.307,0.368,2.69,4.19,0.351,0.34,2.89,0.2423,0.2467
7,10385.0,1,3/27/2017,9:52,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 7.szv,56.4,60.0,12.304,12.768,0.218,0.213,0.087,0.095,0.943,0.946,53.16,56.74,,,54.37,0.2808,0.2742
8,10385.0,2,3/27/2017,9:54,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 8.szv,17.7,19.4,6.65,6.975,0.376,0.36,0.026,0.069,0.536,0.52,9.48,10.07,0.018,0.067,9.74,0.2808,0.2742
9,10386.0,1,3/27/2017,9:55,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 9.szv,57.6,60.0,12.096,12.975,0.21,0.216,0.053,0.098,0.685,0.67,39.44,40.17,,,39.41,0.2297,0.2372
10,10386.0,2,3/27/2017,9:57,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 10.szv,55.7,60.0,9.964,10.957,0.179,0.183,0.061,0.123,0.602,0.611,33.53,36.66,,,33.82,0.2297,0.2372
11,10387.0,1,3/27/2017,10:00,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 11.szv,58.3,60.0,12.744,12.769,0.219,0.213,0.03,0.027,0.63,0.623,36.7,37.39,,,37.0,0.2318,0.24
12,10387.0,2,3/27/2017,10:02,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 12.szv,56.6,60.0,13.52,14.106,0.239,0.235,0.04,0.041,0.642,0.642,36.34,38.5,,,37.02,0.2318,0.24
13,10388.0,1,3/27/2017,10:05,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 13.szv,37.5,41.5,6.028,6.316,0.161,0.152,0.186,0.177,0.701,0.738,26.28,30.61,,,26.66,0.2647,0.2688
14,10388.0,2,3/27/2017,10:06,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 14.szv,55.8,60.0,19.044,19.782,0.341,0.33,0.032,0.005,0.916,0.917,51.12,55.03,,,52.5,0.2647,0.2688
15,10389.0,1,3/27/2017,10:09,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 15.szv,54.0,58.6,12.777,13.558,0.237,0.231,0.091,0.09,0.861,0.877,46.4,51.32,0.087,0.084,48.61,0.2313,0.2463
16,10389.0,2,3/27/2017,10:11,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 16.szv,0.4,3.7,0.053,0.859,0.143,0.234,0.973,0.971,0.034,0.461,0.01,1.69,,,0.19,0.2313,0.2463
17,10390.0,1,3/27/2017,10:12,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 17.szv,56.8,60.0,11.246,11.436,0.198,0.191,0.137,0.132,0.817,0.817,46.41,49.04,,,47.4,0.2517,0.2458
18,10390.0,2,3/27/2017,10:13,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 18.szv,56.6,60.0,8.758,9.446,0.155,0.157,0.02,0.005,0.807,0.802,45.69,48.13,,,45.8,0.2517,0.2458
19,10391.0,1,3/27/2017,10:16,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 19.szv,58.1,60.0,10.03,10.18,0.173,0.17,0.047,0.053,0.725,0.717,42.1,42.99,,,42.26,0.2363,0.2363
20,10391.0,2,3/27/2017,10:18,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 20.szv,58.1,60.0,11.944,12.48,0.206,0.208,0.115,0.127,0.817,0.809,47.44,48.5,,,48.04,0.2363,0.2363
21,10382.0,3,3/27/2017,11:54,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 21.szv,58.0,60.0,14.357,15.044,0.248,0.251,0.02,0.06,0.679,0.67,39.35,40.18,,,39.69,0.2387,0.2363
22,10382.0,4,3/27/2017,11:56,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 22.szv,56.3,60.0,12.224,13.329,0.217,0.222,0.043,0.041,0.593,0.59,33.38,35.37,,,33.64,0.2387,0.2363
23,10383.0,3,3/27/2017,11:58,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 23.szv,55.6,57.8,12.474,12.759,0.224,0.221,0.038,0.046,0.536,0.532,29.45,30.43,0.029,0.038,29.88,0.2238,0.2222
24,10383.0,4,3/27/2017,11:59,am,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 24.szv,54.6,60.0,11.825,12.617,0.217,0.21,0.018,0.036,0.662,0.703,36.12,42.17,,,38.64,0.2238,0.2222
25,10384.0,3,3/27/2017,12:01,pm,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 25.szv,55.7,60.0,13.696,14.35,0.246,0.239,0.014,0.034,0.667,0.694,37.13,41.66,,,39.35,0.2423,0.2467
26,10384.0,4,3/27/2017,12:03,pm,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 26.szv,20.2,24.9,4.888,6.323,0.242,0.254,0.108,0.195,0.532,0.611,10.76,15.22,,,12.49,0.2423,0.2467
27,10385.0,3,3/27/2017,12:04,pm,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 27.szv,56.2,60.0,13.628,14.516,0.243,0.242,0.105,0.073,0.869,0.884,48.81,53.04,,,50.8,0.2808,0.2742
28,10385.0,4,3/27/2017,12:06,pm,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 28.szv,56.7,60.0,15.026,15.617,0.265,0.26,0.048,0.057,0.71,0.726,40.25,43.53,,,41.97,0.2808,0.2742
29,10386.0,3,3/27/2017,12:08,pm,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 29.szv,6.3,8.1,1.534,1.968,0.245,0.244,0.199,0.225,0.488,0.447,2.76,3.33,0.227,0.22,2.95,0.2297,0.2372
30,10386.0,4,3/27/2017,12:08,pm,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 30.szv,57.9,60.0,15.488,16.155,0.268,0.269,0.065,0.026,0.675,0.673,39.08,40.39,,,39.9,0.2297,0.2372
31,10387.0,3,3/27/2017,12:11,pm,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 31.szv,21.8,25.3,4.096,4.641,0.188,0.183,0.099,0.18,0.802,0.786,17.48,19.89,,,17.97,0.2318,0.24
32,10387.0,4,3/27/2017,12:11,pm,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 32.szv,23.6,28.5,6.247,7.505,0.265,0.263,0.114,0.152,0.678,0.733,15.99,20.9,,,18.22,0.2318,0.24
33,10388.0,3,3/27/2017,12:12,pm,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 33.szv,58.7,60.0,14.522,15.0,0.247,0.25,0.073,0.089,0.842,0.829,49.44,49.75,,,49.51,0.2647,0.2688
34,10388.0,4,3/27/2017,12:14,pm,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 34.szv,32.2,36.7,7.46,8.925,0.232,0.243,0.05,0.131,0.669,0.675,21.55,24.76,,,21.72,0.2647,0.2688
35,10389.0,3,3/27/2017,12:15,pm,"mzempare, ncarey",CAS_11_Young_03.27.17 videos\Test 35.szv,58.1,60.0,15.434,15.913,0.266,0.265,0.036,0.015,0.71,0.701,41.26,42.03,,,41.57,0.2313,0.2463
