Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
281,9897,4,8/28/2015,13:27,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 281.szv,3.7,6.8,0.378,1.384,0.103,0.204,0.265,0.671,0.045,0.242,0.15,1.56,0.053,0.612,0.02,0.2438,0.257
282,9898,4,8/28/2015,13:27,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 282.szv,14.5,19.4,4.001,5.39,0.276,0.278,0.022,0.222,0.653,0.664,9.34,12.76,0.018,0.217,10.27,0.2108,0.2388
283,9899,4,8/28/2015,13:28,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 283.szv,2.3,6.4,0.213,1.454,0.094,0.228,0.827,0.763,0.043,0.503,0.07,2.89,0.714,0.757,0.57,0.23,0.2535
284,9900,4,8/28/2015,13:29,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 284.szv,6.9,9.1,1.653,2.349,0.24,0.258,0.566,0.268,0.531,0.579,3.36,4.94,0.559,0.23,4.38,0.2137,0.2467
285,9901,4,8/28/2015,13:30,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 285.szv,0.1,4.5,0.031,1.223,0.31,0.272,0.74,0.937,0.004,0.495,0,2.21,,0.934,-0.15,0.267,0.2568
286,9902,4,8/28/2015,13:30,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 286.szv,1,5.8,0.102,1.364,0.105,0.236,0.795,0.858,0.029,0.519,0.02,2.81,0.694,0.868,0.1,0.1895,0.2365
287,9903,4,8/28/2015,13:30,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 287.szv,4.2,7.7,1.102,2.278,0.262,0.296,0.866,0.449,0.34,0.667,1.26,4.79,0.852,0.419,3.35,0.2472,0.268
288,9904,4,8/28/2015,13:31,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 288.szv,10.1,12,2.093,2.55,0.208,0.213,0.358,0.209,0.303,0.342,3.05,4.09,,,3.48,0.2297,0.257
289,9905,4,8/28/2015,13:31,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 289.szv,1.9,6.6,0.246,1.608,0.132,0.245,0.867,0.752,0.064,0.61,0.1,3.87,0.841,0.745,1.11,0.2153,0.2462
290,9906,4,8/28/2015,13:32,pm,"mzempare, ncarey",CAS2_August24-2015_Middle videos\Test 290.szv,0.8,3.6,0.085,0.806,0.106,0.224,1.121,0.944,0.038,0.357,0.02,1.22,0.687,0.922,0.03,0.2343,0.2585
