Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D3: TTR to End of test; Duration (s),Base; Duration (s),AQ D3: TTR to End of test; Distance (m),Base; Distance (m),AQ D3: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D3: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D3: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D3: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D3: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D3: TTR to End of test; Avg speed: AQ D3 (m/s),Base; Avg speed: AQ D3 (m/s)
121,10504,13,9/13/2017,9:36,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 121.szv,53.4,56,12.751,13.64,0.239,0.244,0.026,0.056,0.709,0.7,37.87,39.16,0.025,0.047,38.25,0.2408,0.2442
122,10504,14,9/13/2017,9:37,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 122.szv,17.9,22.4,4.052,5.146,0.227,0.23,0.302,0.219,0.526,0.658,9.32,14.62,0.293,0.214,11.97,0.2408,0.2442
123,10505,13,9/13/2017,9:38,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 123.szv,0.2,1.9,0.039,0.538,0.217,0.286,0.993,0.953,0.025,0.251,0,0.47,,,0.08,0.2552,0.272
124,10505,14,9/13/2017,9:38,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 124.szv,23.8,25.9,8.219,8.989,0.346,0.347,0.135,0.08,0.808,0.801,19.19,20.72,0.124,0.062,20.24,0.2552,0.272
125,10506,13,9/13/2017,9:40,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 125.szv,58.5,60,13.602,13.765,0.233,0.229,0.101,0.096,0.766,0.757,44.79,45.41,,,45.13,0.2168,0.24
126,10506,14,9/13/2017,9:42,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 126.szv,56,60,13.012,14.127,0.232,0.236,0.089,0.113,0.756,0.76,42.32,45.59,,,43.54,0.2168,0.24
127,10507,13,9/13/2017,9:44,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 127.szv,56.6,60,11.782,12.609,0.208,0.21,0.057,0.03,0.79,0.788,44.71,47.28,,,45.99,0.2242,0.2185
128,10507,14,9/13/2017,9:46,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 128.szv,1.7,6,0.481,1.464,0.283,0.244,0.992,0.641,0.228,0.659,0.39,3.96,,,2.08,0.2242,0.2185
129,10508,13,9/13/2017,9:47,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 129.szv,59.2,60,13.825,13.971,0.234,0.233,0.054,0.059,0.653,0.646,38.64,38.76,,,38.67,0.224,0.2297
130,10508,14,9/13/2017,9:49,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 130.szv,55.9,60,10.936,11.993,0.196,0.2,0.136,0.067,0.659,0.687,36.85,41.22,,,38.99,0.224,0.2297
131,10509,13,9/13/2017,9:52,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 131.szv,18.1,22,4.713,5.567,0.26,0.253,0.223,0.18,0.759,0.774,13.74,17.03,,,15.04,0.2353,0.251
132,10509,14,9/13/2017,9:52,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 132.szv,58.4,60,14.202,14.522,0.243,0.242,0.098,0.105,0.8,0.787,46.71,47.19,,,46.86,0.2353,0.251
133,10510,13,9/13/2017,9:54,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 133.szv,56.1,60,11.602,12.603,0.207,0.21,0.07,0.112,0.702,0.684,39.39,41.05,,,39.63,0.1912,0.194
134,10510,14,9/13/2017,9:56,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 134.szv,54.6,60,10.35,11.659,0.19,0.194,0.053,0.128,0.641,0.644,34.97,38.61,,,35.71,0.1912,0.194
135,10511,13,9/13/2017,9:59,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 135.szv,57.4,60,10.215,10.911,0.178,0.182,0.125,0.146,1.047,1.033,60.07,61.96,,,61.03,0.1928,0.2127
136,10511,14,9/13/2017,10:00,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 136.szv,57.8,60,8.767,9.21,0.152,0.154,0.042,0.078,0.78,0.771,45.09,46.25,,,45.46,0.1928,0.2127
137,10512,13,9/13/2017,10:03,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 137.szv,28,31,9.168,10.019,0.327,0.323,0.038,0.09,0.718,0.699,20.1,21.66,,,20.66,0.2605,0.2647
138,10512,14,9/13/2017,10:04,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 138.szv,2.6,7.1,0.763,1.889,0.298,0.268,0.918,0.659,0.238,0.78,0.61,5.5,0.84,0.644,2.72,0.2605,0.2647
139,10513,13,9/13/2017,10:05,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 139.szv,38.1,39.9,7.932,8.316,0.208,0.208,0.045,0.066,0.39,0.39,14.86,15.56,,,15.04,0.2453,0.2482
140,10513,14,9/13/2017,10:05,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 140.szv,6,10.8,1.329,2.042,0.221,0.189,0.873,0.583,0.654,0.876,3.93,9.46,,,5.65,0.2453,0.2482
141,10504,15,9/13/2017,10:35,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 141.szv,56.3,60,14.648,16.035,0.26,0.267,0.074,0.09,0.653,0.678,36.76,40.69,,,39.14,0.2408,0.2442
142,10504,16,9/13/2017,10:37,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 142.szv,55.8,60,12.247,13.375,0.22,0.223,0.066,0.084,0.594,0.628,33.16,37.68,,,35.28,0.2408,0.2442
143,10505,15,9/13/2017,10:41,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 143.szv,56.5,60,14.951,16.271,0.265,0.271,0.035,0.083,0.711,0.733,40.14,43.96,,,42.28,0.2552,0.272
