Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
331,9887,9,8/29/2015,10:20,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 331.szv,0.4,2,0.1,0.51,0.249,0.255,0.994,0.937,0.055,0.224,0.02,0.43,0.511,0.871,0.04,0.2518,0.2712
332,9888,9,8/29/2015,10:20,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 332.szv,3.7,7.2,0.937,1.949,0.255,0.272,0.651,0.459,0.383,0.579,1.41,4.15,,,2.45,0.2675,0.2685
333,9889,9,8/29/2015,10:20,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 333.szv,4,6.8,0.962,1.899,0.241,0.279,0.39,0.483,0.369,0.464,1.48,3.16,,,1.95,0.2773,0.2818
334,9890,9,8/29/2015,10:21,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 334.szv,0.6,4.5,0.091,1.366,0.152,0.304,0.847,0.76,0.066,0.591,0.04,2.66,,,0.74,0.2253,0.2765
335,9891,9,8/29/2015,10:21,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 335.szv,6.1,8.4,1.851,2.536,0.303,0.302,0.341,0.238,0.564,0.597,3.44,5.01,,,4.38,0.2715,0.265
336,9892,9,8/29/2015,10:21,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 336.szv,11,15,3.387,4.466,0.308,0.298,0.161,0.266,0.632,0.656,6.82,9.71,0.156,0.248,7.62,0.2662,0.2762
337,9893,9,8/29/2015,10:22,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 337.szv,4.7,8.4,1.042,2.239,0.222,0.267,0.823,0.457,0.271,0.489,1.27,4.11,,,1.91,0.2597,0.294
338,9894,9,8/29/2015,10:22,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 338.szv,0.3,2.1,0.018,0.453,0.06,0.216,1.374,0.931,0.04,0.226,0.01,0.48,,,-0.03,0.2197,0.2545
339,9895,9,8/29/2015,10:23,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 339.szv,0.6,3.3,0.083,0.953,0.138,0.289,0.813,0.952,0.059,0.338,0.04,1.11,,,0.02,0.2558,0.287
340,9896,9,8/29/2015,10:23,am,"mzempare, ncarey",CAS2_August24-2015-Young videos\Test 340.szv,4.2,6.2,1.123,1.681,0.268,0.272,0.46,0.38,0.421,0.452,1.76,2.8,,,2.31,0.2607,0.2545
