Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
311,10504,7,9/16/2017,9:33,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 311.szv,1.9,6.4,0.549,2.03,0.29,0.318,0.987,0.575,0.202,0.728,0.36,4.56,0.975,0.566,2.51,0.268,0.2512
312,10505,7,9/16/2017,9:33,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 312.szv,4.6,8.6,1.171,2.248,0.255,0.261,0.774,0.477,0.49,0.768,2.25,6.6,,,4.19,0.2403,0.2747
313,10506,7,9/16/2017,9:34,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 313.szv,7.3,9.4,1.94,2.554,0.266,0.272,0.514,0.254,0.615,0.621,4.41,5.75,0.461,0.19,5.29,0.2192,0.234
314,10507,7,9/16/2017,9:34,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 314.szv,0.9,5.8,0.118,1.505,0.137,0.261,0.825,0.788,0.043,0.702,0.02,3.81,0.817,0.786,1.28,0.1927,0.2378
315,10508,7,9/16/2017,9:34,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 315.szv,1.5,5.5,0.293,1.434,0.2,0.262,0.98,0.662,0.092,0.546,0.13,2.95,0.985,0.629,1.39,0.1963,0.226
316,10509,7,9/16/2017,9:34,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 316.szv,1,2.6,0.14,0.425,0.14,0.164,0.896,0.989,0.028,0.188,0.01,0.35,0.999,0.997,0.01,0.1968,0.2177
317,10510,7,9/16/2017,9:35,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 317.szv,0.8,3.2,0.059,0.42,0.075,0.132,0.47,0.887,0.038,0.187,0.03,0.6,,,-0.05,0.131,0.1687
318,10511,7,9/16/2017,9:35,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 318.szv,4.8,7,1.029,1.601,0.214,0.229,0.777,0.355,0.424,0.488,1.93,3.29,0.768,0.338,2.67,0.215,0.2405
319,10512,7,9/16/2017,9:35,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 319.szv,5.1,8.1,1.351,2.187,0.266,0.27,0.408,0.399,0.475,0.53,2.2,4.04,0.39,0.363,2.94,0.2553,0.2532
320,10513,7,9/16/2017,9:36,am,"mzempare, ncarey",CAS14_WaterMaze_Red&Purple_09 11 17 videos\Test 320.szv,8.6,12.6,2.523,3.638,0.294,0.289,0.379,0.307,0.805,0.824,6.72,10.16,0.384,0.287,8.26,0.262,0.2628
