Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
433,10434,3,5/19/2017,10:14,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 433.szv,0.9,2.5,0.139,0.582,0.155,0.233,0.943,0.864,0.035,0.201,0.01,0.39,0.965,0.794,0.07,0.2293,0.2532
434,10435,3,5/19/2017,10:14,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 434.szv,17,20.5,4.364,5.116,0.257,0.25,0.267,0.178,0.665,0.722,11,14.47,0.265,0.168,13,0.1988,0.2425
435,10436,3,5/19/2017,10:15,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 435.szv,4.1,4.1,1.233,1.233,0.303,0.303,0.949,0.949,0.532,0.532,2.12,2.12,0.927,0.927,-0.01,0.2533,0.2622
436,10437,3,5/19/2017,10:15,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 436.szv,4.4,8,1.131,2.31,0.259,0.29,0.899,0.463,0.481,0.625,2,4.85,0.9,0.433,3.13,0.2453,0.2742
437,10438,3,5/19/2017,10:15,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 437.szv,1.4,3.2,0.244,0.645,0.174,0.202,0.803,0.817,0.06,0.212,0.08,0.68,,,0.2,0.2032,0.2412
438,10439,3,5/19/2017,10:16,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 438.szv,0.2,3.8,0.043,1.189,0.214,0.313,0.756,0.931,0.015,0.515,0,1.92,0.999,0.928,0,0.1882,0.303
439,10440,3,5/19/2017,10:16,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 439.szv,8.2,12.4,2.123,3.195,0.259,0.258,0.271,0.365,0.625,0.623,4.63,7.23,0.273,0.357,4.85,0.1723,0.2683
440,10441,3,5/19/2017,10:16,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 440.szv,0.8,2.8,0.148,0.72,0.185,0.257,0.693,0.751,0.048,0.27,0.01,0.57,,0.73,0.2,0.1962,0.2268
441,10442,3,5/19/2017,10:17,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 441.szv,5.4,5.4,1.346,1.346,0.249,0.249,0.849,0.849,0.587,0.587,3.1,3.1,0.837,0.837,0.59,0.182,0.202
442,10443,3,5/19/2017,10:17,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 442.szv,4.4,6,1.032,1.484,0.234,0.247,0.533,0.395,0.29,0.324,1.28,1.95,,,1.61,0.2007,0.2422
443,10444,3,5/19/2017,10:17,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 443.szv,4.9,9.7,1.272,2.155,0.26,0.222,0.916,0.563,0.558,0.869,2.29,7.74,0.926,0.55,4.86,0.2272,0.2368
444,10445,3,5/19/2017,10:18,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 444.szv,1.7,4.8,0.389,1.42,0.232,0.297,0.941,0.695,0.063,0.387,0.1,1.85,,,0.78,0.2062,0.2498
445,10446,3,5/19/2017,10:18,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 445.szv,0.1,3.3,0,0.814,0,0.25,,0.983,0,0.364,0,1.06,,0.993,-0.08,0.1657,0.2385
446,10447,3,5/19/2017,10:18,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 446.szv,1.7,4.1,0.264,0.946,0.157,0.232,0.863,0.658,0.092,0.315,0.15,1.29,,,0.61,0.1593,0.2287
447,10448,3,5/19/2017,10:19,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 447.szv,1.4,2.8,0.231,0.51,0.165,0.182,0.939,0.76,0.073,0.199,0.07,0.46,0.909,0.715,0.17,0.2258,0.2372
448,10449,3,5/19/2017,10:19,am,"mzempare, ncarey",CAS12_Water Maze_Young&Middle_05 15 17 videos\Test 448.szv,1.7,5.5,0.318,1.399,0.187,0.254,0.954,0.67,0.094,0.571,0.09,2.7,0.949,0.656,1.33,0.1935,0.2268
