Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,10248.0,1,10/10/2016,9:18,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 1.szv,54.6,60.0,8.793,9.411,0.161,0.157,0.074,0.108,0.92,0.938,50.24,56.28,,,52.39,0.213,0.201
2,10248.0,2,10/10/2016,9:20,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 2.szv,22.9,28.5,4.214,5.136,0.184,0.18,0.206,0.217,0.932,0.969,21.3,27.57,,,24.05,0.213,0.201
3,10249.0,1,10/10/2016,9:21,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 3.szv,56.3,60.0,7.309,7.395,0.13,0.123,0.017,0.015,0.868,0.864,48.86,51.84,,,49.23,0.2025,0.212
4,10249.0,2,10/10/2016,9:23,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 4.szv,53.9,59.0,10.808,11.727,0.201,0.199,0.114,0.102,0.707,0.745,38.06,43.93,,,40.95,0.2025,0.212
5,10250.0,1,10/10/2016,9:26,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 5.szv,36.2,39.2,7.63,7.719,0.211,0.197,0.08,0.082,0.802,0.784,28.95,30.65,0.068,0.074,29.8,0.1902,0.1902
6,10250.0,2,10/10/2016,9:27,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 6.szv,54.4,60.0,7.657,8.833,0.141,0.147,0.037,0.072,0.655,0.659,35.64,39.55,,,35.62,0.1902,0.1902
7,10251.0,1,10/10/2016,9:29,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 7.szv,24.0,30.1,2.732,3.581,0.114,0.119,0.452,0.335,0.511,0.63,11.98,18.61,0.419,0.309,13.71,0.1708,0.1768
8,10251.0,2,10/10/2016,9:30,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 8.szv,57.5,60.0,9.166,9.704,0.159,0.162,0.166,0.171,0.664,0.659,38.18,39.51,,,38.82,0.1708,0.1768
9,10252.0,1,10/10/2016,9:32,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 9.szv,51.1,55.0,10.108,10.54,0.198,0.192,0.113,0.093,0.671,0.686,34.26,37.75,0.099,0.079,35.89,0.2177,0.2155
10,10252.0,2,10/10/2016,9:33,am,"mzempare, ncarey",CAS9_Middle _10 10 16 videos\Test 10.szv,41.1,46.0,8.123,8.873,0.198,0.193,0.1,0.136,0.672,0.702,27.62,32.3,,,29.36,0.2177,0.2155
