Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D5: TTR to End of test; Duration (s),Base; Duration (s),V D5: TTR to End of test; Distance (m),Base; Distance (m),V D5: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D5: TTR to End of test; Path efficiency,Base; Path efficiency,V D5: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D5: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D5: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D5: TTR to End of test; Avg speed: V D5 (m/s),Base; Avg speed: V D5 (m/s)
291,10494,5,9/15/2017,10:42,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 291.szv,7.2,9.2,2.09,2.593,0.291,0.282,0.313,0.232,0.356,0.415,2.03,3.19,0.323,0.215,2.73,0.2388,0.2583
292,10495,5,9/15/2017,10:43,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 292.szv,2,5,0.095,0.921,0.047,0.184,0.887,0.804,0.008,0.261,0.01,0.83,,0.932,-0.15,0.1952,0.2212
293,10496,5,9/15/2017,10:43,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 293.szv,1.6,4,0.16,0.73,0.101,0.183,0.911,0.772,0.04,0.292,0.01,0.78,,0.756,0.28,0.1295,0.1928
294,10497,5,9/15/2017,10:44,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 294.szv,3.4,7.5,0.255,1.577,0.075,0.211,0.777,0.655,0.047,0.537,0.04,2.66,0.825,0.626,1.23,0.1542,0.2228
295,10498,5,9/15/2017,10:44,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 295.szv,6.1,9.3,1.847,2.818,0.303,0.303,0.748,0.355,0.461,0.602,2.08,4.64,0.761,0.379,3.48,0.2202,0.2497
296,10499,5,9/15/2017,10:44,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 296.szv,4.3,8.7,0.914,2.105,0.215,0.243,0.93,0.541,0.39,0.603,1.11,4.37,0.955,0.515,2.44,0.225,0.2283
297,10500,5,9/15/2017,10:44,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 297.szv,11.6,13.9,3.032,3.887,0.261,0.28,0.146,0.164,0.548,0.525,5.53,6.5,0.152,0.139,6.02,0.1852,0.2305
298,10501,5,9/15/2017,10:45,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 298.szv,2.3,7.7,0.374,1.883,0.165,0.246,0.973,0.646,0.08,0.708,0.06,4.34,0.999,0.642,2.13,0.1677,0.2055
299,10502,5,9/15/2017,10:45,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 299.szv,4.5,9.8,0.923,2.214,0.205,0.226,0.739,0.489,0.288,0.7,0.78,5.62,0.711,0.495,3.56,0.1258,0.1932
300,10503,5,9/15/2017,10:45,am,"mzempare, ncarey",CAS14_WaterMaze_Black&Red_09 11 17 videos\Test 300.szv,7.5,10,1.253,1.941,0.167,0.194,0.182,0.278,0.124,0.185,0.73,1.55,0.135,0.257,1.02,0.1485,0.1838
