Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,AQ D1: TTR to End of test; Duration (s),Base; Duration (s),AQ D1: TTR to End of test; Distance (m),Base; Distance (m),AQ D1: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),AQ D1: TTR to End of test; Path efficiency,Base; Path efficiency,AQ D1: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),AQ D1: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),AQ D1: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),AQ D1: TTR to End of test; Avg speed: AQ D1 (m/s),Base; Avg speed: AQ D1 (m/s)
1,10042.0,1,1/18/2016,9:24,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 1.szv,55.7,60.0,13.941,14.837,0.25,0.247,0.066,0.018,0.862,0.881,47.98,52.84,,,50.36,0.2557,0.2575
2,10042.0,2,1/18/2016,9:26,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 2.szv,55.6,60.0,10.981,12.264,0.198,0.204,0.039,0.136,0.772,0.766,42.93,45.93,,,42.7,0.2557,0.2575
3,10043.0,1,1/18/2016,9:28,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 3.szv,57.0,60.0,10.892,11.514,0.191,0.192,0.043,0.02,0.737,0.741,42.02,44.47,,,42.73,0.2732,0.2725
4,10043.0,2,1/18/2016,9:30,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 4.szv,56.1,60.0,13.652,14.703,0.243,0.245,0.07,0.069,0.77,0.775,43.2,46.51,,,44.21,0.2732,0.2725
5,10044.0,1,1/18/2016,9:35,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 5.szv,58.6,60.0,13.777,14.17,0.235,0.236,0.079,0.102,0.776,0.762,45.44,45.73,,,45.49,0.2617,0.2602
6,10044.0,2,1/18/2016,9:37,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 6.szv,2.9,5.8,0.571,1.324,0.197,0.228,0.8,0.683,0.156,0.367,0.38,1.96,0.629,0.576,0.75,0.2617,0.2602
7,10045.0,1,1/18/2016,9:39,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 7.szv,37.8,42.3,7.694,7.977,0.204,0.189,0.143,0.149,0.796,0.821,30.07,34.72,0.148,0.137,31.49,0.2507,0.2433
8,10045.0,2,1/18/2016,9:40,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 8.szv,57.8,60.0,13.421,13.99,0.232,0.233,0.053,0.073,0.61,0.613,35.23,36.76,,,36.15,0.2507,0.2433
9,10046.0,1,1/18/2016,9:42,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 9.szv,56.8,60.0,12.303,12.477,0.217,0.208,0.08,0.08,0.808,0.805,45.9,48.28,,,46.84,0.2353,0.236
10,10046.0,2,1/18/2016,9:43,am,"mzempare, ncarey",CAS_January18-2016_Young videos\Test 10.szv,55.6,60.0,9.887,11.242,0.178,0.187,0.089,0.093,0.828,0.82,46.01,49.19,,,46.28,0.2353,0.236
