Test,Animal,Trial,Date,Time,Time of day,User,Recorded video file,V D6: TTR to End of test; Duration (s),Base; Duration (s),V D6: TTR to End of test; Distance (m),Base; Distance (m),V D6: TTR to End of test; Mean speed (m/s),Base; Mean speed (m/s),V D6: TTR to End of test; Path efficiency,Base; Path efficiency,V D6: TTR to End of test; Platform : mean distance from (m),Base; Platform : mean distance from (m),V D6: TTR to End of test; Platform : cumulative distance (m·s),Base; Platform : cumulative distance (m·s),V D6: TTR to End of test; Platform : path efficiency to entry,Base; Platform : path efficiency to entry,Platform : CIPL (m·s),V D6: TTR to End of test; Avg speed: V D6 (m/s),Base; Avg speed: V D6 (m/s)
324,10484,9,7/15/2017,11:17,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 324.szv,2.3,4.2,0.329,0.804,0.145,0.193,0.622,0.636,0.063,0.202,0.1,0.71,0.534,0.577,0.25,0.2117,0.2227
325,10485,9,7/15/2017,11:17,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 325.szv,6.1,8.4,1.472,2.086,0.241,0.248,0.533,0.296,0.521,0.547,2.95,4.36,0.536,0.274,3.72,0.2242,0.24
326,10487,9,7/15/2017,11:18,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 326.szv,6.1,10.0,1.532,2.363,0.251,0.236,0.733,0.415,0.651,0.712,3.44,6.54,0.729,0.384,4.98,0.2112,0.2202
327,10488,9,7/15/2017,11:19,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 327.szv,2.6,6.8,0.675,1.764,0.262,0.26,0.941,0.671,0.279,0.644,0.61,4.12,0.955,0.655,1.79,0.2662,0.2625
328,10489,9,7/15/2017,11:19,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 328.szv,3.5,7.2,0.986,2.135,0.282,0.297,0.732,0.557,0.366,0.615,1.19,4.28,0.713,0.49,2.49,0.2645,0.2735
329,10490,9,7/15/2017,11:19,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 329.szv,9.4,11.1,2.525,3.062,0.269,0.276,0.292,0.203,0.429,0.45,3.78,4.72,0.264,0.173,4.23,0.3202,0.2972
330,10491,9,7/15/2017,11:20,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 330.szv,0.8,4.8,0.073,1.117,0.096,0.234,0.785,0.91,0.011,0.524,0.0,2.24,0.999,0.921,0.24,0.16,0.2463
331,10492,9,7/15/2017,11:20,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 331.szv,1.9,6.1,0.44,1.692,0.237,0.279,0.964,0.704,0.173,0.684,0.24,3.84,0.979,0.692,1.56,0.2488,0.2728
332,10493,9,7/15/2017,11:21,am,"mzempare, ncarey",CAS13_Old_Purple_07.10.17 videos\Test 332.szv,0.1,3.0,0.027,0.803,0.273,0.268,0.663,0.951,0.0,0.379,0.0,0.95,,0.96,0.12,0.2425,0.2305
